检验,预测方向,估计,原始p,方向正确,区域年份FE估计,区域年份FE_p
B3a,<0,-0.02176637055936575,0.39375060382035,True,-0.0055621177586451884,0.8286909651525876
B3b,<0,0.006008698304755562,0.485672483786753,False,0.005451740054827101,0.5965436044756243
