year,S_sd_10,D_rise_10,S_jump_10,ISO3
1948,,,,ABW
1949,,,,ABW
1950,,,,ABW
1951,,,,ABW
1952,,,,ABW
1953,,,,ABW
1954,,,,ABW
1955,,,,ABW
1956,-0.0,0.0,,ABW
1957,-0.0,0.0,,ABW
1958,-0.0,0.0,,ABW
1959,-0.0,0.0,,ABW
1960,-0.0,0.0,,ABW
1961,-0.0,0.0,,ABW
1962,-0.0,0.0,,ABW
1963,-0.0,0.0,,ABW
1964,-0.0,0.0,,ABW
1965,-0.0,0.0,,ABW
1966,-0.0,0.0,,ABW
1967,-0.0,0.0,,ABW
1968,-0.0,0.0,,ABW
1969,-0.0,0.0,,ABW
1970,-0.0,0.0,,ABW
1971,-1.2,4.0,0.0,ABW
1972,-1.2,4.0,0.0,ABW
1973,-1.2,4.0,0.0,ABW
1974,-1.2,4.0,0.0,ABW
1975,-1.2,4.0,0.0,ABW
1976,-1.2,4.0,0.0,ABW
1977,-1.2,4.0,0.0,ABW
1978,-1.2,4.0,0.0,ABW
1979,-1.2,4.0,0.0,ABW
1980,-1.2,4.0,0.0,ABW
1981,-0.0,0.0,,ABW
1982,-0.0,0.0,,ABW
1983,-0.0,0.0,,ABW
1984,-0.0,0.0,,ABW
1985,-0.0,0.0,,ABW
1986,-0.0,0.0,,ABW
1987,-0.0,0.0,,ABW
1988,-0.0,0.0,,ABW
1989,-0.0,0.0,,ABW
1990,-0.0,0.0,,ABW
1991,-0.0,0.0,,ABW
1992,-0.0,0.0,,ABW
1993,-0.0,0.0,,ABW
1994,-0.0,0.0,,ABW
1995,-0.0,0.0,,ABW
1996,-0.0,0.0,,ABW
1997,-0.0,0.0,,ABW
1998,-0.0,0.0,,ABW
1999,-0.0,0.0,,ABW
2000,-0.0,0.0,,ABW
2001,-0.0,0.0,,ABW
2002,-0.0,0.0,,ABW
2003,-0.0,0.0,,ABW
2004,-0.0,0.0,,ABW
2005,-0.0,0.0,,ABW
2006,-0.0,0.0,,ABW
2007,-0.0,0.0,,ABW
2008,-0.0,0.0,,ABW
2009,-0.0,0.0,,ABW
2010,-0.0,0.0,,ABW
2011,-0.0,0.0,,ABW
2012,-0.0,0.0,,ABW
2013,-0.0,0.0,,ABW
2014,-0.0,0.0,,ABW
2015,-0.0,0.0,,ABW
2016,-0.0,0.0,,ABW
2017,-0.0,0.0,,ABW
2018,-0.0,0.0,,ABW
2019,-0.0,0.0,,ABW
2020,-0.0,0.0,,ABW
2021,-0.0,0.0,,ABW
2022,-0.0,0.0,,ABW
2023,-0.0,0.0,,ABW
1948,,,,AFG
1949,,,,AFG
1950,,,,AFG
1951,,,,AFG
1952,,,,AFG
1953,,,,AFG
1954,,,,AFG
1955,,,,AFG
1956,-0.0,0.0,,AFG
1957,-0.0,0.0,,AFG
1958,-0.0,0.0,,AFG
1959,-0.0,0.0,,AFG
1960,-0.0,0.0,,AFG
1961,-0.0,0.0,,AFG
1962,-0.0,0.0,,AFG
1963,-0.0,0.0,,AFG
1964,-0.0,0.0,,AFG
1965,-0.0,0.0,,AFG
1966,-0.0,0.0,,AFG
1967,-0.0,0.0,,AFG
1968,-0.0,0.0,,AFG
1969,-0.0,0.0,,AFG
1970,-0.0,0.0,,AFG
1971,-0.0,0.0,,AFG
1972,-0.0,0.0,,AFG
1973,-0.0,0.0,,AFG
1974,-0.0,0.0,,AFG
1975,-0.0,0.0,,AFG
1976,-0.0,0.0,,AFG
1977,-0.0,0.0,,AFG
1978,-0.0,0.0,,AFG
1979,-0.0,0.0,,AFG
1980,-0.0,0.0,,AFG
1981,-0.0,0.0,,AFG
1982,-0.0,0.0,,AFG
1983,-0.0,0.0,,AFG
1984,-0.0,0.0,,AFG
1985,-0.0,0.0,,AFG
1986,-0.0,0.0,,AFG
1987,-0.0,0.0,,AFG
1988,-0.0,0.0,,AFG
1989,-0.0,0.0,,AFG
1990,-0.0,0.0,,AFG
1991,-0.0,0.0,,AFG
1992,-0.0,0.0,,AFG
1993,-0.0,0.0,,AFG
1994,-0.0,0.0,,AFG
1995,-0.0,0.0,,AFG
1996,-0.0,0.0,,AFG
1997,-0.0,0.0,,AFG
1998,-0.0,0.0,,AFG
1999,-0.0,0.0,,AFG
2000,-0.0,0.0,,AFG
2001,-0.0,0.0,,AFG
2002,-0.0,0.0,,AFG
2003,-0.3,1.0,0.0,AFG
2004,-0.3,1.0,0.0,AFG
2005,-0.3,1.0,0.0,AFG
2006,-0.3,1.0,0.0,AFG
2007,-0.3,1.0,0.0,AFG
2008,-0.3,1.0,0.0,AFG
2009,-0.3,1.0,0.0,AFG
2010,-0.3,1.0,0.0,AFG
2011,-0.3,1.0,0.0,AFG
2012,-0.3,1.0,0.0,AFG
2013,-0.0,0.0,,AFG
2014,-0.0,0.0,,AFG
2015,-0.0,0.0,,AFG
2016,-0.0,0.0,,AFG
2017,-0.0,0.0,,AFG
2018,-0.0,0.0,,AFG
2019,-0.0,0.0,,AFG
2020,-0.0,0.0,,AFG
2021,-0.0,0.0,,AFG
2022,-0.0,0.0,,AFG
2023,-0.0,0.0,,AFG
1948,,,,AGO
1949,,,,AGO
1950,,,,AGO
1951,,,,AGO
1952,,,,AGO
1953,,,,AGO
1954,,,,AGO
1955,,,,AGO
1956,-0.0,0.0,,AGO
1957,-0.0,0.0,,AGO
1958,-0.0,0.0,,AGO
1959,-0.0,0.0,,AGO
1960,-0.0,0.0,,AGO
1961,-0.0,0.0,,AGO
1962,-0.0,0.0,,AGO
1963,-0.0,0.0,,AGO
1964,-0.0,0.0,,AGO
1965,-0.0,0.0,,AGO
1966,-0.0,0.0,,AGO
1967,-0.0,0.0,,AGO
1968,-0.0,0.0,,AGO
1969,-0.0,0.0,,AGO
1970,-0.0,0.0,,AGO
1971,-0.0,0.0,,AGO
1972,-0.0,0.0,,AGO
1973,-0.0,0.0,,AGO
1974,-0.0,0.0,,AGO
1975,-0.0,0.0,,AGO
1976,-0.0,0.0,,AGO
1977,-0.0,0.0,,AGO
1978,-0.0,0.0,,AGO
1979,-0.0,0.0,,AGO
1980,-0.0,0.0,,AGO
1981,-0.0,0.0,,AGO
1982,-0.2275862068965517,0.7586206896551724,0.0,AGO
1983,-0.2275862068965517,0.7586206896551724,0.0,AGO
1984,-0.2275862068965517,0.7586206896551724,0.0,AGO
1985,-0.2275862068965517,0.7586206896551724,0.0,AGO
1986,-0.2275862068965517,0.7586206896551724,0.0,AGO
1987,-0.2275862068965517,0.7586206896551724,0.0,AGO
1988,-0.2275862068965517,0.7586206896551724,0.0,AGO
1989,-0.2275862068965517,0.7586206896551724,0.0,AGO
1990,-0.2275862068965517,0.7586206896551724,0.0,AGO
1991,-0.2275862068965517,0.7586206896551724,0.0,AGO
1992,-0.0,0.0,,AGO
1993,-0.0,0.0,,AGO
1994,-0.6724137931034483,2.2413793103448274,0.0,AGO
1995,-0.6724137931034483,2.2413793103448274,0.0,AGO
1996,-0.6724137931034483,2.2413793103448274,0.0,AGO
1997,-0.6724137931034483,2.2413793103448274,0.0,AGO
1998,-0.6724137931034483,2.2413793103448274,0.0,AGO
1999,-0.6724137931034483,2.2413793103448274,0.0,AGO
2000,-0.6724137931034483,2.2413793103448274,0.0,AGO
2001,-0.6724137931034483,2.2413793103448274,0.0,AGO
2002,-0.6724137931034483,2.2413793103448274,0.0,AGO
2003,-0.6724137931034483,2.2413793103448274,0.0,AGO
2004,-0.0,0.0,,AGO
2005,-0.0,0.0,,AGO
2006,-0.0,0.0,,AGO
2007,-0.6174791914387633,0.0,,AGO
2008,-0.6174791914387633,0.0,,AGO
2009,-0.6174791914387633,0.0,,AGO
2010,-0.6174791914387633,0.0,,AGO
2011,-0.6174791914387633,0.0,,AGO
2012,-0.6174791914387633,0.0,,AGO
2013,-0.6174791914387633,0.0,,AGO
2014,-0.6174791914387633,0.0,,AGO
2015,-0.6174791914387633,0.0,,AGO
2016,-0.6174791914387633,0.0,,AGO
2017,-0.0,0.0,,AGO
2018,-0.0,0.0,,AGO
2019,-0.0,0.0,,AGO
2020,-0.6174791914387633,2.0582639714625444,0.0,AGO
2021,-0.6174791914387633,2.0582639714625444,0.0,AGO
2022,-0.6174791914387633,2.0582639714625444,0.0,AGO
2023,-0.6174791914387633,2.0582639714625444,0.0,AGO
1948,,,,AIA
1949,,,,AIA
1950,,,,AIA
1951,,,,AIA
1952,,,,AIA
1953,,,,AIA
1954,,,,AIA
1955,,,,AIA
1956,-0.0,0.0,,AIA
1957,-0.0,0.0,,AIA
1958,-0.0,0.0,,AIA
1959,-0.0,0.0,,AIA
1960,-0.0,0.0,,AIA
1961,-0.0,0.0,,AIA
1962,-0.0,0.0,,AIA
1963,-0.0,0.0,,AIA
1964,-0.0,0.0,,AIA
1965,-0.0,0.0,,AIA
1966,-0.0,0.0,,AIA
1967,-0.0,0.0,,AIA
1968,-0.0,0.0,,AIA
1969,-0.0,0.0,,AIA
1970,-0.0,0.0,,AIA
1971,-1.2,4.0,0.0,AIA
1972,-1.2,4.0,0.0,AIA
1973,-1.2,4.0,0.0,AIA
1974,-1.2,4.0,0.0,AIA
1975,-1.2,4.0,0.0,AIA
1976,-1.2,4.0,0.0,AIA
1977,-1.2,4.0,0.0,AIA
1978,-1.2,4.0,0.0,AIA
1979,-1.2,4.0,0.0,AIA
1980,-1.2,4.0,0.0,AIA
1981,-0.0,0.0,,AIA
1982,-0.0,0.0,,AIA
1983,-0.0,0.0,,AIA
1984,-0.0,0.0,,AIA
1985,-0.0,0.0,,AIA
1986,-0.0,0.0,,AIA
1987,-0.0,0.0,,AIA
1988,-0.0,0.0,,AIA
1989,-0.0,0.0,,AIA
1990,-0.0,0.0,,AIA
1991,-0.0,0.0,,AIA
1992,-0.0,0.0,,AIA
1993,-0.0,0.0,,AIA
1994,-0.0,0.0,,AIA
1995,-0.0,0.0,,AIA
1996,-0.0,0.0,,AIA
1997,-0.0,0.0,,AIA
1998,-0.0,0.0,,AIA
1999,-0.0,0.0,,AIA
2000,-0.0,0.0,,AIA
2001,-0.0,0.0,,AIA
2002,-0.0,0.0,,AIA
2003,-0.0,0.0,,AIA
2004,-0.0,0.0,,AIA
2005,-0.0,0.0,,AIA
2006,-0.0,0.0,,AIA
2007,-0.0,0.0,,AIA
2008,-0.0,0.0,,AIA
2009,-0.0,0.0,,AIA
2010,-0.0,0.0,,AIA
2011,-0.0,0.0,,AIA
2012,-0.0,0.0,,AIA
2013,-0.0,0.0,,AIA
2014,-0.0,0.0,,AIA
2015,-0.0,0.0,,AIA
2016,-0.0,0.0,,AIA
2017,-0.0,0.0,,AIA
2018,-0.0,0.0,,AIA
2019,-0.0,0.0,,AIA
2020,-0.0,0.0,,AIA
2021,-0.0,0.0,,AIA
2022,-0.0,0.0,,AIA
2023,-0.0,0.0,,AIA
1948,,,,ALB
1949,,,,ALB
1950,,,,ALB
1951,,,,ALB
1952,,,,ALB
1953,,,,ALB
1954,,,,ALB
1955,,,,ALB
1956,-0.0,0.0,,ALB
1957,-0.0,0.0,,ALB
1958,-0.0,0.0,,ALB
1959,-0.0,0.0,,ALB
1960,-0.0,0.0,,ALB
1961,-0.0,0.0,,ALB
1962,-0.0,0.0,,ALB
1963,-0.0,0.0,,ALB
1964,-0.0,0.0,,ALB
1965,-0.0,0.0,,ALB
1966,-0.0,0.0,,ALB
1967,-0.0,0.0,,ALB
1968,-0.0,0.0,,ALB
1969,-0.0,0.0,,ALB
1970,-0.0,0.0,,ALB
1971,-0.0,0.0,,ALB
1972,-0.0,0.0,,ALB
1973,-0.0,0.0,,ALB
1974,-0.0,0.0,,ALB
1975,-0.0,0.0,,ALB
1976,-0.0,0.0,,ALB
1977,-0.0,0.0,,ALB
1978,-0.0,0.0,,ALB
1979,-0.0,0.0,,ALB
1980,-0.0,0.0,,ALB
1981,-0.0,0.0,,ALB
1982,-0.0,0.0,,ALB
1983,-0.0,0.0,,ALB
1984,-0.0,0.0,,ALB
1985,-0.0,0.0,,ALB
1986,-0.0,0.0,,ALB
1987,-0.0,0.0,,ALB
1988,-0.0,0.0,,ALB
1989,-0.0,0.0,,ALB
1990,-0.0,0.0,,ALB
1991,-0.0,0.0,,ALB
1992,-0.0,0.0,,ALB
1993,-0.0,0.0,,ALB
1994,-0.0,0.0,,ALB
1995,-0.0,0.0,,ALB
1996,-0.0,0.0,,ALB
1997,-0.0,0.0,,ALB
1998,-0.0,0.0,,ALB
1999,-0.0,0.0,,ALB
2000,-0.0,0.0,,ALB
2001,-0.0,0.0,,ALB
2002,-0.4571428571428571,1.5238095238095235,0.0,ALB
2003,-0.5670314084243581,2.824124302726325,0.46043114237624616,ALB
2004,-0.5610133212689744,2.986141460174059,0.4897061830015573,ALB
2005,-0.5610133212689744,2.986141460174059,0.4897061830015573,ALB
2006,-0.5610133212689744,2.986141460174059,0.4897061830015573,ALB
2007,-0.975828204476139,6.0,0.49769024336234313,ALB
2008,-0.975828204476139,6.0,0.49769024336234313,ALB
2009,-0.975828204476139,6.0,0.49769024336234313,ALB
2010,-0.975828204476139,6.0,0.49769024336234313,ALB
2011,-0.975828204476139,6.0,0.49769024336234313,ALB
2012,-0.9379116836752177,4.476190476190476,0.32669117727292807,ALB
2013,-0.9000541213135932,3.175875697273675,0.051014955524492644,ALB
2014,-0.9041575619477824,3.013858539825941,0.0,ALB
2015,-0.9041575619477824,3.013858539825941,0.0,ALB
2016,-0.9041575619477824,3.013858539825941,0.0,ALB
2017,-0.0,0.0,,ALB
2018,-0.0,0.0,,ALB
2019,-0.0,0.0,,ALB
2020,-0.0,0.0,,ALB
2021,-0.0,0.0,,ALB
2022,-0.0,0.0,,ALB
2023,-0.0,0.0,,ALB
1948,,,,AND
1949,,,,AND
1950,,,,AND
1951,,,,AND
1952,,,,AND
1953,,,,AND
1954,,,,AND
1955,,,,AND
1956,-0.0,0.0,,AND
1957,-0.0,0.0,,AND
1958,-0.0,0.0,,AND
1959,-0.0,0.0,,AND
1960,-0.0,0.0,,AND
1961,-0.0,0.0,,AND
1962,-0.0,0.0,,AND
1963,-0.0,0.0,,AND
1964,-0.0,0.0,,AND
1965,-0.0,0.0,,AND
1966,-0.0,0.0,,AND
1967,-0.0,0.0,,AND
1968,-0.0,0.0,,AND
1969,-0.0,0.0,,AND
1970,-0.0,0.0,,AND
1971,-0.0,0.0,,AND
1972,-0.0,0.0,,AND
1973,-0.0,0.0,,AND
1974,-0.0,0.0,,AND
1975,-0.0,0.0,,AND
1976,-0.0,0.0,,AND
1977,-0.0,0.0,,AND
1978,-0.0,0.0,,AND
1979,-0.0,0.0,,AND
1980,-0.0,0.0,,AND
1981,-0.0,0.0,,AND
1982,-0.0,0.0,,AND
1983,-0.0,0.0,,AND
1984,-0.0,0.0,,AND
1985,-0.0,0.0,,AND
1986,-0.0,0.0,,AND
1987,-0.0,0.0,,AND
1988,-0.0,0.0,,AND
1989,-0.0,0.0,,AND
1990,-0.0,0.0,,AND
1991,-0.0,0.0,,AND
1992,-0.0,0.0,,AND
1993,-0.0,0.0,,AND
1994,-0.0,0.0,,AND
1995,-0.0,0.0,,AND
1996,-0.0,0.0,,AND
1997,-0.0,0.0,,AND
1998,-0.0,0.0,,AND
1999,-0.0,0.0,,AND
2000,-0.0,0.0,,AND
2001,-0.0,0.0,,AND
2002,-0.0,0.0,,AND
2003,-0.0,0.0,,AND
2004,-0.0,0.0,,AND
2005,-0.0,0.0,,AND
2006,-0.0,0.0,,AND
2007,-0.0,0.0,,AND
2008,-0.0,0.0,,AND
2009,-0.0,0.0,,AND
2010,-0.0,0.0,,AND
2011,-0.0,0.0,,AND
2012,-0.0,0.0,,AND
2013,-0.0,0.0,,AND
2014,-0.0,0.0,,AND
2015,-0.0,0.0,,AND
2016,-0.0,0.0,,AND
2017,-0.0,0.0,,AND
2018,-0.0,0.0,,AND
2019,-0.0,0.0,,AND
2020,-0.0,0.0,,AND
2021,-0.0,0.0,,AND
2022,-0.0,0.0,,AND
2023,-0.0,0.0,,AND
1948,,,,ARE
1949,,,,ARE
1950,,,,ARE
1951,,,,ARE
1952,,,,ARE
1953,,,,ARE
1954,,,,ARE
1955,,,,ARE
1956,-0.0,0.0,,ARE
1957,-0.0,0.0,,ARE
1958,-0.0,0.0,,ARE
1959,-0.0,0.0,,ARE
1960,-0.0,0.0,,ARE
1961,-0.0,0.0,,ARE
1962,-0.0,0.0,,ARE
1963,-0.0,0.0,,ARE
1964,-0.0,0.0,,ARE
1965,-0.0,0.0,,ARE
1966,-0.0,0.0,,ARE
1967,-0.0,0.0,,ARE
1968,-0.0,0.0,,ARE
1969,-0.0,0.0,,ARE
1970,-0.0,0.0,,ARE
1971,-0.0,0.0,,ARE
1972,-0.0,0.0,,ARE
1973,-0.0,0.0,,ARE
1974,-0.0,0.0,,ARE
1975,-0.0,0.0,,ARE
1976,-0.0,0.0,,ARE
1977,-0.0,0.0,,ARE
1978,-0.0,0.0,,ARE
1979,-0.0,0.0,,ARE
1980,-0.0,0.0,,ARE
1981,-0.0,0.0,,ARE
1982,-0.0,0.0,,ARE
1983,-0.0,0.0,,ARE
1984,-0.0,0.0,,ARE
1985,-0.0,0.0,,ARE
1986,-0.0,0.0,,ARE
1987,-0.0,0.0,,ARE
1988,-0.0,0.0,,ARE
1989,-0.0,0.0,,ARE
1990,-0.0,0.0,,ARE
1991,-0.0,0.0,,ARE
1992,-0.0,0.0,,ARE
1993,-0.0,0.0,,ARE
1994,-0.0,0.0,,ARE
1995,-0.0,0.0,,ARE
1996,-0.0,0.0,,ARE
1997,-0.0,0.0,,ARE
1998,-0.15238095238095237,0.5079365079365079,0.0,ARE
1999,-0.15238095238095237,0.5079365079365079,0.0,ARE
2000,-0.15238095238095237,0.5079365079365079,0.0,ARE
2001,-0.15238095238095237,0.5079365079365079,0.0,ARE
2002,-0.15238095238095237,0.5079365079365079,0.0,ARE
2003,-0.7462157827713389,3.0,0.1693121693121693,ARE
2004,-0.7462157827713389,3.0,0.1693121693121693,ARE
2005,-0.7462157827713389,3.0,0.1693121693121693,ARE
2006,-0.7462157827713389,3.0,0.1693121693121693,ARE
2007,-0.7462157827713389,3.0,0.1693121693121693,ARE
2008,-0.7476190476190476,2.492063492063492,0.0,ARE
2009,-0.8652047936505735,4.246741246741247,0.4131821678620551,ARE
2010,-0.8652047936505735,4.246741246741247,0.4131821678620551,ARE
2011,-0.8652047936505735,4.246741246741247,0.4131821678620551,ARE
2012,-0.8652047936505735,4.246741246741247,0.4131821678620551,ARE
2013,-0.6107144600756892,3.0,0.415107415107415,ARE
2014,-0.6107144600756892,3.0,0.415107415107415,ARE
2015,-0.6107144600756892,3.0,0.415107415107415,ARE
2016,-0.6107144600756892,3.0,0.415107415107415,ARE
2017,-0.6107144600756892,3.0,0.415107415107415,ARE
2018,-0.6107144600756892,3.0,0.415107415107415,ARE
2019,-0.37359667359667353,1.245322245322245,0.0,ARE
2020,-0.37359667359667353,1.245322245322245,0.0,ARE
2021,-0.37359667359667353,1.245322245322245,0.0,ARE
2022,-0.37359667359667353,1.245322245322245,0.0,ARE
2023,-0.0,0.0,,ARE
1948,,,,ARG
1949,,,,ARG
1950,,,,ARG
1951,,,,ARG
1952,,,,ARG
1953,,,,ARG
1954,,,,ARG
1955,,,,ARG
1956,-0.0,0.0,,ARG
1957,-0.0,0.0,,ARG
1958,-0.0,0.0,,ARG
1959,-0.0,0.0,,ARG
1960,-0.0,0.0,,ARG
1961,-0.0,0.0,,ARG
1962,-0.0,0.0,,ARG
1963,-0.0,0.0,,ARG
1964,-0.0,0.0,,ARG
1965,-0.0,0.0,,ARG
1966,-0.0,0.0,,ARG
1967,-0.0,0.0,,ARG
1968,-0.0,0.0,,ARG
1969,-0.0,0.0,,ARG
1970,-0.0,0.0,,ARG
1971,-0.0,0.0,,ARG
1972,-0.0,0.0,,ARG
1973,-0.0,0.0,,ARG
1974,-0.0,0.0,,ARG
1975,-0.0,0.0,,ARG
1976,-0.0,0.0,,ARG
1977,-0.0,0.0,,ARG
1978,-0.0,0.0,,ARG
1979,-0.0,0.0,,ARG
1980,-0.0,0.0,,ARG
1981,-0.0,0.0,,ARG
1982,-0.0,0.0,,ARG
1983,-0.0,0.0,,ARG
1984,-0.0,0.0,,ARG
1985,-0.0,0.0,,ARG
1986,-0.0,0.0,,ARG
1987,-0.4523809523809524,1.507936507936508,0.0,ARG
1988,-0.4523809523809524,1.507936507936508,0.0,ARG
1989,-0.4523809523809524,1.507936507936508,0.0,ARG
1990,-0.4523809523809524,1.507936507936508,0.0,ARG
1991,-1.373044315697691,6.0,0.2513227513227513,ARG
1992,-1.373044315697691,6.0,0.2513227513227513,ARG
1993,-1.373044315697691,6.0,0.2513227513227513,ARG
1994,-1.373044315697691,6.0,0.2513227513227513,ARG
1995,-1.373044315697691,6.0,0.2513227513227513,ARG
1996,-1.373044315697691,6.0,0.2513227513227513,ARG
1997,-1.3476190476190475,4.492063492063492,0.0,ARG
1998,-1.3476190476190475,4.492063492063492,0.0,ARG
1999,-1.3476190476190475,4.492063492063492,0.0,ARG
2000,-1.3476190476190475,4.492063492063492,0.0,ARG
2001,-0.0,0.0,,ARG
2002,-0.0,0.0,,ARG
2003,-0.0,0.0,,ARG
2004,-0.0,0.0,,ARG
2005,-0.0,0.0,,ARG
2006,-0.0,0.0,,ARG
2007,-0.0,0.0,,ARG
2008,-0.0,0.0,,ARG
2009,-0.0,0.0,,ARG
2010,-0.0,0.0,,ARG
2011,-0.0,0.0,,ARG
2012,-0.0,0.0,,ARG
2013,-0.0,0.0,,ARG
2014,-0.0,0.0,,ARG
2015,-0.0,0.0,,ARG
2016,-0.0,0.0,,ARG
2017,-0.0,0.0,,ARG
2018,-0.0,0.0,,ARG
2019,-0.0,0.0,,ARG
2020,-0.0,0.0,,ARG
2021,-0.0,0.0,,ARG
2022,-0.0,0.0,,ARG
2023,-0.0,0.0,,ARG
1948,,,,ARM
1949,,,,ARM
1950,,,,ARM
1951,,,,ARM
1952,,,,ARM
1953,,,,ARM
1954,,,,ARM
1955,,,,ARM
1956,-0.0,0.0,,ARM
1957,-0.0,0.0,,ARM
1958,-0.0,0.0,,ARM
1959,-0.0,0.0,,ARM
1960,-0.0,0.0,,ARM
1961,-0.0,0.0,,ARM
1962,-0.0,0.0,,ARM
1963,-0.0,0.0,,ARM
1964,-0.0,0.0,,ARM
1965,-0.0,0.0,,ARM
1966,-0.0,0.0,,ARM
1967,-0.0,0.0,,ARM
1968,-0.0,0.0,,ARM
1969,-0.0,0.0,,ARM
1970,-0.0,0.0,,ARM
1971,-0.0,0.0,,ARM
1972,-0.0,0.0,,ARM
1973,-0.0,0.0,,ARM
1974,-0.0,0.0,,ARM
1975,-0.0,0.0,,ARM
1976,-0.0,0.0,,ARM
1977,-0.0,0.0,,ARM
1978,-0.0,0.0,,ARM
1979,-0.0,0.0,,ARM
1980,-0.0,0.0,,ARM
1981,-0.0,0.0,,ARM
1982,-0.0,0.0,,ARM
1983,-0.0,0.0,,ARM
1984,-0.0,0.0,,ARM
1985,-0.0,0.0,,ARM
1986,-0.0,0.0,,ARM
1987,-0.0,0.0,,ARM
1988,-0.0,0.0,,ARM
1989,-0.0,0.0,,ARM
1990,-0.0,0.0,,ARM
1991,-0.0,0.0,,ARM
1992,-0.0,0.0,,ARM
1993,-0.3,1.0,0.0,ARM
1994,-0.9165151389911681,4.0,0.25,ARM
1995,-0.9165151389911681,4.0,0.25,ARM
1996,-0.9165151389911681,4.0,0.25,ARM
1997,-0.9165151389911681,4.0,0.25,ARM
1998,-0.9165151389911681,4.0,0.25,ARM
1999,-0.9165151389911681,4.0,0.25,ARM
2000,-0.9165151389911681,4.0,0.25,ARM
2001,-0.9165151389911681,4.0,0.25,ARM
2002,-0.9165151389911681,4.0,0.25,ARM
2003,-0.9,3.0,0.0,ARM
2004,-0.0,0.0,,ARM
2005,-0.0,0.0,,ARM
2006,-0.0,0.0,,ARM
2007,-0.0,0.0,,ARM
2008,-0.0,0.0,,ARM
2009,-0.0,0.0,,ARM
2010,-0.0,0.0,,ARM
2011,-0.0,0.0,,ARM
2012,-0.3,0.0,,ARM
2013,-0.3,0.0,,ARM
2014,-0.3,0.0,,ARM
2015,-0.9797958971132712,3.0,0.0,ARM
2016,-0.9797958971132712,3.0,0.0,ARM
2017,-0.9797958971132712,3.0,0.0,ARM
2018,-0.9797958971132712,3.0,0.0,ARM
2019,-0.9797958971132712,3.0,0.0,ARM
2020,-0.9797958971132712,3.0,0.0,ARM
2021,-0.9797958971132712,3.0,0.0,ARM
2022,-0.9,3.0,0.0,ARM
2023,-0.9,3.0,0.0,ARM
1948,,,,ATG
1949,,,,ATG
1950,,,,ATG
1951,,,,ATG
1952,,,,ATG
1953,,,,ATG
1954,,,,ATG
1955,,,,ATG
1956,-0.0,0.0,,ATG
1957,-0.0,0.0,,ATG
1958,-0.0,0.0,,ATG
1959,-0.0,0.0,,ATG
1960,-0.0,0.0,,ATG
1961,-0.0,0.0,,ATG
1962,-0.0,0.0,,ATG
1963,-0.0,0.0,,ATG
1964,-0.0,0.0,,ATG
1965,-0.0,0.0,,ATG
1966,-0.0,0.0,,ATG
1967,-0.0,0.0,,ATG
1968,-0.15238095238095237,0.5079365079365079,0.0,ATG
1969,-0.15238095238095237,0.5079365079365079,0.0,ATG
1970,-0.15238095238095237,0.5079365079365079,0.0,ATG
1971,-0.15238095238095237,0.5079365079365079,0.0,ATG
1972,-0.15238095238095237,0.5079365079365079,0.0,ATG
1973,-0.2594394213280809,1.2665571975916805,0.40103716508210885,ATG
1974,-0.6802002797219433,3.507936507936508,0.36105476673427994,ATG
1975,-0.6802002797219433,3.507936507936508,0.36105476673427994,ATG
1976,-0.6802002797219433,3.507936507936508,0.36105476673427994,ATG
1977,-0.6802002797219433,3.507936507936508,0.36105476673427994,ATG
1978,-0.6855134253692442,3.0,0.25287356321839083,ATG
1979,-0.6855134253692442,3.0,0.25287356321839083,ATG
1980,-0.6855134253692442,3.0,0.25287356321839083,ATG
1981,-0.6855134253692442,3.0,0.25287356321839083,ATG
1982,-0.6855134253692442,3.0,0.25287356321839083,ATG
1983,-0.6724137931034482,2.2413793103448274,0.0,ATG
1984,-0.0,0.0,,ATG
1985,-0.0,0.0,,ATG
1986,-0.0,0.0,,ATG
1987,-0.0,0.0,,ATG
1988,-0.0,0.0,,ATG
1989,-0.0,0.0,,ATG
1990,-0.0,0.0,,ATG
1991,-0.0,0.0,,ATG
1992,-0.0,0.0,,ATG
1993,-0.07498110355253215,0.24993701184177386,,ATG
1994,-0.07498110355253215,0.24993701184177386,,ATG
1995,-0.07980395770711726,0.3729218906845513,,ATG
1996,-0.07980395770711726,0.3729218906845513,,ATG
1997,-0.07980395770711726,0.3729218906845513,,ATG
1998,-0.07980395770711726,0.3729218906845513,,ATG
1999,-0.07980395770711726,0.3729218906845513,,ATG
2000,-0.07980395770711726,0.3729218906845513,,ATG
2001,-0.1847051970528602,0.9711526634101375,0.3839992461896372,ATG
2002,-0.1847051970528602,0.9711526634101375,0.3839992461896372,ATG
2003,-0.1791619759472156,0.7212156515683636,0.17052441745452018,ATG
2004,-0.1791619759472156,0.7212156515683636,0.17052441745452018,ATG
2005,-0.1787584978954828,0.6248344275806814,0.04257712712486539,ATG
2006,-0.17869479971300886,0.626680997503986,0.0453982566755885,ATG
2007,-0.17869479971300886,0.626680997503986,0.0453982566755885,ATG
2008,-0.46227197223683025,2.119141601378941,0.2957239842284254,ATG
2009,-0.46227197223683025,2.119141601378941,0.2957239842284254,ATG
2010,-0.46227197223683025,2.119141601378941,0.2957239842284254,ATG
2011,-0.4468593563437407,1.5209108286533546,0.018706043932628313,ATG
2012,-0.4468593563437407,1.5209108286533546,0.018706043932628313,ATG
2013,-0.4468593563437407,1.5209108286533546,0.018706043932628313,ATG
