year,S_sd_10,D_rise_10,S_jump_10,ISO3
2004,-0.6,2.0,0.0,PNG
2005,-0.6,2.0,0.0,PNG
2006,-0.6,2.0,0.0,PNG
2007,-0.6,2.0,0.0,PNG
2008,-0.6,2.0,0.0,PNG
2009,-0.6,2.0,0.0,PNG
2010,-0.6,2.0,0.0,PNG
2011,-0.6,2.0,0.0,PNG
2012,-0.6,2.0,0.0,PNG
2013,-0.0,0.0,,PNG
2014,-0.0,0.0,,PNG
2015,-0.0,0.0,,PNG
2016,-0.0,0.0,,PNG
2017,-0.0,0.0,,PNG
2018,-0.0,0.0,,PNG
2019,-0.0,0.0,,PNG
2020,-0.6559152559152562,2.1863841863841875,0.0,PNG
2021,-0.6541509124219694,2.246741246741247,0.026864268613309816,PNG
2022,-0.6541509124219694,2.246741246741247,0.026864268613309816,PNG
2023,-0.6541509124219694,2.246741246741247,0.026864268613309816,PNG
1948,,,,POL
1949,,,,POL
1950,,,,POL
1951,,,,POL
1952,,,,POL
1953,,,,POL
1954,,,,POL
1955,,,,POL
1956,-0.0,0.0,,POL
1957,-0.0,0.0,,POL
1958,-0.0,0.0,,POL
1959,-0.0,0.0,,POL
1960,-0.0,0.0,,POL
1961,-0.0,0.0,,POL
1962,-0.0,0.0,,POL
1963,-0.0,0.0,,POL
1964,-0.0,0.0,,POL
1965,-0.0,0.0,,POL
1966,-0.0,0.0,,POL
1967,-0.0,0.0,,POL
1968,-0.0,0.0,,POL
1969,-0.0,0.0,,POL
1970,-0.0,0.0,,POL
1971,-0.0,0.0,,POL
1972,-0.0,0.0,,POL
1973,-0.0,0.0,,POL
1974,-0.0,0.0,,POL
1975,-0.0,0.0,,POL
1976,-0.0,0.0,,POL
1977,-0.0,0.0,,POL
1978,-0.0,0.0,,POL
1979,-0.0,0.0,,POL
1980,-0.0,0.0,,POL
1981,-0.0,0.0,,POL
1982,-0.0,0.0,,POL
1983,-0.0,0.0,,POL
1984,-0.0,0.0,,POL
1985,-0.0,0.0,,POL
1986,-0.0,0.0,,POL
1987,-0.0,0.0,,POL
1988,-0.0,0.0,,POL
1989,-0.0,0.0,,POL
1990,-0.0,0.0,,POL
1991,-0.0,0.0,,POL
1992,-0.0,0.0,,POL
1993,-0.4167487684729063,1.3891625615763543,0.0,POL
1994,-0.9826201573767098,4.51374969329785,0.3077624272429249,POL
1995,-0.9739871903539737,5.267960380265108,0.4068696599490651,POL
1996,-0.9739871903539737,5.267960380265108,0.4068696599490651,POL
1997,-0.9716337234059623,5.313166468661951,0.4119161990969237,POL
1998,-0.9716069031013597,5.313657136268071,0.41197050325381357,POL
1999,-0.9604588901709388,5.573517226038841,0.43938683509870946,POL
2000,-0.9600402170865301,5.580772962098833,0.44011570566626446,POL
2001,-0.9600402170865301,5.580772962098833,0.44011570566626446,POL
2002,-0.9600402170865301,5.580772962098833,0.44011570566626446,POL
2003,-0.9297602522380056,4.191611838881018,0.25456190796626155,POL
2004,-0.24358029669425996,1.48625030670215,0.4925412741271149,POL
2005,-0.13848669465767363,0.7320396197348922,0.42731842889261884,POL
2006,-0.13848669465767363,0.7320396197348922,0.42731842889261884,POL
2007,-0.14005578390522297,0.6868335313380491,0.38962560734925533,POL
2008,-0.1400797496484843,0.6863428637319293,0.3891892497240732,POL
2009,-0.12554441181158235,0.4264827739611592,,POL
2010,-0.12576763191823698,0.4192270379011669,,POL
2011,-0.12576763191823698,0.4192270379011669,,POL
2012,-0.12576763191823698,0.4192270379011669,,POL
2013,-0.1257676798627905,0.41922559954262795,,POL
2014,-0.0,0.0,,POL
2015,-0.0,0.0,,POL
2016,-0.0,0.0,,POL
2017,-0.0,0.0,,POL
2018,-0.0,0.0,,POL
2019,-0.0,0.0,,POL
2020,-0.0,0.0,,POL
2021,-0.0,0.0,,POL
2022,-0.0,0.0,,POL
2023,-0.0,0.0,,POL
1948,,,,PRK
1949,,,,PRK
1950,,,,PRK
1951,,,,PRK
1952,,,,PRK
1953,,,,PRK
1954,,,,PRK
1955,,,,PRK
1956,-0.0,0.0,,PRK
1957,-0.0,0.0,,PRK
1958,-0.0,0.0,,PRK
1959,-0.0,0.0,,PRK
1960,-0.0,0.0,,PRK
1961,-0.0,0.0,,PRK
1962,-0.0,0.0,,PRK
1963,-0.0,0.0,,PRK
1964,-0.0,0.0,,PRK
1965,-0.0,0.0,,PRK
1966,-0.0,0.0,,PRK
1967,-0.0,0.0,,PRK
1968,-0.0,0.0,,PRK
1969,-0.0,0.0,,PRK
1970,-0.0,0.0,,PRK
1971,-0.0,0.0,,PRK
1972,-0.0,0.0,,PRK
1973,-0.0,0.0,,PRK
1974,-0.0,0.0,,PRK
1975,-0.0,0.0,,PRK
1976,-0.0,0.0,,PRK
1977,-0.0,0.0,,PRK
1978,-0.0,0.0,,PRK
1979,-0.0,0.0,,PRK
1980,-0.0,0.0,,PRK
1981,-0.0,0.0,,PRK
1982,-0.0,0.0,,PRK
1983,-0.0,0.0,,PRK
1984,-0.0,0.0,,PRK
1985,-0.0,0.0,,PRK
1986,-0.0,0.0,,PRK
1987,-0.0,0.0,,PRK
1988,-0.0,0.0,,PRK
1989,-0.0,0.0,,PRK
1990,-0.0,0.0,,PRK
1991,-0.0,0.0,,PRK
1992,-0.0,0.0,,PRK
1993,-0.0,0.0,,PRK
1994,-0.0,0.0,,PRK
1995,-0.0,0.0,,PRK
1996,-0.0,0.0,,PRK
1997,-0.0,0.0,,PRK
1998,-0.0,0.0,,PRK
1999,-0.0,0.0,,PRK
2000,-0.0,0.0,,PRK
2001,-0.0,0.0,,PRK
2002,-0.0,0.0,,PRK
2003,-0.0,0.0,,PRK
2004,-0.0,0.0,,PRK
2005,-0.0,0.0,,PRK
2006,-0.0,0.0,,PRK
2007,-0.0,0.0,,PRK
2008,-0.0,0.0,,PRK
2009,-0.0,0.0,,PRK
2010,-0.0,0.0,,PRK
2011,-0.0,0.0,,PRK
2012,-0.0,0.0,,PRK
2013,-0.0,0.0,,PRK
2014,-0.0,0.0,,PRK
2015,-0.0,0.0,,PRK
2016,-0.0,0.0,,PRK
2017,-0.0,0.0,,PRK
2018,-0.0,0.0,,PRK
2019,-0.0,0.0,,PRK
2020,-0.0,0.0,,PRK
2021,-0.0,0.0,,PRK
2022,-0.0,0.0,,PRK
2023,-0.0,0.0,,PRK
1948,,,,PRT
1949,,,,PRT
1950,,,,PRT
1951,,,,PRT
1952,,,,PRT
1953,,,,PRT
1954,,,,PRT
1955,,,,PRT
1956,-0.0,0.0,,PRT
1957,-0.0,0.0,,PRT
1958,-0.0,0.0,,PRT
1959,-0.0,0.0,,PRT
1960,-1.8000000000000003,6.0,0.0,PRT
1961,-1.8000000000000003,6.0,0.0,PRT
1962,-1.8000000000000003,6.0,0.0,PRT
1963,-1.8000000000000003,6.0,0.0,PRT
1964,-1.8000000000000003,6.0,0.0,PRT
1965,-1.8000000000000003,6.0,0.0,PRT
1966,-1.8000000000000003,6.0,0.0,PRT
1967,-1.8000000000000003,6.0,0.0,PRT
1968,-1.8000000000000003,6.0,0.0,PRT
1969,-1.8000000000000003,6.0,0.0,PRT
1970,-0.0,0.0,,PRT
1971,-0.0,0.0,,PRT
1972,-0.0,0.0,,PRT
1973,-0.0,0.0,,PRT
1974,-0.0,0.0,,PRT
1975,-0.0,0.0,,PRT
1976,-0.0,0.0,,PRT
1977,-0.0,0.0,,PRT
1978,-0.0,0.0,,PRT
1979,-0.0,0.0,,PRT
1980,-0.0,0.0,,PRT
1981,-0.0,0.0,,PRT
1982,-0.0,0.0,,PRT
1983,-0.0,0.0,,PRT
1984,-0.0,0.0,,PRT
1985,-0.0,0.0,,PRT
1986,-0.0,0.0,,PRT
1987,-0.0,0.0,,PRT
1988,-0.0,0.0,,PRT
1989,-0.0,0.0,,PRT
1990,-0.0,0.0,,PRT
1991,-0.0,0.0,,PRT
1992,-0.0,0.0,,PRT
1993,-0.0,0.0,,PRT
1994,-0.0,0.0,,PRT
1995,-0.0,0.0,,PRT
1996,-0.0,0.0,,PRT
1997,-0.0,0.0,,PRT
1998,-0.0,0.0,,PRT
1999,-0.0,0.0,,PRT
2000,-0.0,0.0,,PRT
2001,-0.0,0.0,,PRT
2002,-0.0,0.0,,PRT
2003,-0.0,0.0,,PRT
2004,-0.0,0.0,,PRT
2005,-0.0,0.0,,PRT
2006,-0.0,0.0,,PRT
2007,-0.0,0.0,,PRT
2008,-0.0,0.0,,PRT
2009,-0.0,0.0,,PRT
2010,-0.0,0.0,,PRT
2011,-0.0,0.0,,PRT
2012,-0.0,0.0,,PRT
2013,-0.0,0.0,,PRT
2014,-0.0,0.0,,PRT
2015,-0.0,0.0,,PRT
2016,-0.0,0.0,,PRT
2017,-0.0,0.0,,PRT
2018,-0.0,0.0,,PRT
2019,-0.0,0.0,,PRT
2020,-0.0,0.0,,PRT
2021,-0.0,0.0,,PRT
2022,-0.0,0.0,,PRT
2023,-0.0,0.0,,PRT
1948,,,,PRY
1949,,,,PRY
1950,,,,PRY
1951,,,,PRY
1952,,,,PRY
1953,,,,PRY
1954,,,,PRY
1955,,,,PRY
1956,-0.0,0.0,,PRY
1957,-0.0,0.0,,PRY
1958,-0.0,0.0,,PRY
1959,-0.0,0.0,,PRY
1960,-0.0,0.0,,PRY
1961,-0.0,0.0,,PRY
1962,-0.0,0.0,,PRY
1963,-0.0,0.0,,PRY
1964,-0.0,0.0,,PRY
1965,-0.0,0.0,,PRY
1966,-0.0,0.0,,PRY
1967,-0.0,0.0,,PRY
1968,-0.0,0.0,,PRY
1969,-0.0,0.0,,PRY
1970,-0.0,0.0,,PRY
1971,-0.0,0.0,,PRY
1972,-0.0,0.0,,PRY
1973,-0.0,0.0,,PRY
1974,-0.0,0.0,,PRY
1975,-0.0,0.0,,PRY
1976,-0.0,0.0,,PRY
1977,-0.0,0.0,,PRY
1978,-0.0,0.0,,PRY
1979,-0.0,0.0,,PRY
1980,-0.0,0.0,,PRY
1981,-0.0,0.0,,PRY
1982,-0.0,0.0,,PRY
1983,-0.0,0.0,,PRY
1984,-0.0,0.0,,PRY
1985,-0.0,0.0,,PRY
1986,-0.0,0.0,,PRY
1987,-0.0,0.0,,PRY
1988,-0.0,0.0,,PRY
1989,-0.0,0.0,,PRY
1990,-0.0,0.0,,PRY
1991,-1.8000000000000003,6.0,0.0,PRY
1992,-1.8000000000000003,6.0,0.0,PRY
1993,-1.8000000000000003,6.0,0.0,PRY
1994,-1.8000000000000003,6.0,0.0,PRY
1995,-1.8000000000000003,6.0,0.0,PRY
1996,-1.8000000000000003,6.0,0.0,PRY
1997,-1.8000000000000003,6.0,0.0,PRY
1998,-1.8000000000000003,6.0,0.0,PRY
1999,-1.8000000000000003,6.0,0.0,PRY
2000,-1.8000000000000003,6.0,0.0,PRY
2001,-0.0,0.0,,PRY
2002,-0.0,0.0,,PRY
2003,-0.0,0.0,,PRY
2004,-0.0,0.0,,PRY
2005,-0.0,0.0,,PRY
2006,-0.0,0.0,,PRY
2007,-0.0,0.0,,PRY
2008,-0.0,0.0,,PRY
2009,-0.0,0.0,,PRY
2010,-0.0,0.0,,PRY
2011,-0.0,0.0,,PRY
2012,-0.0,0.0,,PRY
2013,-0.0,0.0,,PRY
2014,-0.0,0.0,,PRY
2015,-0.0,0.0,,PRY
2016,-0.0,0.0,,PRY
2017,-0.0,0.0,,PRY
2018,-0.0,0.0,,PRY
2019,-0.0,0.0,,PRY
2020,-0.0,0.0,,PRY
2021,-0.0,0.0,,PRY
2022,-0.0,0.0,,PRY
2023,-0.0,0.0,,PRY
1948,,,,PSE
1949,,,,PSE
1950,,,,PSE
1951,,,,PSE
1952,,,,PSE
1953,,,,PSE
1954,,,,PSE
1955,,,,PSE
1956,-0.0,0.0,,PSE
1957,-0.0,0.0,,PSE
1958,-0.0,0.0,,PSE
1959,-0.0,0.0,,PSE
1960,-0.0,0.0,,PSE
1961,-0.0,0.0,,PSE
1962,-0.0,0.0,,PSE
1963,-0.0,0.0,,PSE
1964,-0.0,0.0,,PSE
1965,-0.0,0.0,,PSE
1966,-0.0,0.0,,PSE
1967,-0.0,0.0,,PSE
1968,-0.0,0.0,,PSE
1969,-0.0,0.0,,PSE
1970,-0.0,0.0,,PSE
1971,-0.0,0.0,,PSE
1972,-0.0,0.0,,PSE
1973,-0.0,0.0,,PSE
1974,-0.0,0.0,,PSE
1975,-0.0,0.0,,PSE
1976,-0.0,0.0,,PSE
1977,-0.0,0.0,,PSE
1978,-0.0,0.0,,PSE
1979,-0.0,0.0,,PSE
1980,-0.0,0.0,,PSE
1981,-0.0,0.0,,PSE
1982,-0.0,0.0,,PSE
1983,-0.0,0.0,,PSE
1984,-0.0,0.0,,PSE
1985,-0.0,0.0,,PSE
1986,-0.0,0.0,,PSE
1987,-0.0,0.0,,PSE
1988,-0.0,0.0,,PSE
1989,-0.0,0.0,,PSE
1990,-0.0,0.0,,PSE
1991,-0.0,0.0,,PSE
1992,-0.0,0.0,,PSE
1993,-0.0,0.0,,PSE
1994,-0.39999999999999997,1.3333333333333333,0.0,PSE
1995,-0.39999999999999997,1.3333333333333333,0.0,PSE
1996,-0.39999999999999997,1.3333333333333333,0.0,PSE
1997,-0.39999999999999997,1.3333333333333333,0.0,PSE
1998,-0.41191623068720234,1.841269841269841,0.2758620689655171,PSE
1999,-0.5613305289319389,3.333333333333333,0.5523809523809523,PSE
2000,-0.5613305289319389,3.333333333333333,0.5523809523809523,PSE
2001,-0.5613305289319389,3.333333333333333,0.5523809523809523,PSE
2002,-0.5613305289319389,3.333333333333333,0.5523809523809523,PSE
2003,-0.5613305289319389,3.333333333333333,0.5523809523809523,PSE
2004,-0.4565361935754313,1.9999999999999998,0.25396825396825384,PSE
2005,-0.5613305289319389,3.333333333333333,0.5523809523809523,PSE
2006,-0.5613305289319389,3.333333333333333,0.5523809523809523,PSE
2007,-0.5613305289319389,3.333333333333333,0.5523809523809523,PSE
2008,-0.5661929459142205,2.825396825396825,0.4719101123595505,PSE
2009,-0.39999999999999997,1.333333333333333,0.0,PSE
2010,-0.39999999999999997,1.333333333333333,0.0,PSE
2011,-0.39999999999999997,1.333333333333333,0.0,PSE
2012,-0.39999999999999997,1.333333333333333,0.0,PSE
2013,-0.39999999999999997,1.333333333333333,0.0,PSE
2014,-0.39999999999999997,1.333333333333333,0.0,PSE
2015,-0.0,0.0,,PSE
2016,-0.0,0.0,,PSE
2017,-0.0,0.0,,PSE
2018,-0.0,0.0,,PSE
2019,-0.0,0.0,,PSE
2020,-0.0,0.0,,PSE
2021,-0.0,0.0,,PSE
2022,-0.0,0.0,,PSE
2023,-0.0,0.0,,PSE
1948,,,,PYF
1949,,,,PYF
1950,,,,PYF
1951,,,,PYF
1952,,,,PYF
1953,,,,PYF
1954,,,,PYF
1955,,,,PYF
1956,-0.0,0.0,,PYF
1957,-0.0,0.0,,PYF
1958,-0.0,0.0,,PYF
1959,-0.0,0.0,,PYF
1960,-0.0,0.0,,PYF
1961,-0.0,0.0,,PYF
1962,-0.0,0.0,,PYF
1963,-0.0,0.0,,PYF
1964,-0.0,0.0,,PYF
1965,-0.0,0.0,,PYF
1966,-0.0,0.0,,PYF
1967,-0.0,0.0,,PYF
1968,-0.0,0.0,,PYF
1969,-0.0,0.0,,PYF
1970,-0.0,0.0,,PYF
1971,-1.2,4.0,0.0,PYF
1972,-1.2,4.0,0.0,PYF
1973,-1.2,4.0,0.0,PYF
1974,-1.2,4.0,0.0,PYF
1975,-1.2,4.0,0.0,PYF
1976,-1.2,4.0,0.0,PYF
1977,-1.2,4.0,0.0,PYF
1978,-1.2,4.0,0.0,PYF
1979,-1.2,4.0,0.0,PYF
1980,-1.2,4.0,0.0,PYF
1981,-0.0,0.0,,PYF
1982,-0.0,0.0,,PYF
1983,-0.0,0.0,,PYF
1984,-0.0,0.0,,PYF
1985,-0.0,0.0,,PYF
1986,-0.0,0.0,,PYF
1987,-0.0,0.0,,PYF
1988,-0.0,0.0,,PYF
1989,-0.0,0.0,,PYF
1990,-0.0,0.0,,PYF
1991,-0.0,0.0,,PYF
1992,-0.0,0.0,,PYF
1993,-0.0,0.0,,PYF
1994,-0.0,0.0,,PYF
1995,-0.0,0.0,,PYF
1996,-0.0,0.0,,PYF
1997,-0.0,0.0,,PYF
1998,-0.0,0.0,,PYF
1999,-0.0,0.0,,PYF
2000,-0.0,0.0,,PYF
2001,-0.0,0.0,,PYF
2002,-0.0,0.0,,PYF
2003,-0.0,0.0,,PYF
2004,-0.0,0.0,,PYF
2005,-0.0,0.0,,PYF
2006,-0.0,0.0,,PYF
2007,-0.0,0.0,,PYF
2008,-0.0,0.0,,PYF
2009,-0.0,0.0,,PYF
2010,-0.0,0.0,,PYF
2011,-0.0,0.0,,PYF
2012,-0.0,0.0,,PYF
2013,-0.0,0.0,,PYF
2014,-0.0,0.0,,PYF
2015,-0.0,0.0,,PYF
2016,-0.0,0.0,,PYF
2017,-0.0,0.0,,PYF
2018,-0.0,0.0,,PYF
2019,-0.0,0.0,,PYF
2020,-0.0,0.0,,PYF
2021,-0.0,0.0,,PYF
2022,-0.0,0.0,,PYF
2023,-0.0,0.0,,PYF
1948,,,,QAT
1949,,,,QAT
1950,,,,QAT
1951,,,,QAT
1952,,,,QAT
1953,,,,QAT
1954,,,,QAT
1955,,,,QAT
1956,-0.0,0.0,,QAT
1957,-0.0,0.0,,QAT
1958,-0.0,0.0,,QAT
1959,-0.0,0.0,,QAT
1960,-0.0,0.0,,QAT
1961,-0.0,0.0,,QAT
1962,-0.0,0.0,,QAT
1963,-0.0,0.0,,QAT
1964,-0.0,0.0,,QAT
1965,-0.0,0.0,,QAT
1966,-0.0,0.0,,QAT
1967,-0.0,0.0,,QAT
1968,-0.0,0.0,,QAT
1969,-0.0,0.0,,QAT
1970,-0.0,0.0,,QAT
1971,-0.0,0.0,,QAT
1972,-0.0,0.0,,QAT
1973,-0.0,0.0,,QAT
1974,-0.0,0.0,,QAT
1975,-0.0,0.0,,QAT
1976,-0.0,0.0,,QAT
1977,-0.0,0.0,,QAT
1978,-0.0,0.0,,QAT
1979,-0.0,0.0,,QAT
1980,-0.0,0.0,,QAT
1981,-0.0,0.0,,QAT
1982,-0.0,0.0,,QAT
1983,-0.0,0.0,,QAT
1984,-0.0,0.0,,QAT
1985,-0.0,0.0,,QAT
1986,-0.0,0.0,,QAT
1987,-0.0,0.0,,QAT
1988,-0.0,0.0,,QAT
1989,-0.0,0.0,,QAT
1990,-0.0,0.0,,QAT
1991,-0.0,0.0,,QAT
1992,-0.0,0.0,,QAT
1993,-0.0,0.0,,QAT
1994,-0.0,0.0,,QAT
1995,-0.0,0.0,,QAT
1996,-0.0,0.0,,QAT
1997,-0.0,0.0,,QAT
1998,-0.15238095238095237,0.5079365079365079,0.0,QAT
1999,-0.15238095238095237,0.5079365079365079,0.0,QAT
2000,-0.15238095238095237,0.5079365079365079,0.0,QAT
2001,-0.15238095238095237,0.5079365079365079,0.0,QAT
2002,-0.15238095238095237,0.5079365079365079,0.0,QAT
2003,-0.7462157827713389,3.0,0.1693121693121693,QAT
2004,-0.7462157827713389,3.0,0.1693121693121693,QAT
2005,-0.7462157827713389,3.0,0.1693121693121693,QAT
2006,-0.7462157827713389,3.0,0.1693121693121693,QAT
2007,-0.7462157827713389,3.0,0.1693121693121693,QAT
2008,-0.7476190476190476,2.492063492063492,0.0,QAT
2009,-0.8652047936505735,4.246741246741247,0.4131821678620551,QAT
2010,-0.8652047936505735,4.246741246741247,0.4131821678620551,QAT
2011,-0.8652047936505735,4.246741246741247,0.4131821678620551,QAT
2012,-0.8652047936505735,4.246741246741247,0.4131821678620551,QAT
2013,-0.6107144600756892,3.0,0.415107415107415,QAT
2014,-0.6107144600756892,3.0,0.415107415107415,QAT
2015,-0.6107144600756892,3.0,0.415107415107415,QAT
2016,-0.6107144600756892,3.0,0.415107415107415,QAT
2017,-0.6107144600756892,3.0,0.415107415107415,QAT
2018,-0.6107144600756892,3.0,0.415107415107415,QAT
2019,-0.37359667359667353,1.245322245322245,0.0,QAT
2020,-0.37359667359667353,1.245322245322245,0.0,QAT
2021,-0.37359667359667353,1.245322245322245,0.0,QAT
2022,-0.37359667359667353,1.245322245322245,0.0,QAT
2023,-0.0,0.0,,QAT
1948,,,,ROU
1949,,,,ROU
1950,,,,ROU
1951,,,,ROU
1952,,,,ROU
1953,,,,ROU
1954,,,,ROU
1955,,,,ROU
1956,-0.0,0.0,,ROU
1957,-0.0,0.0,,ROU
1958,-0.0,0.0,,ROU
1959,-0.0,0.0,,ROU
1960,-0.0,0.0,,ROU
1961,-0.0,0.0,,ROU
1962,-0.0,0.0,,ROU
1963,-0.0,0.0,,ROU
1964,-0.0,0.0,,ROU
1965,-0.0,0.0,,ROU
1966,-0.0,0.0,,ROU
1967,-0.0,0.0,,ROU
1968,-0.0,0.0,,ROU
1969,-0.0,0.0,,ROU
1970,-0.0,0.0,,ROU
1971,-0.0,0.0,,ROU
1972,-0.0,0.0,,ROU
1973,-0.0,0.0,,ROU
1974,-0.0,0.0,,ROU
1975,-0.0,0.0,,ROU
1976,-0.0,0.0,,ROU
1977,-0.0,0.0,,ROU
1978,-0.0,0.0,,ROU
1979,-0.0,0.0,,ROU
1980,-0.0,0.0,,ROU
1981,-0.0,0.0,,ROU
1982,-0.0,0.0,,ROU
1983,-0.0,0.0,,ROU
1984,-0.0,0.0,,ROU
1985,-0.0,0.0,,ROU
1986,-0.0,0.0,,ROU
1987,-0.0,0.0,,ROU
1988,-0.0,0.0,,ROU
1989,-0.0,0.0,,ROU
1990,-0.0,0.0,,ROU
1991,-0.0,0.0,,ROU
1992,-0.0,0.0,,ROU
1993,-1.439080459770115,4.796934865900384,0.0,ROU
1994,-1.439080459770115,4.796934865900384,0.0,ROU
1995,-1.4360026868590279,5.760927276230928,0.1673328553040221,ROU
1996,-1.4360026868590279,5.760927276230928,0.1673328553040221,ROU
1997,-1.4357922765483044,5.766193365299216,0.16809330488842122,ROU
1998,-1.4340790149045266,5.810350086427796,0.1744155180760305,ROU
1999,-1.4340275634690014,5.811621211375314,0.1745960909305041,ROU
2000,-1.4340275634690014,5.811621211375314,0.1745960909305041,ROU
2001,-1.4340192392211353,5.8118266457102665,0.17462526700774506,ROU
2002,-1.4340192392211353,5.8118266457102665,0.17462526700774506,ROU
2003,-0.2873089079957043,1.02962947950828,0.06374824194921302,ROU
2004,-0.28688707339331493,1.0420679399133528,0.07492364613894631,ROU
2005,-0.013196749351575849,0.07807552958280883,,ROU
2006,-0.013196749351575849,0.07807552958280883,,ROU
2007,-0.047725183462413764,0.2338066347007839,,ROU
2008,-0.04764132724389558,0.18964991357220384,,ROU
2009,-0.047690037773513355,0.1883787886246857,,ROU
2010,-0.047690037773513355,0.1883787886246857,,ROU
2011,-0.04769810321074704,0.18817335428973347,,ROU
2012,-0.04769810321074704,0.18817335428973347,,ROU
2013,-0.04802792854656868,0.17343565459133625,,ROU
2014,-0.04829915825587655,0.16099719418626357,,ROU
2015,-0.04829915825587655,0.16099719418626357,,ROU
2016,-0.04829915825587655,0.16099719418626357,,ROU
2017,-0.0,0.0,,ROU
2018,-0.0,0.0,,ROU
2019,-0.0,0.0,,ROU
2020,-0.0,0.0,,ROU
2021,-0.0,0.0,,ROU
2022,-0.0,0.0,,ROU
2023,-0.0,0.0,,ROU
1948,,,,RUS
1949,,,,RUS
1950,,,,RUS
1951,,,,RUS
1952,,,,RUS
1953,,,,RUS
1954,,,,RUS
1955,,,,RUS
1956,-0.0,0.0,,RUS
1957,-0.0,0.0,,RUS
1958,-0.0,0.0,,RUS
1959,-0.0,0.0,,RUS
1960,-0.0,0.0,,RUS
1961,-0.0,0.0,,RUS
1962,-0.0,0.0,,RUS
1963,-0.0,0.0,,RUS
1964,-0.0,0.0,,RUS
1965,-0.0,0.0,,RUS
1966,-0.0,0.0,,RUS
1967,-0.0,0.0,,RUS
1968,-0.0,0.0,,RUS
1969,-0.0,0.0,,RUS
1970,-0.0,0.0,,RUS
1971,-0.0,0.0,,RUS
1972,-0.0,0.0,,RUS
1973,-0.0,0.0,,RUS
1974,-0.0,0.0,,RUS
1975,-0.0,0.0,,RUS
1976,-0.0,0.0,,RUS
1977,-0.0,0.0,,RUS
1978,-0.0,0.0,,RUS
1979,-0.0,0.0,,RUS
1980,-0.0,0.0,,RUS
1981,-0.0,0.0,,RUS
1982,-0.0,0.0,,RUS
1983,-0.0,0.0,,RUS
1984,-0.0,0.0,,RUS
1985,-0.0,0.0,,RUS
1986,-0.0,0.0,,RUS
1987,-0.0,0.0,,RUS
1988,-0.0,0.0,,RUS
1989,-0.0,0.0,,RUS
1990,-0.0,0.0,,RUS
1991,-0.0,0.0,,RUS
1992,-0.0,0.0,,RUS
1993,-0.3,1.0,0.0,RUS
1994,-0.35584135197649047,1.7586206896551724,0.43137254901960786,RUS
1995,-0.35584135197649047,1.7586206896551724,0.43137254901960786,RUS
1996,-0.35584135197649047,1.7586206896551724,0.43137254901960786,RUS
1997,-0.6451962803598993,3.7586206896551726,0.4678899082568808,RUS
1998,-0.6451962803598993,3.7586206896551726,0.4678899082568808,RUS
1999,-0.6451962803598993,3.7586206896551726,0.4678899082568808,RUS
2000,-0.6451962803598993,3.7586206896551726,0.4678899082568808,RUS
2001,-0.6451962803598993,3.7586206896551726,0.4678899082568808,RUS
2002,-0.6451962803598993,3.7586206896551726,0.4678899082568808,RUS
2003,-0.6176169152341549,2.7586206896551726,0.275,RUS
2004,-0.6701021272014475,3.2413793103448274,0.3829787234042553,RUS
2005,-0.6701021272014475,3.2413793103448274,0.3829787234042553,RUS
2006,-0.6701021272014475,3.2413793103448274,0.3829787234042553,RUS
2007,-0.37241379310344824,1.2413793103448276,2.220446049250313e-16,RUS
2008,-0.37241379310344824,1.2413793103448276,2.220446049250313e-16,RUS
2009,-0.37241379310344824,1.2413793103448276,2.220446049250313e-16,RUS
2010,-0.37241379310344824,1.2413793103448276,2.220446049250313e-16,RUS
2011,-0.37241379310344824,1.2413793103448276,2.220446049250313e-16,RUS
2012,-0.45151350709231436,2.2413793103448274,0.44615384615384623,RUS
2013,-0.45151350709231436,2.2413793103448274,0.44615384615384623,RUS
2014,-0.30000000000000004,1.0000000000000002,2.220446049250313e-16,RUS
2015,-0.30000000000000004,1.0000000000000002,2.220446049250313e-16,RUS
2016,-0.30000000000000004,1.0000000000000002,2.220446049250313e-16,RUS
2017,-0.30000000000000004,1.0000000000000002,2.220446049250313e-16,RUS
2018,-0.30000000000000004,1.0000000000000002,2.220446049250313e-16,RUS
2019,-0.30000000000000004,1.0000000000000002,2.220446049250313e-16,RUS
2020,-0.30000000000000004,1.0000000000000002,2.220446049250313e-16,RUS
2021,-0.30000000000000004,1.0000000000000002,2.220446049250313e-16,RUS
2022,-0.0,0.0,,RUS
2023,-0.0,0.0,,RUS
1948,,,,RWA
1949,,,,RWA
1950,,,,RWA
1951,,,,RWA
1952,,,,RWA
1953,,,,RWA
1954,,,,RWA
1955,,,,RWA
1956,-0.0,0.0,,RWA
1957,-0.0,0.0,,RWA
1958,-0.0,0.0,,RWA
1959,-0.0,0.0,,RWA
1960,-0.0,0.0,,RWA
1961,-0.0,0.0,,RWA
1962,-0.0,0.0,,RWA
1963,-0.0,0.0,,RWA
1964,-0.0,0.0,,RWA
1965,-0.0,0.0,,RWA
1966,-0.0,0.0,,RWA
1967,-0.0,0.0,,RWA
1968,-0.0,0.0,,RWA
1969,-0.0,0.0,,RWA
1970,-0.0,0.0,,RWA
1971,-0.0,0.0,,RWA
1972,-0.0,0.0,,RWA
1973,-0.0,0.0,,RWA
1974,-0.0,0.0,,RWA
1975,-0.0,0.0,,RWA
1976,-0.0,0.0,,RWA
1977,-0.0,0.0,,RWA
1978,-0.0,0.0,,RWA
1979,-0.0,0.0,,RWA
