a,b,number,start,end
DJI,MWI,243,1994,9999
DJI,MUS,243,1994,9999
DJI,MOZ,243,1994,1997
DJI,NAM,243,1994,2000
DJI,RWA,243,1994,9999
DJI,SDN,243,1994,9999
DJI,TZA,243,1994,2004
DJI,UGA,243,1994,9999
DJI,ZMB,243,1994,9999
DJI,ZWE,243,1994,9999
ERI,SWZ,243,1994,9999
ERI,ETH,243,1994,9999
ERI,KEN,243,1994,9999
ERI,LSO,243,1994,1997
ERI,MDG,243,1994,9999
ERI,MWI,243,1994,9999
ERI,MUS,243,1994,9999
ERI,MOZ,243,1994,1997
ERI,NAM,243,1994,2000
ERI,RWA,243,1994,9999
ERI,SDN,243,1994,9999
ERI,TZA,243,1994,2004
ERI,UGA,243,1994,9999
ERI,ZMB,243,1994,9999
ERI,ZWE,243,1994,9999
SWZ,ETH,243,1994,9999
SWZ,KEN,243,1994,9999
SWZ,LSO,243,1994,1997
SWZ,MDG,243,1994,9999
SWZ,MWI,243,1994,9999
SWZ,MUS,243,1994,9999
SWZ,MOZ,243,1994,1997
SWZ,NAM,243,1994,2000
SWZ,RWA,243,1994,9999
SWZ,SDN,243,1994,9999
SWZ,TZA,243,1994,2004
SWZ,UGA,243,1994,9999
SWZ,ZMB,243,1994,9999
SWZ,ZWE,243,1994,9999
ETH,KEN,243,1994,9999
ETH,LSO,243,1994,1997
ETH,MDG,243,1994,9999
ETH,MWI,243,1994,9999
ETH,MUS,243,1994,9999
ETH,MOZ,243,1994,1997
ETH,NAM,243,1994,2000
ETH,RWA,243,1994,9999
ETH,SDN,243,1994,9999
ETH,TZA,243,1994,2004
ETH,UGA,243,1994,9999
ETH,ZMB,243,1994,9999
ETH,ZWE,243,1994,9999
KEN,LSO,243,1994,1997
KEN,MDG,243,1994,9999
KEN,MWI,243,1994,9999
KEN,MUS,243,1994,9999
KEN,MOZ,243,1994,1997
KEN,NAM,243,1994,2000
KEN,RWA,243,1994,9999
KEN,SDN,243,1994,9999
KEN,TZA,243,1994,2004
KEN,UGA,243,1994,9999
KEN,ZMB,243,1994,9999
KEN,ZWE,243,1994,9999
LSO,MDG,243,1994,1997
LSO,MWI,243,1994,1997
LSO,MUS,243,1994,1997
LSO,MOZ,243,1994,1997
LSO,NAM,243,1994,1997
LSO,RWA,243,1994,1997
LSO,SDN,243,1994,1997
LSO,TZA,243,1994,1997
LSO,UGA,243,1994,1997
LSO,ZMB,243,1994,1997
LSO,ZWE,243,1994,1997
MDG,MWI,243,1994,9999
MDG,MUS,243,1994,9999
MDG,MOZ,243,1994,1997
MDG,NAM,243,1994,2000
MDG,RWA,243,1994,9999
MDG,SDN,243,1994,9999
MDG,TZA,243,1994,2004
MDG,UGA,243,1994,9999
MDG,ZMB,243,1994,9999
MDG,ZWE,243,1994,9999
MWI,MUS,243,1994,9999
MWI,MOZ,243,1994,1997
MWI,NAM,243,1994,2000
MWI,RWA,243,1994,9999
MWI,SDN,243,1994,9999
MWI,TZA,243,1994,2004
MWI,UGA,243,1994,9999
MWI,ZMB,243,1994,9999
MWI,ZWE,243,1994,9999
MUS,MOZ,243,1994,1997
MUS,NAM,243,1994,2000
MUS,RWA,243,1994,9999
MUS,SDN,243,1994,9999
MUS,TZA,243,1994,2004
MUS,UGA,243,1994,9999
MUS,ZMB,243,1994,9999
MUS,ZWE,243,1994,9999
MOZ,NAM,243,1994,1997
MOZ,RWA,243,1994,1997
MOZ,SDN,243,1994,1997
MOZ,TZA,243,1994,1997
MOZ,UGA,243,1994,1997
MOZ,ZMB,243,1994,1997
MOZ,ZWE,243,1994,1997
NAM,RWA,243,1994,2000
NAM,SDN,243,1994,2000
NAM,TZA,243,1994,9999
NAM,UGA,243,1994,2000
NAM,ZMB,243,1994,2000
NAM,ZWE,243,1994,2000
RWA,SDN,243,1994,9999
RWA,TZA,243,1994,2004
RWA,UGA,243,1994,9999
RWA,ZMB,243,1994,9999
RWA,ZWE,243,1994,9999
SDN,TZA,243,1994,2004
SDN,UGA,243,1994,9999
SDN,ZMB,243,1994,9999
SDN,ZWE,243,1994,9999
TZA,UGA,243,1994,2004
TZA,ZMB,243,1994,2004
TZA,ZWE,243,1994,2004
UGA,ZMB,243,1994,9999
UGA,ZWE,243,1994,9999
ZMB,ZWE,243,1994,9999
AGO,EGY,243+1,1999,2007
BDI,EGY,243+1,1999,9999
COM,EGY,243+1,1999,9999
COD,EGY,243+1,1999,9999
DJI,EGY,243+1,1999,9999
EGY,ERI,243+1,1999,9999
EGY,SWZ,243+1,1999,9999
EGY,ETH,243+1,1999,9999
EGY,KEN,243+1,1999,9999
EGY,MDG,243+1,1999,9999
EGY,MWI,243+1,1999,9999
EGY,MUS,243+1,1999,9999
EGY,NAM,243+1,1999,2000
EGY,RWA,243+1,1999,9999
EGY,SDN,243+1,1999,9999
EGY,TZA,243+1,1999,2004
EGY,UGA,243+1,1999,9999
EGY,ZMB,243+1,1999,9999
EGY,ZWE,243+1,1999,9999
ARM,AZE,244,1994,9999
ARM,BLR,244,1994,9999
ARM,GEO,244,1994,2009
ARM,KAZ,244,1994,9999
ARM,KGZ,244,1994,9999
ARM,MDA,244,1994,9999
ARM,RUS,244,1994,9999
ARM,TJK,244,1994,9999
ARM,TKM,244,1994,9999
ARM,UKR,244,1994,9999
ARM,UZB,244,1994,9999
AZE,BLR,244,1994,9999
AZE,GEO,244,1994,2009
AZE,KAZ,244,1994,9999
AZE,KGZ,244,1994,9999
AZE,MDA,244,1994,9999
AZE,RUS,244,1994,9999
AZE,TJK,244,1994,9999
AZE,TKM,244,1994,9999
AZE,UKR,244,1994,9999
AZE,UZB,244,1994,9999
BLR,GEO,244,1994,2009
BLR,KAZ,244,1994,9999
BLR,KGZ,244,1994,9999
BLR,MDA,244,1994,9999
BLR,RUS,244,1994,9999
BLR,TJK,244,1994,9999
BLR,TKM,244,1994,9999
BLR,UKR,244,1994,9999
BLR,UZB,244,1994,9999
GEO,KAZ,244,1994,2009
GEO,KGZ,244,1994,2009
GEO,MDA,244,1994,2009
GEO,RUS,244,1994,2009
GEO,TJK,244,1994,2009
GEO,TKM,244,1994,2009
GEO,UKR,244,1994,2009
GEO,UZB,244,1994,2009
KAZ,KGZ,244,1994,9999
KAZ,MDA,244,1994,9999
KAZ,RUS,244,1994,9999
KAZ,TJK,244,1994,9999
KAZ,TKM,244,1994,9999
KAZ,UKR,244,1994,9999
KAZ,UZB,244,1994,9999
KGZ,MDA,244,1994,9999
KGZ,RUS,244,1994,9999
KGZ,TJK,244,1994,9999
KGZ,TKM,244,1994,9999
KGZ,UKR,244,1994,9999
KGZ,UZB,244,1994,9999
MDA,RUS,244,1994,9999
MDA,TJK,244,1994,9999
MDA,TKM,244,1994,9999
MDA,UKR,244,1994,9999
MDA,UZB,244,1994,9999
RUS,TJK,244,1994,9999
RUS,TKM,244,1994,9999
RUS,UKR,244,1994,9999
RUS,UZB,244,1994,9999
TJK,TKM,244,1994,9999
TJK,UKR,244,1994,9999
TJK,UZB,244,1994,9999
TKM,UKR,244,1994,9999
TKM,UZB,244,1994,9999
UKR,UZB,244,1994,9999
CRI,MEX,247,1984,9999
CRI,MEX,248,1995,9999
CRI,NIC,249,1962,9999
CRI,PAN,249,1962,9999
NIC,PAN,249,1962,9999
CRI,PAN,250a,1974,9999
CRI,VEN,251,1986,9999
AUT,CIV,252,2009,9999
BEL,CIV,252,2009,9999
BGR,CIV,252,2009,9999
CIV,CYP,252,2009,9999
CIV,CZE,252,2009,9999
CIV,DNK,252,2009,9999
CIV,EST,252,2009,9999
CIV,FIN,252,2009,9999
CIV,FRA,252,2009,9999
CIV,DEU,252,2009,9999
CIV,GRC,252,2009,9999
CIV,HUN,252,2009,9999
CIV,IRL,252,2009,9999
CIV,ITA,252,2009,9999
CIV,LVA,252,2009,9999
CIV,LTU,252,2009,9999
CIV,LUX,252,2009,9999
CIV,MLT,252,2009,9999
CIV,NLD,252,2009,9999
CIV,POL,252,2009,9999
CIV,PRT,252,2009,9999
CIV,ROU,252,2009,9999
CIV,SVK,252,2009,9999
CIV,SVN,252,2009,9999
CIV,ESP,252,2009,9999
CIV,SWE,252,2009,9999
CIV,GBR,252,2009,2020
AUT,HRV,254,2005,9999
BEL,HRV,254,2005,9999
HRV,DNK,254,2005,9999
HRV,FIN,254,2005,9999
HRV,FRA,254,2005,9999
HRV,DEU,254,2005,9999
HRV,GRC,254,2005,9999
HRV,IRL,254,2005,9999
HRV,ITA,254,2005,9999
HRV,LUX,254,2005,9999
HRV,NLD,254,2005,9999
HRV,PRT,254,2005,9999
HRV,ESP,254,2005,9999
HRV,SWE,254,2005,9999
HRV,GBR,254,2005,9999
HRV,CYP,254+1,2004,9999
HRV,CZE,254+1,2004,9999
HRV,EST,254+1,2004,9999
HRV,HUN,254+1,2004,9999
HRV,LVA,254+1,2004,9999
HRV,LTU,254+1,2004,9999
HRV,MLT,254+1,2004,9999
HRV,POL,254+1,2004,9999
HRV,SVK,254+1,2004,9999
HRV,SVN,254+1,2004,9999
BGR,HRV,254+2,2007,9999
HRV,ROU,254+2,2007,9999
HRV,ISL,255,2002,9999
HRV,LIE,255,2002,9999
HRV,NOR,255,2002,9999
HRV,CHE,255,2002,9999
HRV,HUN,256,2001,9999
HRV,LTU,257,2003,9999
HRV,MKD,258,1997,9999
HRV,MKD,259,2003,9999
HRV,MDA,260,2004,9999
HRV,SRB,261,2004,9999
HRV,SVN,262,1998,9999
HRV,TUR,263,2003,9999
CUB,ECU,265,2001,9999
CUB,GTM,266,2001,9999
ARG,CUB,267,2007,9999
BRA,CUB,267,2007,9999
CUB,PRY,267,2007,9999
CUB,URY,267,2007,9999
CUB,MEX,269a,2001,9999
CUB,PRY,270,2001,9999
CUB,PER,271,1987,9999
CUB,PER,272,1995,9999
CUB,PER,273,2006,9999
CUB,URY,275,2000,9999
CUB,VEN,277,2001,9999
BEL,CYP,278,1973,9999
CYP,DNK,278,1973,9999
CYP,FRA,278,1973,9999
CYP,DEU,278,1973,9999
CYP,IRL,278,1973,9999
CYP,ITA,278,1973,9999
CYP,LUX,278,1973,9999
CYP,NLD,278,1973,9999
CYP,GBR,278,1973,9999
CYP,PRT,278+1,1986,9999
CYP,ESP,278+1,1986,9999
AUT,CYP,278+2,1995,9999
CYP,FIN,278+2,1995,9999
CYP,SWE,278+2,1995,9999
AUT,CZE,279,1992,9999
AUT,SVK,279,1992,9999
CZE,FIN,279,1992,9999
CZE,ISL,279,1992,9999
CZE,LIE,279,1992,9999
CZE,NOR,279,1992,9999
CZE,SWE,279,1992,9999
CZE,CHE,279,1992,9999
FIN,SVK,279,1992,9999
ISL,SVK,279,1992,9999
LIE,SVK,279,1992,9999
NOR,SVK,279,1992,9999
SVK,SWE,279,1992,9999
SVK,CHE,279,1992,9999
BEL,CZE,280,1995,9999
CZE,DNK,280,1995,9999
CZE,FRA,280,1995,9999
CZE,DEU,280,1995,9999
CZE,GRC,280,1995,9999
CZE,IRL,280,1995,9999
CZE,ITA,280,1995,9999
CZE,LUX,280,1995,9999
CZE,NLD,280,1995,9999
CZE,PRT,280,1995,9999
CZE,ESP,280,1995,9999
CZE,GBR,280,1995,9999
AUT,CZE,280+1,1995,9999
CZE,FIN,280+1,1995,9999
CZE,SWE,280+1,1995,9999
CZE,EST,282,1998,9999
CZE,ISR,283,1997,9999
CZE,LVA,284,1997,9999
CZE,LTU,285,1997,9999
CZE,ROU,286,1995,9999
CZE,SVK,287,1993,9999
CZE,SVN,288,1994,9999
CZE,TUR,289,1998,9999
CZE,FIN,290,1975,9999
BGD,EGY,291,2011,9999
BGD,IDN,291,2011,9999
BGD,IRN,291,2011,9999
BGD,MYS,291,2011,9999
BGD,NGA,291,2011,9999
BGD,PAK,291,2011,9999
BGD,TUR,291,2011,9999
EGY,IDN,291,2011,9999
EGY,IRN,291,2011,9999
EGY,MYS,291,2011,9999
EGY,NGA,291,2011,9999
EGY,PAK,291,2011,9999
EGY,TUR,291,2011,9999
IDN,IRN,291,2011,9999
IDN,MYS,291,2011,9999
IDN,NGA,291,2011,9999
IDN,PAK,291,2011,9999
IDN,TUR,291,2011,9999
IRN,MYS,291,2011,9999
IRN,NGA,291,2011,9999
IRN,PAK,291,2011,9999
IRN,TUR,291,2011,9999
MYS,NGA,291,2011,9999
MYS,PAK,291,2011,9999
MYS,TUR,291,2011,9999
NGA,PAK,291,2011,9999
NGA,TUR,291,2011,9999
PAK,TUR,291,2011,9999
DOM,PAN,292,1987,9999
BEL,FRA,293,1958,9999
BEL,DEU,293,1958,9999
BEL,ITA,293,1958,9999
BEL,LUX,293,1958,9999
BEL,NLD,293,1958,9999
FRA,DEU,293,1958,9999
FRA,ITA,293,1958,9999
FRA,LUX,293,1958,9999
FRA,NLD,293,1958,9999
DEU,ITA,293,1958,9999
DEU,LUX,293,1958,9999
DEU,NLD,293,1958,9999
ITA,LUX,293,1958,9999
ITA,NLD,293,1958,9999
LUX,NLD,293,1958,9999
BEL,DNK,293+1,1973,9999
BEL,IRL,293+1,1973,9999
BEL,GBR,293+1,1973,9999
DNK,FRA,293+1,1973,9999
DNK,DEU,293+1,1973,9999
DNK,IRL,293+1,1973,9999
DNK,ITA,293+1,1973,9999
DNK,LUX,293+1,1973,9999
DNK,NLD,293+1,1973,9999
DNK,GBR,293+1,1973,9999
FRA,IRL,293+1,1973,9999
FRA,GBR,293+1,1973,9999
DEU,IRL,293+1,1973,9999
DEU,GBR,293+1,1973,9999
IRL,ITA,293+1,1973,9999
IRL,LUX,293+1,1973,9999
IRL,NLD,293+1,1973,9999
IRL,GBR,293+1,1973,9999
ITA,GBR,293+1,1973,9999
LUX,GBR,293+1,1973,9999
NLD,GBR,293+1,1973,9999
BEL,GRC,293+2,1981,9999
DNK,GRC,293+2,1981,9999
FRA,GRC,293+2,1981,9999
DEU,GRC,293+2,1981,9999
GRC,IRL,293+2,1981,9999
GRC,ITA,293+2,1981,9999
GRC,LUX,293+2,1981,9999
GRC,NLD,293+2,1981,9999
GRC,GBR,293+2,1981,9999
BEL,PRT,293+3,1986,9999
BEL,ESP,293+3,1986,9999
DNK,PRT,293+3,1986,9999
DNK,ESP,293+3,1986,9999
FRA,PRT,293+3,1986,9999
FRA,ESP,293+3,1986,9999
DEU,PRT,293+3,1986,9999
DEU,ESP,293+3,1986,9999
GRC,PRT,293+3,1986,9999
GRC,ESP,293+3,1986,9999
IRL,PRT,293+3,1986,9999
IRL,ESP,293+3,1986,9999
ITA,PRT,293+3,1986,9999
ITA,ESP,293+3,1986,9999
LUX,PRT,293+3,1986,9999
LUX,ESP,293+3,1986,9999
NLD,PRT,293+3,1986,9999
NLD,ESP,293+3,1986,9999
PRT,ESP,293+3,1986,9999
PRT,GBR,293+3,1986,9999
ESP,GBR,293+3,1986,9999
BEL,DNK,343a,1987,9999
BEL,FRA,343a,1987,9999
BEL,DEU,343a,1987,9999
BEL,GRC,343a,1987,9999
BEL,IRL,343a,1987,9999
BEL,ITA,343a,1987,9999
BEL,LUX,343a,1987,9999
BEL,NLD,343a,1987,9999
BEL,PRT,343a,1987,9999
BEL,ESP,343a,1987,9999
BEL,GBR,343a,1987,9999
DNK,FRA,343a,1987,9999
DNK,DEU,343a,1987,9999
DNK,GRC,343a,1987,9999
DNK,IRL,343a,1987,9999
DNK,ITA,343a,1987,9999
DNK,LUX,343a,1987,9999
DNK,NLD,343a,1987,9999
DNK,PRT,343a,1987,9999
DNK,ESP,343a,1987,9999
DNK,GBR,343a,1987,9999
FRA,DEU,343a,1987,9999
FRA,GRC,343a,1987,9999
FRA,IRL,343a,1987,9999
FRA,ITA,343a,1987,9999
FRA,LUX,343a,1987,9999
FRA,NLD,343a,1987,9999
FRA,PRT,343a,1987,9999
FRA,ESP,343a,1987,9999
FRA,GBR,343a,1987,9999
DEU,GRC,343a,1987,9999
DEU,IRL,343a,1987,9999
DEU,ITA,343a,1987,9999
DEU,LUX,343a,1987,9999
DEU,NLD,343a,1987,9999
DEU,PRT,343a,1987,9999
DEU,ESP,343a,1987,9999
DEU,GBR,343a,1987,9999
GRC,IRL,343a,1987,9999
GRC,ITA,343a,1987,9999
GRC,LUX,343a,1987,9999
GRC,NLD,343a,1987,9999
GRC,PRT,343a,1987,9999
GRC,ESP,343a,1987,9999
GRC,GBR,343a,1987,9999
IRL,ITA,343a,1987,9999
IRL,LUX,343a,1987,9999
IRL,NLD,343a,1987,9999
IRL,PRT,343a,1987,9999
IRL,ESP,343a,1987,9999
IRL,GBR,343a,1987,9999
ITA,LUX,343a,1987,9999
ITA,NLD,343a,1987,9999
ITA,PRT,343a,1987,9999
ITA,ESP,343a,1987,9999
ITA,GBR,343a,1987,9999
LUX,NLD,343a,1987,9999
LUX,PRT,343a,1987,9999
LUX,ESP,343a,1987,9999
LUX,GBR,343a,1987,9999
NLD,PRT,343a,1987,9999
NLD,ESP,343a,1987,9999
NLD,GBR,343a,1987,9999
PRT,ESP,343a,1987,9999
PRT,GBR,343a,1987,9999
ESP,GBR,343a,1987,9999
AUT,BEL,300,1999,9999
AUT,DNK,300,1999,9999
AUT,FIN,300,1999,9999
AUT,FRA,300,1999,9999
AUT,DEU,300,1999,9999
AUT,GRC,300,1999,9999
AUT,IRL,300,1999,9999
AUT,ITA,300,1999,9999
AUT,LUX,300,1999,9999
AUT,NLD,300,1999,9999
AUT,PRT,300,1999,9999
AUT,ESP,300,1999,9999
AUT,SWE,300,1999,9999
AUT,GBR,300,1999,9999
BEL,DNK,300,1999,9999
BEL,FIN,300,1999,9999
BEL,FRA,300,1999,9999
BEL,DEU,300,1999,9999
BEL,GRC,300,1999,9999
BEL,IRL,300,1999,9999
BEL,ITA,300,1999,9999
BEL,LUX,300,1999,9999
BEL,NLD,300,1999,9999
BEL,PRT,300,1999,9999
BEL,ESP,300,1999,9999
BEL,SWE,300,1999,9999
BEL,GBR,300,1999,9999
DNK,FIN,300,1999,9999
DNK,FRA,300,1999,9999
DNK,DEU,300,1999,9999
DNK,GRC,300,1999,9999
DNK,IRL,300,1999,9999
DNK,ITA,300,1999,9999
DNK,LUX,300,1999,9999
DNK,NLD,300,1999,9999
DNK,PRT,300,1999,9999
DNK,ESP,300,1999,9999
DNK,SWE,300,1999,9999
DNK,GBR,300,1999,9999
FIN,FRA,300,1999,9999
FIN,DEU,300,1999,9999
FIN,GRC,300,1999,9999
FIN,IRL,300,1999,9999
FIN,ITA,300,1999,9999
FIN,LUX,300,1999,9999
FIN,NLD,300,1999,9999
FIN,PRT,300,1999,9999
FIN,ESP,300,1999,9999
FIN,SWE,300,1999,9999
FIN,GBR,300,1999,9999
FRA,DEU,300,1999,9999
FRA,GRC,300,1999,9999
FRA,IRL,300,1999,9999
FRA,ITA,300,1999,9999
FRA,LUX,300,1999,9999
FRA,NLD,300,1999,9999
FRA,PRT,300,1999,9999
FRA,ESP,300,1999,9999
FRA,SWE,300,1999,9999
FRA,GBR,300,1999,9999
DEU,GRC,300,1999,9999
DEU,IRL,300,1999,9999
DEU,ITA,300,1999,9999
DEU,LUX,300,1999,9999
DEU,NLD,300,1999,9999
DEU,PRT,300,1999,9999
DEU,ESP,300,1999,9999
DEU,SWE,300,1999,9999
DEU,GBR,300,1999,9999
GRC,IRL,300,1999,9999
GRC,ITA,300,1999,9999
GRC,LUX,300,1999,9999
GRC,NLD,300,1999,9999
GRC,PRT,300,1999,9999
GRC,ESP,300,1999,9999
GRC,SWE,300,1999,9999
GRC,GBR,300,1999,9999
IRL,ITA,300,1999,9999
IRL,LUX,300,1999,9999
IRL,NLD,300,1999,9999
IRL,PRT,300,1999,9999
IRL,ESP,300,1999,9999
IRL,SWE,300,1999,9999
IRL,GBR,300,1999,9999
ITA,LUX,300,1999,9999
ITA,NLD,300,1999,9999
ITA,PRT,300,1999,9999
ITA,ESP,300,1999,9999
ITA,SWE,300,1999,9999
ITA,GBR,300,1999,9999
LUX,NLD,300,1999,9999
LUX,PRT,300,1999,9999
LUX,ESP,300,1999,9999
LUX,SWE,300,1999,9999
LUX,GBR,300,1999,9999
NLD,PRT,300,1999,9999
NLD,ESP,300,1999,9999
NLD,SWE,300,1999,9999
NLD,GBR,300,1999,9999
PRT,ESP,300,1999,9999
PRT,SWE,300,1999,9999
PRT,GBR,300,1999,9999
ESP,SWE,300,1999,9999
ESP,GBR,300,1999,9999
SWE,GBR,300,1999,9999
BEL,EGY,302,1978,9999
DNK,EGY,302,1978,9999
EGY,FRA,302,1978,9999
EGY,DEU,302,1978,9999
EGY,IRL,302,1978,9999
EGY,ITA,302,1978,9999
EGY,LUX,302,1978,9999
EGY,NLD,302,1978,9999
EGY,GBR,302,1978,9999
EGY,GRC,302+1,1981,9999
EGY,PRT,302+2,1986,9999
EGY,ESP,302+2,1986,9999
AUT,EGY,302+3,1995,9999
EGY,FIN,302+3,1995,9999
EGY,SWE,302+3,1995,9999
BEL,EGY,303,1973,9999
DNK,EGY,303,1973,9999
EGY,FRA,303,1973,9999
EGY,DEU,303,1973,9999
EGY,IRL,303,1973,9999
EGY,ITA,303,1973,9999
EGY,LUX,303,1973,9999
EGY,NLD,303,1973,9999
EGY,GBR,303,1973,9999
EGY,GBR,1050a,2021,2020
AUT,EGY,304,2004,9999
BEL,EGY,304,2004,9999
DNK,EGY,304,2004,9999
EGY,FIN,304,2004,9999
EGY,FRA,304,2004,9999
EGY,DEU,304,2004,9999
EGY,GRC,304,2004,9999
EGY,IRL,304,2004,9999
EGY,ITA,304,2004,9999
EGY,LUX,304,2004,9999
EGY,NLD,304,2004,9999
EGY,PRT,304,2004,9999
EGY,ESP,304,2004,9999
EGY,SWE,304,2004,9999
EGY,GBR,304,2004,2020
CYP,EGY,304+1,2004,9999
CZE,EGY,304+1,2004,9999
EGY,EST,304+1,2004,9999
EGY,HUN,304+1,2004,9999
EGY,LVA,304+1,2004,9999
EGY,LTU,304+1,2004,9999
EGY,MLT,304+1,2004,9999
EGY,POL,304+1,2004,9999
EGY,SVK,304+1,2004,9999
EGY,SVN,304+1,2004,9999
BGR,EGY,304+2,2007,9999
EGY,ROU,304+2,2007,9999
HRV,EGY,304+3,2013,9999
AUT,EST,305,1995,9999
BEL,EST,305,1995,9999
DNK,EST,305,1995,9999
EST,FIN,305,1995,9999
EST,FRA,305,1995,9999
EST,DEU,305,1995,9999
EST,GRC,305,1995,9999
EST,IRL,305,1995,9999
EST,ITA,305,1995,9999
EST,LUX,305,1995,9999
EST,NLD,305,1995,9999
EST,PRT,305,1995,9999
EST,ESP,305,1995,9999
EST,SWE,305,1995,9999
EST,GBR,305,1995,9999
AUT,EST,306,1998,9999
BEL,EST,306,1998,9999
DNK,EST,306,1998,9999
EST,FIN,306,1998,9999
EST,FRA,306,1998,9999
EST,DEU,306,1998,9999
EST,GRC,306,1998,9999
EST,IRL,306,1998,9999
EST,ITA,306,1998,9999
EST,LUX,306,1998,9999
EST,NLD,306,1998,9999
EST,PRT,306,1998,9999
EST,ESP,306,1998,9999
EST,SWE,306,1998,9999
EST,GBR,306,1998,9999
FRO,GBR,1021a,2021,2020
AUT,FRO,307,1997,9999
BEL,FRO,307,1997,9999
DNK,FRO,307,1997,9999
FRO,FIN,307,1997,9999
FRO,FRA,307,1997,9999
FRO,DEU,307,1997,9999
FRO,GRC,307,1997,9999
FRO,IRL,307,1997,9999
FRO,ITA,307,1997,9999
FRO,LUX,307,1997,9999
FRO,NLD,307,1997,9999
FRO,PRT,307,1997,9999
FRO,ESP,307,1997,9999
FRO,SWE,307,1997,9999
FRO,GBR,307,1997,2020
CYP,FRO,307+1,2004,9999
CZE,FRO,307+1,2004,9999
EST,FRO,307+1,2004,9999
FRO,HUN,307+1,2004,9999
FRO,LVA,307+1,2004,9999
FRO,LTU,307+1,2004,9999
FRO,MLT,307+1,2004,9999
FRO,POL,307+1,2004,9999
FRO,SVK,307+1,2004,9999
FRO,SVN,307+1,2004,9999
BGR,FRO,307+2,2007,9999
FRO,ROU,307+2,2007,9999
HRV,FRO,307+3,2013,9999
BEL,FRO,308,1992,9999
DNK,FRO,308,1992,9999
FRO,FRA,308,1992,9999
FRO,DEU,308,1992,9999
FRO,GRC,308,1992,9999
FRO,IRL,308,1992,9999
FRO,ITA,308,1992,9999
FRO,LUX,308,1992,9999
FRO,NLD,308,1992,9999
FRO,PRT,308,1992,9999
FRO,ESP,308,1992,9999
FRO,GBR,308,1992,9999
AUT,FRO,308+1,1995,9999
FRO,FIN,308+1,1995,9999
FRO,SWE,308+1,1995,9999
BEL,FIN,309,1974,9999
DNK,FIN,309,1974,9999
FIN,FRA,309,1974,9999
FIN,DEU,309,1974,9999
FIN,IRL,309,1974,9999
FIN,ITA,309,1974,9999
FIN,LUX,309,1974,9999
FIN,NLD,309,1974,9999
FIN,GBR,309,1974,9999
FIN,PRT,309+1,1986,9999
FIN,ESP,309+1,1986,9999
BEL,GRC,310a,1975,9999
DNK,GRC,310a,1975,9999
FRA,GRC,310a,1975,9999
DEU,GRC,310a,1975,9999
GRC,IRL,310a,1975,9999
GRC,ITA,310a,1975,9999
GRC,LUX,310a,1975,9999
GRC,NLD,310a,1975,9999
GRC,GBR,310a,1975,9999
BEL,GRC,311,1962,9999
FRA,GRC,311,1962,9999
DEU,GRC,311,1962,9999
GRC,ITA,311,1962,9999
GRC,LUX,311,1962,9999
GRC,NLD,311,1962,9999
BEL,HUN,312,1994,9999
DNK,HUN,312,1994,9999
FRA,HUN,312,1994,9999
DEU,HUN,312,1994,9999
GRC,HUN,312,1994,9999
HUN,IRL,312,1994,9999
HUN,ITA,312,1994,9999
HUN,LUX,312,1994,9999
HUN,NLD,312,1994,9999
HUN,PRT,312,1994,9999
HUN,ESP,312,1994,9999
HUN,GBR,312,1994,9999
AUT,HUN,312+1,1995,9999
FIN,HUN,312+1,1995,9999
HUN,SWE,312+1,1995,9999
BEL,ISL,313,1973,9999
DNK,ISL,313,1973,9999
FRA,ISL,313,1973,9999
DEU,ISL,313,1973,9999
ISL,IRL,313,1973,9999
ISL,ITA,313,1973,9999
ISL,LUX,313,1973,9999
ISL,NLD,313,1973,9999
ISL,GBR,313,1973,9999
ISL,PRT,313+1,1986,9999
ISL,ESP,313+1,1986,9999
BEL,ISR,314,1970,9999
FRA,ISR,314,1970,9999
DEU,ISR,314,1970,9999
ISR,ITA,314,1970,9999
ISR,LUX,314,1970,9999
ISR,NLD,314,1970,9999
BEL,ISR,315,1975,9999
DNK,ISR,315,1975,9999
FRA,ISR,315,1975,9999
DEU,ISR,315,1975,9999
IRL,ISR,315,1975,9999
ISR,ITA,315,1975,9999
ISR,LUX,315,1975,9999
ISR,NLD,315,1975,9999
ISR,GBR,315,1975,9999
ISR,PRT,315+1,1986,9999
ISR,ESP,315+1,1986,9999
AUT,ISR,315+2,1995,9999
FIN,ISR,315+2,1995,9999
ISR,SWE,315+2,1995,9999
ISR,GBR,1024a,2021,2020
AUT,ISR,316,2000,9999
BEL,ISR,316,2000,9999
DNK,ISR,316,2000,9999
FIN,ISR,316,2000,9999
FRA,ISR,316,2000,9999
DEU,ISR,316,2000,9999
GRC,ISR,316,2000,9999
IRL,ISR,316,2000,9999
ISR,ITA,316,2000,9999
ISR,LUX,316,2000,9999
ISR,NLD,316,2000,9999
ISR,PRT,316,2000,9999
ISR,ESP,316,2000,9999
ISR,SWE,316,2000,9999
ISR,GBR,316,2000,2020
CYP,ISR,316+1,2004,9999
CZE,ISR,316+1,2004,9999
EST,ISR,316+1,2004,9999
HUN,ISR,316+1,2004,9999
ISR,LVA,316+1,2004,9999
ISR,LTU,316+1,2004,9999
ISR,MLT,316+1,2004,9999
ISR,POL,316+1,2004,9999
ISR,SVK,316+1,2004,9999
ISR,SVN,316+1,2004,9999
BGR,ISR,316+2,2007,9999
ISR,ROU,316+2,2007,9999
HRV,ISR,316+3,2013,9999
