ISO3,year,D_pend
VUT,1991,0.0
WLF,1991,0.0
WSM,1991,0.0
YEM,1991,0.5079365079365079
YUG,1991,0.0
ZAF,1991,0.0
ZMB,1991,0.18311533888228304
ZWE,1991,0.18311533888228304
ABW,1992,0.0
AGO,1992,0.18311533888228304
AIA,1992,0.0
AND,1992,0.0
ARE,1992,0.5079365079365079
ARG,1992,0.0
ARM,1992,0.999999999999
ATG,1992,0.24993701184177342
AUS,1992,0.0
AUT,1992,0.0
AZE,1992,0.999999999999
BDI,1992,0.18311533888228304
BEL,1992,0.0
BEN,1992,0.7586206896551724
BFA,1992,0.7586206896551724
BGD,1992,0.0
BGR,1992,0.0
BHR,1992,0.5079365079365079
BHS,1992,0.5079365079365075
BLR,1992,0.999999999999
BLZ,1992,0.5079365079365079
BMU,1992,0.0
BOL,1992,0.0
BRA,1992,0.0
BRB,1992,0.5079365079365079
BRN,1992,0.0
BTN,1992,0.0
BWA,1992,0.09010437310080588
CAF,1992,0.7586206896551722
CAN,1992,4.3539823008806025
CHE,1992,0.0
CHL,1992,0.0
CIV,1992,0.7586206896551724
CMR,1992,0.7586206896551722
COD,1992,0.18311533888228304
COG,1992,0.7586206896551722
COK,1992,0.0
COL,1992,0.0
COM,1992,0.18311533888228304
CPV,1992,0.7586206896551724
CRI,1992,0.0
CUB,1992,0.0
CYM,1992,0.0
CYP,1992,0.0
CZE,1992,4.002816231421032
DEU,1992,0.0
DJI,1992,0.691051846818791
DMA,1992,0.24993701184177342
DNK,1992,0.0
DOM,1992,0.0
DZA,1992,1.2665571975916803
ECU,1992,0.0
EGY,1992,0.09038328380471372
ESH,1992,0.7586206896551724
ESP,1992,1.000088900582341e-12
EST,1992,0.7578735197782818
ETH,1992,0.18311533888228304
FIN,1992,0.0
FJI,1992,0.0
FRA,1992,0.0
FRO,1992,3.372921890682309
FSM,1992,0.0
GAB,1992,0.7586206896551722
GBR,1992,0.0
GHA,1992,0.7586206896551724
GIN,1992,0.7586206896551724
GMB,1992,0.7586206896551724
GNB,1992,0.7586206896551724
GNQ,1992,0.7586206896551722
GRC,1992,0.0
GRD,1992,0.24993701184177342
GRL,1992,0.0
GTM,1992,0.0
GUY,1992,0.5079365079365079
HND,1992,0.0
HTI,1992,0.0
HUN,1992,4.2493133963991445
IDN,1992,0.0
IND,1992,0.0
IRL,1992,0.0
IRN,1992,0.0
IRQ,1992,0.5079365079365079
ISL,1992,0.0
ISR,1992,2.999378523327323e-12
ITA,1992,0.0
JAM,1992,0.5079365079365079
JOR,1992,0.5079365079365079
KAZ,1992,0.0
KEN,1992,0.04420025421296536
KGZ,1992,0.999999999999
KIR,1992,0.0
KNA,1992,0.24993701184177342
KOR,1992,0.0
KWT,1992,0.5079365079365079
LAO,1992,0.0
LBN,1992,0.5079365079365079
LBR,1992,0.7586206896551724
LBY,1992,1.2665571975916803
LCA,1992,0.24993701184177342
LIE,1992,1.9841905896100798e-12
LKA,1992,0.0
LSO,1992,0.09010437310080588
LTU,1992,0.7578735197782818
LUX,1992,0.0
LVA,1992,0.8808583986210592
MAR,1992,0.5079365079365079
MCO,1992,0.0
MDG,1992,0.18311533888228304
MEX,1992,3.984126984123492
MHL,1992,0.0
MLI,1992,0.7586206896551724
MLT,1992,0.0
MOZ,1992,0.18311533888228304
MRT,1992,1.2665571975916803
MSR,1992,0.24993701184177386
MUS,1992,0.18311533888228304
MWI,1992,0.18311533888228304
MYS,1992,0.0
NAM,1992,1.7586206896541725
NCL,1992,0.0
NER,1992,0.7586206896551724
NGA,1992,0.7586206896551724
NIC,1992,0.0
NIU,1992,0.0
NLD,1992,0.0
NOR,1992,0.0
NPL,1992,0.0
NRU,1992,0.0
NZL,1992,0.0
OMN,1992,0.5079365079365079
PAK,1992,0.0
PAN,1992,0.0
PCN,1992,0.0
PER,1992,0.0
PHL,1992,0.0
PNG,1992,0.0
POL,1992,4.51374969329785
PRK,1992,0.0
PRT,1992,1.000088900582341e-12
PRY,1992,0.0
PSE,1992,0.5079365079365079
PYF,1992,0.0
QAT,1992,0.5079365079365079
ROU,1992,1.0158730158730158
RUS,1992,1.0
RWA,1992,0.18311533888228304
SAU,1992,0.5079365079365079
SDN,1992,1.2665571975916803
SEN,1992,0.7586206896551724
SGP,1992,0.0
SLB,1992,0.0
SLE,1992,0.7586206896551724
SLV,1992,0.0
SMR,1992,0.0
SOM,1992,0.691051846818791
SPM,1992,0.0
SRB,1992,0.0
STP,1992,0.7586206896551722
SVK,1992,3.345040711839613
SWE,1992,0.0
SWZ,1992,0.09010437310080588
SYC,1992,0.18311533888228304
SYR,1992,0.5079365079365079
TCA,1992,0.0
TCD,1992,0.7586206896551722
TGO,1992,0.7586206896551724
THA,1992,0.0
TJK,1992,0.999999999999
TKM,1992,0.999999999999
TON,1992,0.0
TTO,1992,0.5079365079365079
TUN,1992,1.2665571975916803
TUR,1992,0.0
TUV,1992,0.0
TZA,1992,0.04420025421296536
UGA,1992,0.04420025421296536
UKR,1992,0.999999999999
URY,1992,0.0
USA,1992,0.1769911504464785
UZB,1992,0.999999999999
VCT,1992,0.24993701184177342
VEN,1992,0.7578735197782817
VNM,1992,0.0
VUT,1992,0.0
WLF,1992,0.0
WSM,1992,0.0
YEM,1992,0.5079365079365079
YUG,1992,0.0
ZAF,1992,0.0
ZMB,1992,0.18311533888228304
ZWE,1992,1.1831153388812832
ABW,1993,0.0
AGO,1993,2.2413793103427695
AIA,1993,0.0
AND,1993,0.0
ARE,1993,0.5079365079365079
ARG,1993,0.0
ARM,1993,9.999778782798785e-13
ATG,1993,0.0
AUS,1993,0.0
AUT,1993,0.0
AZE,1993,0.0
BDI,1993,1.4827586206883554
BEL,1993,0.0
BEN,1993,0.7586206896551724
BFA,1993,0.7586206896551724
BGD,1993,0.0
BGR,1993,0.0
BHR,1993,0.5079365079365079
BHS,1993,0.0
BLR,1993,9.999778782798785e-13
BLZ,1993,0.0
BMU,1993,0.0
BOL,1993,0.0
BRA,1993,0.0
BRB,1993,0.0
BRN,1993,0.0
BTN,1993,0.0
BWA,1993,0.09010437310080588
CAF,1993,0.7586206896551722
CAN,1993,4.3539823008806025
CHE,1993,0.0
CHL,1993,0.0173058121277192
CIV,1993,0.7586206896551724
CMR,1993,0.7586206896551722
COD,1993,1.4827586206883554
COG,1993,0.7586206896551722
COK,1993,0.0
COL,1993,0.12260536398467448
COM,1993,2.2413793103427695
CPV,1993,0.7586206896551724
CRI,1993,0.0
CUB,1993,0.0
CYM,1993,0.0
CYP,1993,0.0
CZE,1993,0.6603529218690971
DEU,1993,0.0
DJI,1993,2.2413793103432775
DMA,1993,0.0
DNK,1993,0.0
DOM,1993,0.0
DZA,1993,1.2665571975916803
ECU,1993,0.0
EGY,1993,0.09038328380471372
ERI,1993,2.999999999997
ESH,1993,0.7586206896551724
ESP,1993,5.861977570020827e-14
EST,1993,1.2219258641444375
ETH,1993,2.2413793103427695
FIN,1993,0.0
FJI,1993,0.0
FRA,1993,0.0
FRO,1993,0.0
FSM,1993,0.0
GAB,1993,0.7586206896551722
GBR,1993,0.0
GHA,1993,0.7586206896551724
GIN,1993,0.7586206896551724
GMB,1993,0.7586206896551724
GNB,1993,0.7586206896551724
GNQ,1993,0.7586206896551722
GRC,1993,0.0
GRD,1993,0.0
GRL,1993,0.0
GTM,1993,0.0
GUY,1993,0.0
HND,1993,0.0
HTI,1993,0.0
HUN,1993,3.339987162354129
IDN,1993,0.0
IND,1993,0.0
IRL,1993,0.0
IRN,1993,0.0
IRQ,1993,0.5079365079365079
ISL,1993,0.0
ISR,1993,0.0
ITA,1993,0.0
JAM,1993,0.0
JOR,1993,0.5079365079365079
KAZ,1993,0.0
KEN,1993,1.2996432818061168
KGZ,1993,0.0
KHM,1993,0.0
KIR,1993,0.0
KNA,1993,0.0
KOR,1993,0.0
KWT,1993,0.5079365079365079
LAO,1993,0.0
LBN,1993,0.5079365079365079
LBR,1993,0.7586206896551724
LBY,1993,1.2665571975916803
LCA,1993,0.0
LIE,1993,1.4974688156144111e-12
LKA,1993,0.0
LSO,1993,2.1187739463581248
LTU,1993,0.3729218906845513
LUX,1993,0.0
LVA,1993,0.31045338079615625
MAR,1993,0.5079365079365079
MCO,1993,0.0
MDA,1993,9.999778782798785e-13
MDG,1993,2.2413793103427695
MDV,1993,0.0
MEX,1993,3.984126984123492
MHL,1993,0.0
MLI,1993,0.7586206896551724
MLT,1993,0.0
MMR,1993,0.0
MOZ,1993,2.2413793103427695
MRT,1993,0.7586206896556802
MSR,1993,0.0
MUS,1993,2.2413793103427695
MWI,1993,2.2413793103427695
MYS,1993,0.0
NAM,1993,2.9999999999977587
NCL,1993,0.0
NER,1993,0.7586206896551724
NGA,1993,0.7586206896551724
NIC,1993,0.0
NIU,1993,0.0
NLD,1993,0.0
NOR,1993,0.0
NPL,1993,0.0
NRU,1993,0.0
NZL,1993,0.0
OMN,1993,0.5079365079365079
PAK,1993,0.0
PAN,1993,0.5079365079365079
PCN,1993,0.0
PER,1993,0.0
PHL,1993,0.0
PNG,1993,0.0
POL,1993,3.1245871317214955
PRK,1993,0.0
PRT,1993,5.861977570020827e-14
PRY,1993,0.0
PSE,1993,0.5079365079365079
PYF,1993,0.0
QAT,1993,0.5079365079365079
ROU,1993,0.0
RUS,1993,0.0
RWA,1993,1.4827586206883554
SAU,1993,0.5079365079365079
SDN,1993,2.9999999999982667
SEN,1993,0.7586206896551724
SGP,1993,0.0
SLB,1993,0.0
SLE,1993,0.7586206896551724
SLV,1993,0.0
SMR,1993,0.0
SOM,1993,0.691051846818791
SPM,1993,0.0
SRB,1993,0.0
STP,1993,0.7586206896551722
SVK,1993,0.7946220704806315
SVN,1993,0.7578735197782817
SWE,1993,0.0
SWZ,1993,2.1187739463581248
SYC,1993,0.18311533888228304
SYR,1993,0.5079365079365079
TCA,1993,0.0
TCD,1993,0.7586206896551722
TGO,1993,0.7586206896551724
THA,1993,0.0
TJK,1993,0.0
TKM,1993,0.0
TON,1993,0.0
TTO,1993,0.0
TUN,1993,1.2665571975916803
TUR,1993,0.0
TUV,1993,0.0
TZA,1993,1.2996432818061168
UGA,1993,1.2996432818061168
UKR,1993,0.999999999999
URY,1993,0.0
USA,1993,0.1769911504464785
UZB,1993,0.0
VCT,1993,0.0
VEN,1993,1.2722180973339845
VNM,1993,0.0
VUT,1993,0.0
WLF,1993,0.0
WSM,1993,0.0
YEM,1993,0.5079365079365079
YUG,1993,0.0
ZAF,1993,0.0
ZMB,1993,2.2413793103427695
ZWE,1993,2.241379310342769
ABW,1994,0.0
AGO,1994,0.0
AIA,1994,0.0
AND,1994,0.0
ARE,1994,0.5079365079365079
ARG,1994,0.0
ARM,1994,0.0
ATG,1994,0.12298487884277787
AUS,1994,0.0
AUT,1994,0.0
AZE,1994,0.0
BDI,1994,0.0
BEL,1994,0.0
BEN,1994,0.0
BFA,1994,0.0
BGD,1994,0.0
BGR,1994,0.7648711500215724
BHR,1994,0.5079365079365079
BHS,1994,0.24993701184177386
BLR,1994,0.0
BLZ,1994,0.24993701184177342
BMU,1994,0.0
BOL,1994,2.761374563990498
BRA,1994,0.0
BRB,1994,0.24993701184177342
BRN,1994,0.0
BTN,1994,0.0
BWA,1994,0.0
CAF,1994,0.2413793103445867
CAN,1994,0.0
CHE,1994,0.0
CHL,1994,0.003062975597826867
CIV,1994,0.0
CMR,1994,0.2413793103445867
COD,1994,0.0
COG,1994,0.2413793103445867
COK,1994,0.0
COL,1994,2.917344343424406
COM,1994,0.0
CPV,1994,0.0
CRI,1994,3.911494252873564
CUB,1994,0.0
CYM,1994,0.0
CYP,1994,0.12298487884277753
CZE,1994,0.8064932429688483
DEU,1994,0.0
DJI,1994,5.080380560684716e-13
DMA,1994,0.12298487884277787
DNK,1994,0.0
DOM,1994,0.0
DZA,1994,0.5079365079365079
ECU,1994,0.0
EGY,1994,0.014607399402781995
ERI,1994,0.0
ESH,1994,0.0
ESP,1994,0.0
EST,1994,0.8490039734598862
ETH,1994,0.0
FIN,1994,0.0
FJI,1994,0.0
FRA,1994,0.0
FRO,1994,0.06051636895438284
FSM,1994,0.0
GAB,1994,0.2413793103445867
GBR,1994,0.0
GEO,1994,0.0
GHA,1994,0.0
GIN,1994,0.0
GMB,1994,0.0
GNB,1994,0.0
GNQ,1994,0.2413793103445867
GRC,1994,0.0
GRD,1994,0.12298487884277787
GRL,1994,0.0
GTM,1994,0.0
GUY,1994,0.24993701184177342
HND,1994,0.0
HTI,1994,0.0
HUN,1994,0.5920752405201357
IDN,1994,0.0
IND,1994,0.0
IRL,1994,0.0
IRN,1994,0.0
IRQ,1994,0.5079365079365079
ISL,1994,0.0
ISR,1994,0.0
ITA,1994,0.0
JAM,1994,0.24993701184177342
JOR,1994,0.5079365079365079
KAZ,1994,0.0
KEN,1994,0.0
KGZ,1994,9.99866855977416e-13
KHM,1994,0.0
KIR,1994,0.0
KNA,1994,0.12298487884277787
KOR,1994,0.0
KWT,1994,0.5079365079365079
LAO,1994,0.0
LBN,1994,0.5079365079365079
LBR,1994,0.0
LBY,1994,0.5079365079365079
LCA,1994,0.12298487884277787
LIE,1994,0.0
LKA,1994,0.0
LSO,1994,0.0
LTU,1994,0.9210634418428447
LUX,1994,0.0
LVA,1994,0.8712579346503002
MAR,1994,0.5079365079365079
MCO,1994,0.0
MDA,1994,1.2256862191861728e-13
MDG,1994,0.0
MDV,1994,0.0
MEX,1994,2.9816149549333204e-12
MHL,1994,0.0
MLI,1994,0.0
MLT,1994,0.0
MMR,1994,0.0
MOZ,1994,0.0
MRT,1994,5.080380560684716e-13
MSR,1994,0.12298487884277787
MUS,1994,0.0
MWI,1994,0.0
MYS,1994,0.0
NAM,1994,0.0
NCL,1994,0.0
NER,1994,0.0
NGA,1994,0.0
NIC,1994,0.0
NIU,1994,0.0
NLD,1994,0.0
NOR,1994,0.0
NPL,1994,0.0
NRU,1994,0.0
NZL,1994,0.0
OMN,1994,0.5079365079365079
PAK,1994,0.0
PAN,1994,0.5079365079365079
PCN,1994,0.0
PER,1994,0.0
PHL,1994,0.0
PNG,1994,0.0
POL,1994,0.7542106869672578
PRK,1994,0.0
PRT,1994,0.0
PRY,1994,0.0
PSE,1994,0.5079365079365077
PYF,1994,0.0
QAT,1994,0.5079365079365079
ROU,1994,0.963992410330544
RUS,1994,0.0
RWA,1994,0.0
SAU,1994,0.5079365079365079
SDN,1994,5.080380560684716e-13
SEN,1994,0.0
SGP,1994,0.0
SLB,1994,0.0
SLE,1994,0.0
SLV,1994,0.0
SMR,1994,0.0
SOM,1994,0.5079365079365079
SPM,1994,0.0
SRB,1994,0.0
STP,1994,0.0
SUR,1994,0.0
SVK,1994,0.9787162608985254
SVN,1994,0.12298487884277753
SWE,1994,0.0
SWZ,1994,0.0
SYC,1994,0.0
SYR,1994,0.5079365079365079
TCA,1994,0.0
TCD,1994,0.2413793103445867
TGO,1994,0.0
THA,1994,0.0
TJK,1994,0.0
TKM,1994,0.0
TON,1994,0.0
TTO,1994,0.24993701184177342
TUN,1994,0.5079365079365079
TUR,1994,0.0
TUV,1994,0.0
TZA,1994,0.0
UGA,1994,0.0
UKR,1994,1.000088900582341e-12
URY,1994,0.0
USA,1994,0.0
UZB,1994,0.0
VCT,1994,0.12298487884277787
VEN,1994,4.097113641150726
VNM,1994,0.0
VUT,1994,0.0
WLF,1994,0.0
WSM,1994,0.0
YEM,1994,0.5079365079365079
YUG,1994,0.0
ZAF,1994,0.0
ZMB,1994,0.0
ZWE,1994,0.0
ABW,1995,0.0
AGO,1995,0.0
AIA,1995,0.0
AND,1995,0.0
ARE,1995,0.5079365079365079
ARG,1995,0.0
ARM,1995,0.0
ATG,1995,0.0
AUS,1995,0.0
AUT,1995,0.0
AZE,1995,9.99866855977416e-13
BDI,1995,0.0
BEL,1995,0.0
BEN,1995,0.0
BFA,1995,0.0
BGD,1995,0.0
BGR,1995,0.00523794658463661
BHR,1995,0.5079365079365079
BHS,1995,0.0
BLR,1995,0.0
BLZ,1995,0.0
BMU,1995,0.0
BOL,1995,0.0
BRA,1995,0.0
BRB,1995,0.0
BRN,1995,0.0
BTN,1995,0.0
BWA,1995,0.0
CAF,1995,0.2413793103445867
CAN,1995,0.0
CHE,1995,0.0
CHL,1995,0.0
CIV,1995,0.0
CMR,1995,0.2413793103445867
COD,1995,0.0
COG,1995,0.2413793103445867
COK,1995,0.0
COL,1995,0.0
COM,1995,0.0
CPV,1995,0.0
CRI,1995,0.0
CUB,1995,0.0
CYM,1995,0.0
CYP,1995,0.0
CZE,1995,0.0005311061078829837
DEU,1995,0.0
DJI,1995,5.080380560684716e-13
DMA,1995,0.0
DNK,1995,0.0
DOM,1995,0.0
DZA,1995,0.5079365079365079
ECU,1995,0.0
EGY,1995,0.0
ERI,1995,0.0
ESH,1995,0.0
ESP,1995,0.0
EST,1995,2.1635802438941445
ETH,1995,0.0
FIN,1995,0.0
FJI,1995,0.0
FRA,1995,0.0
FRO,1995,0.0
FSM,1995,0.0
GAB,1995,0.2413793103445867
GBR,1995,0.0
GEO,1995,0.0
GHA,1995,0.0
GIN,1995,0.0
GMB,1995,0.0
GNB,1995,0.0
GNQ,1995,0.2413793103445867
GRC,1995,0.0
GRD,1995,0.0
GRL,1995,0.0
GTM,1995,0.0
GUY,1995,0.0
HND,1995,0.0
HTI,1995,0.0
HUN,1995,0.0006813166712538177
IDN,1995,0.0
IND,1995,0.0
IRL,1995,0.0
IRN,1995,0.0
IRQ,1995,0.5079365079365079
ISL,1995,0.0
ISR,1995,1.000088900582341e-12
ITA,1995,0.0
JAM,1995,0.0
JOR,1995,0.5079365079365079
KAZ,1995,0.0
KEN,1995,0.0
KGZ,1995,0.0
KHM,1995,0.0
KIR,1995,0.0
KNA,1995,0.0
KOR,1995,0.0
KWT,1995,0.5079365079365079
LAO,1995,0.0
LBN,1995,0.5079365079365079
LBR,1995,0.0
LBY,1995,0.5079365079365079
LCA,1995,0.0
LIE,1995,0.0
LKA,1995,0.0
LSO,1995,0.0
LTU,1995,2.2733017570545613
LUX,1995,0.0
LVA,1995,2.072983506998964
MAR,1995,0.5079365079365079
MCO,1995,0.0
MDA,1995,0.0
MDG,1995,0.0
MDV,1995,0.0
MEX,1995,0.0
MHL,1995,0.0
MLI,1995,0.0
MLT,1995,0.0
MMR,1995,0.0
MOZ,1995,0.0
MRT,1995,5.080380560684716e-13
MSR,1995,0.0
MUS,1995,0.0
MWI,1995,0.0
MYS,1995,0.0
NAM,1995,0.0
NCL,1995,0.0
NER,1995,0.0
NGA,1995,0.0
NIC,1995,0.0
NIU,1995,0.0
NLD,1995,0.0
NOR,1995,0.0
NPL,1995,0.0
NRU,1995,0.0
NZL,1995,0.0
OMN,1995,0.5079365079365079
PAK,1995,0.0
PAN,1995,0.0
PCN,1995,0.0
PER,1995,0.0
PHL,1995,0.0
PNG,1995,0.0
POL,1995,0.005249838622995995
PRK,1995,0.0
PRT,1995,0.0
PRY,1995,0.0
PSE,1995,0.5079365079365077
PYF,1995,0.0
QAT,1995,0.5079365079365079
ROU,1995,0.0
RUS,1995,0.0
RWA,1995,0.0
SAU,1995,0.5079365079365079
SDN,1995,5.080380560684716e-13
SEN,1995,0.0
SGP,1995,0.0
SLB,1995,0.0
SLE,1995,0.0
SLV,1995,0.0
SMR,1995,0.0
SOM,1995,0.5079365079365079
SPM,1995,0.0
SRB,1995,0.0
STP,1995,0.0
SUR,1995,0.0
SVK,1995,0.0002613379261005022
SVN,1995,0.02181665471148264
SWE,1995,0.0
SWZ,1995,0.0
SYC,1995,0.0
SYR,1995,0.5079365079365079
TCA,1995,0.0
TCD,1995,0.2413793103445867
TGO,1995,0.0
THA,1995,0.0
TJK,1995,0.0
TKM,1995,0.0
TON,1995,0.0
TTO,1995,0.0
TUN,1995,2.999999999997508
TUR,1995,1.0000000000000582
TUV,1995,0.0
TZA,1995,0.0
UGA,1995,0.0
UKR,1995,0.5079365079365075
URY,1995,0.0
USA,1995,0.0
UZB,1995,0.0
VCT,1995,0.0
VEN,1995,0.0
VNM,1995,0.0
VUT,1995,0.0
WLF,1995,0.0
WSM,1995,0.0
YEM,1995,0.5079365079365079
YUG,1995,0.0
ZAF,1995,0.0
ZMB,1995,0.0
ZWE,1995,0.0
ABW,1996,0.0
AGO,1996,0.0
AIA,1996,0.0
AND,1996,0.0
ARE,1996,0.5079365079365079
ARG,1996,2.7355895326763857e-13
ARM,1996,0.0
ATG,1996,0.0
AUS,1996,0.0
AUT,1996,0.0
AZE,1996,0.0
BDI,1996,0.0
BEL,1996,0.0
BEN,1996,0.0
BFA,1996,0.0
BGD,1996,0.0
BGR,1996,0.002577402287678332
BHR,1996,0.5079365079365079
BHS,1996,0.0
BLR,1996,0.0
BLZ,1996,0.0
BMU,1996,0.0
BOL,1996,0.016387898383901423
BRA,1996,5.488942633746774e-13
BRB,1996,0.0
BRN,1996,0.0
BTN,1996,0.0
BWA,1996,2.028669573257319
CAF,1996,0.2413793103445867
CAN,1996,2.353672812205332e-12
CHE,1996,0.0
CHL,1996,1.1257465150092325
CIV,1996,0.0
CMR,1996,0.2413793103445867
COD,1996,0.0
COG,1996,0.2413793103445867
COK,1996,0.0
COL,1996,5.329070518200751e-15
COM,1996,0.0
CPV,1996,0.0
CRI,1996,0.0
CUB,1996,0.0
CYM,1996,0.0
CYP,1996,0.0
CZE,1996,0.0005996223020865443
DEU,1996,0.0
DJI,1996,5.080380560684716e-13
DMA,1996,0.0
DNK,1996,0.0
DOM,1996,0.0
DZA,1996,0.5079365079365079
ECU,1996,0.03251011635567824
EGY,1996,0.0
ERI,1996,0.0
ESH,1996,0.0
ESP,1996,0.0
EST,1996,1.0970201585260169
ETH,1996,0.0
FIN,1996,0.0
FJI,1996,0.0
FRA,1996,0.0
FRO,1996,1.000088900582341e-12
FSM,1996,0.0
GAB,1996,0.2413793103445867
GBR,1996,0.0
GEO,1996,0.0
GHA,1996,0.0
GIN,1996,0.0
GMB,1996,0.0
GNB,1996,0.0
GNQ,1996,0.2413793103445867
GRC,1996,0.0
GRD,1996,0.0
GRL,1996,0.0
GTM,1996,0.0
GUY,1996,0.0
HND,1996,0.0
HTI,1996,0.0
HUN,1996,0.0006813166712538177
IDN,1996,0.0
IND,1996,0.0
IRL,1996,0.0
IRN,1996,0.0
IRQ,1996,0.5079365079365079
ISL,1996,0.0
ISR,1996,0.3333333333343189
ITA,1996,0.0
JAM,1996,0.0
JOR,1996,0.5079365079365079
KAZ,1996,0.0
KEN,1996,0.0
KGZ,1996,0.0
KHM,1996,0.0
KIR,1996,0.0
KNA,1996,0.0
KOR,1996,0.0
KWT,1996,0.5079365079365079
LAO,1996,0.0
LBN,1996,0.5079365079365079
LBR,1996,0.0
LBY,1996,0.5079365079365079
LCA,1996,0.0
LIE,1996,0.0
LKA,1996,0.0
LSO,1996,1.9999999999980282
LTU,1996,2.1797876907015703
LUX,1996,0.0
LVA,1996,1.6745241563902216
MAR,1996,2.9999999999975078
MCO,1996,0.0
MDA,1996,0.0
MDG,1996,0.0
MDV,1996,0.0
MEX,1996,0.0
MHL,1996,0.0
MKD,1996,0.0
MLI,1996,0.0
MLT,1996,0.0
MMR,1996,0.0
MOZ,1996,1.999999999998058
MRT,1996,5.080380560684716e-13
MSR,1996,0.0
MUS,1996,1.999999999998058
MWI,1996,1.999999999998058
MYS,1996,0.0
NAM,1996,1.0000000000002411
NCL,1996,0.0
NER,1996,0.0
NGA,1996,0.0
NIC,1996,0.0
NIU,1996,0.0
NLD,1996,0.0
NOR,1996,0.0
NPL,1996,0.0
NRU,1996,0.0
NZL,1996,0.0
OMN,1996,0.5079365079365079
PAK,1996,0.0
PAN,1996,0.0
PCN,1996,0.0
PER,1996,0.7586206896551726
PHL,1996,0.0
PNG,1996,0.0
POL,1996,0.045206088396843036
PRK,1996,0.0
PRT,1996,0.0
PRY,1996,2.708944180085382e-13
PSE,1996,0.5079365079365077
PYF,1996,0.0
QAT,1996,0.5079365079365079
ROU,1996,0.0
RUS,1996,0.0
RWA,1996,0.0
SAU,1996,0.5079365079365079
SDN,1996,5.080380560684716e-13
SEN,1996,0.0
SGP,1996,0.0
SLB,1996,0.0
SLE,1996,0.0
SLV,1996,0.0
SMR,1996,0.0
SOM,1996,0.5079365079365079
SPM,1996,0.0
SRB,1996,0.0
STP,1996,0.0
SUR,1996,0.0
SVK,1996,0.00014491422477380667
SVN,1996,1.7234935809284866
SWE,1996,0.0
SWZ,1996,1.9999999999980282
SYC,1996,0.0
SYR,1996,0.5079365079365079
TCA,1996,0.0
TCD,1996,0.2413793103445867
TGO,1996,0.0
THA,1996,0.0
TJK,1996,0.0
TKM,1996,0.0
TON,1996,0.0
TTO,1996,0.0
TUN,1996,2.999999999997508
TUR,1996,1.9999999999979998
TUV,1996,0.0
TZA,1996,1.0582639714615008
UGA,1996,0.0
UKR,1996,0.0
URY,1996,4.556355293061642e-13
USA,1996,0.0
UZB,1996,0.0
VCT,1996,0.0
VEN,1996,0.003987727370030392
VNM,1996,0.0
VUT,1996,0.0
WLF,1996,0.0
WSM,1996,0.0
YEM,1996,0.5079365079365079
YUG,1996,0.0
ZAF,1996,2.492063492061
ZMB,1996,1.999999999998058
ZWE,1996,1.0000000000000582
ABW,1997,0.0
AGO,1997,0.0
AIA,1997,0.0
AND,1997,0.0
ARE,1997,0.5079365079365079
ARG,1997,1.8198775819655566e-12
ARM,1997,0.0
ATG,1997,0.0
AUS,1997,0.0
AUT,1997,0.0
AZE,1997,0.0
BDI,1997,0.0
BEL,1997,0.0
BEN,1997,0.0
BFA,1997,0.0
BGD,1997,0.0
BGR,1997,0.0
BHR,1997,0.5079365079365079
BHS,1997,0.0
BLR,1997,0.0
BLZ,1997,0.0
BMU,1997,0.0
BOL,1997,0.093697216566345
BRA,1997,1.908695423935569e-12
BRB,1997,0.0
BRN,1997,0.0
BTN,1997,0.0
BWA,1997,2.028669573257319
CAF,1997,0.2413793103445867
CAN,1997,0.0
CHE,1997,0.0
CHL,1997,0.0
CIV,1997,0.0
CMR,1997,0.2413793103445867
COD,1997,0.0
COG,1997,0.2413793103445867
COK,1997,0.0
COL,1997,9.414691248821327e-14
COM,1997,0.0
CPV,1997,0.0
CRI,1997,0.0
CUB,1997,0.0
CYM,1997,0.0
CYP,1997,0.0
CZE,1997,5.8699426297437185e-06
DEU,1997,0.0
DJI,1997,5.080380560684716e-13
DMA,1997,0.0
DNK,1997,0.0
DOM,1997,0.0
DZA,1997,0.5079365079365079
ECU,1997,0.7664679591203356
EGY,1997,0.0
ERI,1997,0.0
ESH,1997,0.0
ESP,1997,0.0
EST,1997,1.1175114978468046
ETH,1997,0.0
FIN,1997,0.0
FJI,1997,0.0
FRA,1997,0.0
FRO,1997,0.029777895834695922
FSM,1997,0.0
GAB,1997,0.2413793103445867
GBR,1997,0.0
GEO,1997,0.0
GHA,1997,0.0
GIN,1997,0.0
GMB,1997,0.0
GNB,1997,0.0
GNQ,1997,0.2413793103445867
GRC,1997,0.0
GRD,1997,0.0
GRL,1997,0.0
GTM,1997,0.0
GUY,1997,0.0
HND,1997,0.0
HRV,1997,0.3732895457033387
HTI,1997,0.0
HUN,1997,0.5240521724650016
IDN,1997,0.0
IND,1997,0.0
IRL,1997,0.0
IRN,1997,0.0
IRQ,1997,0.5079365079365079
ISL,1997,0.0
ISR,1997,1.2434497875801753e-14
ITA,1997,0.0
JAM,1997,0.0
JOR,1997,2.9999999999975078
KAZ,1997,0.0
KEN,1997,0.0
KGZ,1997,0.0
KHM,1997,0.0
KIR,1997,0.0
KNA,1997,0.0
KOR,1997,0.0
KWT,1997,0.5079365079365079
LAO,1997,0.0
LBN,1997,0.5079365079365079
LBR,1997,0.0
LBY,1997,0.5079365079365079
LCA,1997,0.0
LIE,1997,0.0
