ISO3,year,kaopen,ka_open,P_ka,P_strat,P_manuf,P_total,P_select,P_screen,P_interp
ESP,1974,-1.2538762,0.16243199,0.83756804,,,,,,
ESP,1975,-1.2538762,0.16243199,0.83756804,,,,,,
ESP,1976,-1.2538762,0.16243199,0.83756804,,,,,,
ESP,1977,-0.17476626,0.41813296,0.58186704,,,,,,
ESP,1978,-0.17476626,0.41813296,0.58186704,,,,,,
ESP,1979,-0.17476626,0.41813296,0.58186704,,,,,,
ESP,1980,-0.17476626,0.41813296,0.58186704,,,,,,
ESP,1981,-0.17476626,0.41813296,0.58186704,,,,,,
ESP,1982,-0.17476626,0.41813296,0.58186704,,,,,,
ESP,1983,-0.17476626,0.41813296,0.58186704,,,,,,
ESP,1984,-0.17476626,0.41813296,0.58186704,,,,,,
ESP,1985,-0.17476626,0.41813296,0.58186704,,,,,,
ESP,1986,-0.17476626,0.41813296,0.58186704,,,,,,
ESP,1987,-0.17476626,0.41813296,0.58186704,,,,,,
ESP,1988,-0.17476626,0.41813296,0.58186704,,,,,,
ESP,1989,-0.17476626,0.41813296,0.58186704,,,,,,
ESP,1990,-0.17476626,0.41813296,0.58186704,,,,,,
ESP,1991,-0.17476626,0.41813296,0.58186704,,,,,,
ESP,1992,-0.17476626,0.41813296,0.58186704,,,,,,
ESP,1993,1.0219685,0.7017058,0.2982942,,,,,,
ESP,1994,1.2737408,0.76136464,0.23863536,,,,,,
ESP,1995,1.5255132,0.82102346,0.17897654,,,,,,
ESP,1996,1.7772856,0.8806823,0.11931771,,,,,,
ESP,1997,2.029058,0.9403412,0.059658825,0.10700000000000001,0.0,0.036,0.10700000000000001,0.0,0.0
ESP,1998,2.2808304,1.0,0.0,0.10700000000000001,0.0,0.036,0.10700000000000001,0.0,1.0
ESP,1999,2.2808304,1.0,0.0,0.10700000000000001,0.0,0.036,0.10700000000000001,0.0,1.0
ESP,2000,2.2808304,1.0,0.0,0.10700000000000001,0.0,0.036,0.10700000000000001,0.0,1.0
ESP,2001,2.2808304,1.0,0.0,0.10700000000000001,0.0,0.036,0.10700000000000001,0.0,1.0
ESP,2002,2.2808304,1.0,0.0,0.10700000000000001,0.0,0.036,0.10700000000000001,0.0,1.0
ESP,2003,2.2808304,1.0,0.0,0.10700000000000001,0.0,0.036,0.10700000000000001,0.0,0.0
ESP,2004,2.2808304,1.0,0.0,0.10700000000000001,0.0,0.036,0.10700000000000001,0.0,1.0
ESP,2005,2.2808304,1.0,0.0,0.10700000000000001,0.0,0.036,0.10700000000000001,0.0,1.0
ESP,2006,2.2808304,1.0,0.0,0.10700000000000001,0.0,0.036,0.10700000000000001,0.0,0.0
ESP,2007,2.2808304,1.0,0.0,0.09535,0.0,0.03225,0.09535,0.0,1.0
ESP,2008,2.2808304,1.0,0.0,0.0837,0.0,0.028499999999999998,0.0837,0.0,1.0
ESP,2009,2.2808304,1.0,0.0,0.07205,0.0,0.02475,0.07205,0.0,1.0
ESP,2010,2.2808304,1.0,0.0,0.060399999999999995,0.0,0.021,0.060399999999999995,0.0,0.0
ESP,2011,2.2808304,1.0,0.0,0.060399999999999995,0.0,0.021,0.060399999999999995,0.0,0.0
ESP,2012,2.2808304,1.0,0.0,0.060399999999999995,0.0,0.021,0.060399999999999995,0.0,0.0
ESP,2013,2.2808304,1.0,0.0,0.060399999999999995,0.0,0.021,0.060399999999999995,0.0,0.0
ESP,2014,2.2808304,1.0,0.0,0.060399999999999995,0.0,0.021,0.060399999999999995,0.0,0.0
ESP,2015,2.2808304,1.0,0.0,0.060399999999999995,0.0,0.021,0.060399999999999995,0.0,0.0
ESP,2016,2.2808304,1.0,0.0,0.060399999999999995,0.0,0.021,0.060399999999999995,0.0,0.0
ESP,2017,2.2808304,1.0,0.0,0.060399999999999995,0.0,0.021,0.060399999999999995,0.0,0.0
ESP,2018,2.2808304,1.0,0.0,0.060399999999999995,0.0,0.021,0.060399999999999995,0.0,0.0
ESP,2019,2.2808304,1.0,0.0,0.060399999999999995,0.0,0.021,0.060399999999999995,0.0,0.0
ESP,2020,2.2808304,1.0,0.0,0.060399999999999995,0.0,0.021,0.060399999999999995,0.0,0.0
ESP,2021,2.2808304,1.0,0.0,,,,,,
ESP,2022,2.2808304,1.0,0.0,,,,,,
ESP,2023,2.2808304,1.0,0.0,,,,,,
EST,1970,,,,,,,,,
EST,1971,,,,,,,,,
EST,1972,,,,,,,,,
EST,1973,,,,,,,,,
EST,1974,,,,,,,,,
EST,1975,,,,,,,,,
EST,1976,,,,,,,,,
EST,1977,,,,,,,,,
EST,1978,,,,,,,,,
EST,1979,,,,,,,,,
EST,1980,,,,,,,,,
EST,1981,,,,,,,,,
EST,1982,,,,,,,,,
EST,1983,,,,,,,,,
EST,1984,,,,,,,,,
EST,1985,,,,,,,,,
EST,1986,,,,,,,,,
EST,1987,,,,,,,,,
EST,1988,,,,,,,,,
EST,1989,,,,,,,,,
EST,1990,,,,,,,,,
EST,1991,,,,,,,,,
EST,1992,,,,,,,,,
EST,1993,,,,,,,,,
EST,1994,,,,,,,,,
EST,1995,,,,,,,,,
EST,1996,1.7772856,0.8806823,0.11931771,,,,,,
EST,1997,2.029058,0.9403412,0.059658825,0.137,0.0,0.076,0.137,0.036,0.0
EST,1998,2.2808304,1.0,0.0,0.12393333333333334,0.0,0.06983333333333333,0.12393333333333334,0.03,1.0
EST,1999,2.2808304,1.0,0.0,0.11086666666666668,0.0,0.06366666666666666,0.11086666666666668,0.024,1.0
EST,2000,2.2808304,1.0,0.0,0.09780000000000001,0.0,0.057499999999999996,0.09780000000000001,0.018,1.0
EST,2001,2.2808304,1.0,0.0,0.08473333333333335,0.0,0.05133333333333333,0.08473333333333335,0.012,1.0
EST,2002,2.2808304,1.0,0.0,0.07166666666666668,0.0,0.04516666666666666,0.07166666666666668,0.006000000000000002,1.0
EST,2003,2.2808304,1.0,0.0,0.058600000000000006,0.0,0.039,0.058600000000000006,0.0,0.0
EST,2004,2.2808304,1.0,0.0,0.05246666666666667,0.0,0.03766666666666667,0.05246666666666667,0.0,1.0
EST,2005,2.2808304,1.0,0.0,0.04633333333333334,0.0,0.036333333333333336,0.04633333333333334,0.0,1.0
EST,2006,2.2808304,1.0,0.0,0.0402,0.0,0.035,0.0402,0.0,0.0
EST,2007,2.2808304,1.0,0.0,0.03775,0.0,0.034,0.03775,0.0,1.0
EST,2008,2.2808304,1.0,0.0,0.0353,0.0,0.033,0.0353,0.0,1.0
EST,2009,2.2808304,1.0,0.0,0.03285,0.0,0.032,0.03285,0.0,1.0
EST,2010,2.2808304,1.0,0.0,0.0304,0.0,0.031,0.0304,0.0,0.0
EST,2011,2.2808304,1.0,0.0,0.0304,0.0,0.018,0.0304,0.0,0.0
EST,2012,2.2808304,1.0,0.0,0.0304,0.0,0.018,0.0304,0.0,0.0
EST,2013,2.2808304,1.0,0.0,0.0304,0.0,0.018,0.0304,0.0,0.0
EST,2014,2.2808304,1.0,0.0,0.0304,0.0,0.018,0.0304,0.0,0.0
EST,2015,2.2808304,1.0,0.0,0.0304,0.0,0.018,0.0304,0.0,0.0
EST,2016,2.2808304,1.0,0.0,0.0304,0.0,0.018,0.0304,0.0,0.0
EST,2017,2.2808304,1.0,0.0,0.0304,0.0,0.018,0.0304,0.0,0.0
EST,2018,2.2808304,1.0,0.0,0.0304,0.0,0.018,0.0304,0.0,0.0
EST,2019,2.2808304,1.0,0.0,0.0304,0.0,0.018,0.0304,0.0,0.0
EST,2020,2.2808304,1.0,0.0,0.0304,0.0,0.018,0.0304,0.0,0.0
EST,2021,2.2808304,1.0,0.0,,,,,,
EST,2022,2.2808304,1.0,0.0,,,,,,
EST,2023,2.2808304,1.0,0.0,,,,,,
ETH,1970,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1971,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1972,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1973,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1974,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1975,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1976,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1977,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1978,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1979,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1980,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1981,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1982,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1983,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1984,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1985,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1986,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1987,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1988,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1989,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1990,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1991,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1992,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1993,-1.9393721,0.0,1.0,,,,,,
ETH,1994,-1.9393721,0.0,1.0,,,,,,
ETH,1995,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1996,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1997,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1998,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,1999,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,2000,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,2001,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,2002,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,2003,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,2004,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,2005,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,2006,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,2007,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,2008,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,2009,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,2010,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,2011,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,2012,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,2013,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,2014,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,2015,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,2016,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,2017,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,2018,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,2019,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,2020,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,2021,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,2022,-1.2538762,0.16243199,0.83756804,,,,,,
ETH,2023,-1.2538762,0.16243199,0.83756804,,,,,,
FIN,1970,-1.2538762,0.16243199,0.83756804,,,,,,
FIN,1971,-0.17476626,0.41813296,0.58186704,,,,,,
FIN,1972,-0.17476626,0.41813296,0.58186704,,,,,,
FIN,1973,-0.17476626,0.41813296,0.58186704,,,,,,
FIN,1974,-0.17476626,0.41813296,0.58186704,,,,,,
FIN,1975,-0.17476626,0.41813296,0.58186704,,,,,,
FIN,1976,1.0219685,0.7017058,0.2982942,,,,,,
FIN,1977,1.0219685,0.7017058,0.2982942,,,,,,
FIN,1978,1.0219685,0.7017058,0.2982942,,,,,,
FIN,1979,1.0219685,0.7017058,0.2982942,,,,,,
FIN,1980,1.0219685,0.7017058,0.2982942,,,,,,
FIN,1981,1.0219685,0.7017058,0.2982942,,,,,,
FIN,1982,1.0219685,0.7017058,0.2982942,,,,,,
FIN,1983,1.0219685,0.7017058,0.2982942,,,,,,
FIN,1984,1.0219685,0.7017058,0.2982942,,,,,,
FIN,1985,1.0219685,0.7017058,0.2982942,,,,,,
FIN,1986,1.0219685,0.7017058,0.2982942,,,,,,
FIN,1987,1.0219685,0.7017058,0.2982942,,,,,,
FIN,1988,1.0219685,0.7017058,0.2982942,,,,,,
FIN,1989,1.0219685,0.7017058,0.2982942,,,,,,
FIN,1990,1.0219685,0.7017058,0.2982942,,,,,,
FIN,1991,1.2737408,0.76136464,0.23863536,,,,,,
FIN,1992,1.5255132,0.82102346,0.17897654,,,,,,
FIN,1993,1.7772856,0.8806823,0.11931771,,,,,,
FIN,1994,2.029058,0.9403412,0.059658825,,,,,,
FIN,1995,2.2808304,1.0,0.0,,,,,,
FIN,1996,2.2808304,1.0,0.0,,,,,,
FIN,1997,2.2808304,1.0,0.0,0.2504,0.15,0.178,0.10040000000000002,0.0,0.0
FIN,1998,2.2808304,1.0,0.0,0.2504,0.15,0.178,0.10040000000000002,0.0,1.0
FIN,1999,2.2808304,1.0,0.0,0.2504,0.15,0.178,0.10040000000000002,0.0,1.0
FIN,2000,2.2808304,1.0,0.0,0.2504,0.15,0.178,0.10040000000000002,0.0,1.0
FIN,2001,2.2808304,1.0,0.0,0.2504,0.15,0.178,0.10040000000000002,0.0,1.0
FIN,2002,2.2808304,1.0,0.0,0.2504,0.15,0.178,0.10040000000000002,0.0,1.0
FIN,2003,2.2808304,1.0,0.0,0.2504,0.15,0.178,0.10040000000000002,0.0,0.0
FIN,2004,2.2808304,1.0,0.0,0.20993333333333333,0.10666666666666666,0.13699999999999998,0.10326666666666667,0.0,1.0
FIN,2005,2.2808304,1.0,0.0,0.16946666666666665,0.06333333333333332,0.09599999999999999,0.10613333333333334,0.0,1.0
FIN,2006,2.2808304,1.0,0.0,0.129,0.02,0.055,0.109,0.0,0.0
FIN,2007,2.2808304,1.0,0.0,0.10700000000000001,0.01725,0.046,0.08975,0.0,1.0
FIN,2008,2.2808304,1.0,0.0,0.085,0.014499999999999999,0.037,0.07050000000000001,0.0,1.0
FIN,2009,2.2808304,1.0,0.0,0.063,0.01175,0.027999999999999997,0.051250000000000004,0.0,1.0
FIN,2010,2.2808304,1.0,0.0,0.041,0.009,0.019,0.032,0.0,0.0
FIN,2011,2.2808304,1.0,0.0,0.041,0.009,0.019,0.032,0.0,0.0
FIN,2012,2.2808304,1.0,0.0,0.041,0.009,0.019,0.032,0.0,0.0
FIN,2013,2.2808304,1.0,0.0,0.041,0.009,0.019,0.032,0.0,0.0
FIN,2014,2.2808304,1.0,0.0,0.041,0.009,0.019,0.032,0.0,0.0
FIN,2015,2.2808304,1.0,0.0,0.041,0.009,0.019,0.032,0.0,0.0
FIN,2016,2.2808304,1.0,0.0,0.041,0.009,0.019,0.032,0.0,0.0
FIN,2017,2.2808304,1.0,0.0,0.041,0.009,0.019,0.032,0.0,0.0
FIN,2018,2.2808304,1.0,0.0,0.041,0.009,0.019,0.032,0.0,0.0
FIN,2019,2.2808304,1.0,0.0,0.041,0.009,0.019,0.032,0.0,0.0
FIN,2020,2.2808304,1.0,0.0,0.041,0.009,0.019,0.032,0.0,0.0
FIN,2021,2.2808304,1.0,0.0,,,,,,
FIN,2022,2.2808304,1.0,0.0,,,,,,
FIN,2023,2.2808304,1.0,0.0,,,,,,
FJI,1970,,,,,,,,,
FJI,1971,,,,,,,,,
FJI,1972,,,,,,,,,
FJI,1973,,,,,,,,,
FJI,1974,,,,,,,,,
FJI,1975,-0.17476626,0.41813296,0.58186704,,,,,,
FJI,1976,-0.17476626,0.41813296,0.58186704,,,,,,
FJI,1977,-0.17476626,0.41813296,0.58186704,,,,,,
FJI,1978,-0.17476626,0.41813296,0.58186704,,,,,,
FJI,1979,-0.17476626,0.41813296,0.58186704,,,,,,
FJI,1980,-0.17476626,0.41813296,0.58186704,,,,,,
FJI,1981,-0.17476626,0.41813296,0.58186704,,,,,,
FJI,1982,-0.17476626,0.41813296,0.58186704,,,,,,
FJI,1983,-0.17476626,0.41813296,0.58186704,,,,,,
FJI,1984,-0.17476626,0.41813296,0.58186704,,,,,,
FJI,1985,-0.17476626,0.41813296,0.58186704,,,,,,
FJI,1986,-0.17476626,0.41813296,0.58186704,,,,,,
FJI,1987,-0.17476626,0.41813296,0.58186704,,,,,,
FJI,1988,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,1989,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,1990,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,1991,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,1992,-0.17476626,0.41813296,0.58186704,,,,,,
FJI,1993,-0.17476626,0.41813296,0.58186704,,,,,,
FJI,1994,-0.17476626,0.41813296,0.58186704,,,,,,
FJI,1995,-0.17476626,0.41813296,0.58186704,,,,,,
FJI,1996,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,1997,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,1998,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,1999,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,2000,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,2001,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,2002,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,2003,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,2004,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,2005,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,2006,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,2007,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,2008,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,2009,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,2010,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,2011,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,2012,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,2013,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,2014,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,2015,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,2016,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,2017,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,2018,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,2019,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,2020,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,2021,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,2022,-1.2538762,0.16243199,0.83756804,,,,,,
FJI,2023,-1.2538762,0.16243199,0.83756804,,,,,,
FRA,1970,-1.4358273,0.11931769,0.8806823,,,,,,
FRA,1971,-0.6084897,0.31535983,0.68464017,,,,,,
FRA,1972,-0.86026204,0.255701,0.744299,,,,,,
FRA,1973,-0.86026204,0.255701,0.744299,,,,,,
FRA,1974,-0.17476626,0.41813296,0.58186704,,,,,,
FRA,1975,-0.17476626,0.41813296,0.58186704,,,,,,
FRA,1976,-0.17476626,0.41813296,0.58186704,,,,,,
FRA,1977,-0.17476626,0.41813296,0.58186704,,,,,,
FRA,1978,-0.17476626,0.41813296,0.58186704,,,,,,
FRA,1979,-0.17476626,0.41813296,0.58186704,,,,,,
FRA,1980,-0.17476626,0.41813296,0.58186704,,,,,,
FRA,1981,-0.17476626,0.41813296,0.58186704,,,,,,
FRA,1982,-1.2538762,0.16243199,0.83756804,,,,,,
FRA,1983,-0.17476626,0.41813296,0.58186704,,,,,,
FRA,1984,-0.17476626,0.41813296,0.58186704,,,,,,
FRA,1985,-0.17476626,0.41813296,0.58186704,,,,,,
FRA,1986,-0.17476626,0.41813296,0.58186704,,,,,,
FRA,1987,-0.17476626,0.41813296,0.58186704,,,,,,
FRA,1988,-0.17476626,0.41813296,0.58186704,,,,,,
FRA,1989,-0.17476626,0.41813296,0.58186704,,,,,,
FRA,1990,0.07700613,0.47779182,0.5222082,,,,,,
FRA,1991,0.32877854,0.5374507,0.46254933,,,,,,
FRA,1992,0.5805509,0.5971095,0.4028905,,,,,,
FRA,1993,2.029058,0.9403412,0.059658825,,,,,,
FRA,1994,2.2808304,1.0,0.0,,,,,,
FRA,1995,2.2808304,1.0,0.0,,,,,,
FRA,1996,2.2808304,1.0,0.0,,,,,,
FRA,1997,2.2808304,1.0,0.0,0.0954,0.0,0.055,0.0954,0.0,0.0
FRA,1998,2.2808304,1.0,0.0,0.0954,0.0,0.055,0.0954,0.0,1.0
FRA,1999,2.2808304,1.0,0.0,0.0954,0.0,0.055,0.0954,0.0,1.0
FRA,2000,2.2808304,1.0,0.0,0.0954,0.0,0.055,0.0954,0.0,1.0
FRA,2001,2.2808304,1.0,0.0,0.0954,0.0,0.055,0.0954,0.0,1.0
FRA,2002,2.2808304,1.0,0.0,0.0954,0.0,0.055,0.0954,0.0,1.0
FRA,2003,2.2808304,1.0,0.0,0.0954,0.0,0.055,0.0954,0.0,0.0
FRA,2004,2.2808304,1.0,0.0,0.0804,0.0,0.051666666666666666,0.0804,0.0,1.0
FRA,2005,2.2808304,1.0,0.0,0.0654,0.0,0.04833333333333333,0.0654,0.0,1.0
FRA,2006,2.2808304,1.0,0.0,0.0504,0.0,0.045,0.0504,0.0,0.0
FRA,2007,2.2808304,1.0,0.0,0.0504,0.0,0.045,0.0504,0.0,1.0
FRA,2008,2.2808304,1.0,0.0,0.0504,0.0,0.045,0.0504,0.0,1.0
FRA,2009,2.2808304,1.0,0.0,0.0504,0.0,0.045,0.0504,0.0,1.0
FRA,2010,2.2808304,1.0,0.0,0.0504,0.0,0.045,0.0504,0.0,0.0
FRA,2011,2.2808304,1.0,0.0,0.0504,0.0,0.045,0.0504,0.0,0.0
FRA,2012,2.2808304,1.0,0.0,0.0504,0.0,0.045,0.0504,0.0,0.0
FRA,2013,2.2808304,1.0,0.0,0.0504,0.0,0.045,0.0504,0.0,0.0
FRA,2014,2.2808304,1.0,0.0,0.0504,0.0,0.045,0.0504,0.0,0.0
FRA,2015,2.2808304,1.0,0.0,0.0504,0.0,0.045,0.0504,0.0,0.0
FRA,2016,2.2808304,1.0,0.0,0.0504,0.0,0.045,0.0504,0.0,0.0
FRA,2017,2.2808304,1.0,0.0,0.0504,0.0,0.045,0.0504,0.0,0.0
FRA,2018,2.2808304,1.0,0.0,0.0504,0.0,0.045,0.0504,0.0,0.0
FRA,2019,2.2808304,1.0,0.0,0.0504,0.0,0.045,0.0504,0.0,0.0
FRA,2020,2.2808304,1.0,0.0,0.0504,0.0,0.045,0.0504,0.0,0.0
FRA,2021,2.2808304,1.0,0.0,,,,,,
FRA,2022,2.2808304,1.0,0.0,,,,,,
FRA,2023,2.2808304,1.0,0.0,,,,,,
FSM,1970,,,,,,,,,
FSM,1971,,,,,,,,,
FSM,1972,,,,,,,,,
FSM,1973,,,,,,,,,
FSM,1974,,,,,,,,,
FSM,1975,,,,,,,,,
FSM,1976,,,,,,,,,
FSM,1977,,,,,,,,,
FSM,1978,,,,,,,,,
FSM,1979,,,,,,,,,
FSM,1980,,,,,,,,,
FSM,1981,,,,,,,,,
FSM,1982,,,,,,,,,
FSM,1983,,,,,,,,,
FSM,1984,,,,,,,,,
FSM,1985,,,,,,,,,
FSM,1986,,,,,,,,,
FSM,1987,,,,,,,,,
FSM,1988,,,,,,,,,
FSM,1989,,,,,,,,,
FSM,1990,,,,,,,,,
FSM,1991,,,,,,,,,
FSM,1992,,,,,,,,,
FSM,1993,,,,,,,,,
FSM,1994,,,,,,,,,
FSM,1995,,,,,,,,,
FSM,1996,2.029058,0.9403412,0.059658825,,,,,,
FSM,1997,1.7772856,0.8806823,0.11931771,,,,,,
FSM,1998,1.5255132,0.82102346,0.17897654,,,,,,
FSM,1999,1.2737408,0.76136464,0.23863536,,,,,,
FSM,2000,1.0219685,0.7017058,0.2982942,,,,,,
FSM,2001,1.2737408,0.76136464,0.23863536,,,,,,
FSM,2002,1.5255132,0.82102346,0.17897654,,,,,,
FSM,2003,1.7772856,0.8806823,0.11931771,,,,,,
FSM,2004,2.029058,0.9403412,0.059658825,,,,,,
FSM,2005,2.2808304,1.0,0.0,,,,,,
FSM,2006,2.2808304,1.0,0.0,,,,,,
FSM,2007,2.2808304,1.0,0.0,,,,,,
FSM,2008,2.2808304,1.0,0.0,,,,,,
FSM,2009,2.2808304,1.0,0.0,,,,,,
FSM,2010,2.2808304,1.0,0.0,,,,,,
FSM,2011,2.2808304,1.0,0.0,,,,,,
FSM,2012,2.2808304,1.0,0.0,,,,,,
FSM,2013,2.2808304,1.0,0.0,,,,,,
FSM,2014,2.2808304,1.0,0.0,,,,,,
FSM,2015,2.2808304,1.0,0.0,,,,,,
FSM,2016,2.2808304,1.0,0.0,,,,,,
FSM,2017,2.2808304,1.0,0.0,,,,,,
FSM,2018,2.2808304,1.0,0.0,,,,,,
FSM,2019,2.2808304,1.0,0.0,,,,,,
FSM,2020,2.2808304,1.0,0.0,,,,,,
FSM,2021,2.2808304,1.0,0.0,,,,,,
FSM,2022,,,,,,,,,
FSM,2023,,,,,,,,,
GAB,1970,-1.0021038,0.22209083,0.77790916,,,,,,
GAB,1971,-1.6875997,0.059658844,0.9403412,,,,,,
GAB,1972,-0.86026204,0.255701,0.744299,,,,,,
GAB,1973,-0.86026204,0.255701,0.744299,,,,,,
GAB,1974,-0.17476626,0.41813296,0.58186704,,,,,,
GAB,1975,-0.17476626,0.41813296,0.58186704,,,,,,
GAB,1976,-0.17476626,0.41813296,0.58186704,,,,,,
GAB,1977,-0.17476626,0.41813296,0.58186704,,,,,,
GAB,1978,-0.17476626,0.41813296,0.58186704,,,,,,
GAB,1979,-0.17476626,0.41813296,0.58186704,,,,,,
GAB,1980,-0.17476626,0.41813296,0.58186704,,,,,,
GAB,1981,-0.17476626,0.41813296,0.58186704,,,,,,
GAB,1982,-0.17476626,0.41813296,0.58186704,,,,,,
GAB,1983,-0.17476626,0.41813296,0.58186704,,,,,,
GAB,1984,-0.17476626,0.41813296,0.58186704,,,,,,
GAB,1985,-0.17476626,0.41813296,0.58186704,,,,,,
GAB,1986,-0.17476626,0.41813296,0.58186704,,,,,,
GAB,1987,-0.17476626,0.41813296,0.58186704,,,,,,
GAB,1988,-0.17476626,0.41813296,0.58186704,,,,,,
GAB,1989,-0.17476626,0.41813296,0.58186704,,,,,,
GAB,1990,-0.17476626,0.41813296,0.58186704,,,,,,
GAB,1991,-0.17476626,0.41813296,0.58186704,,,,,,
GAB,1992,-0.17476626,0.41813296,0.58186704,,,,,,
GAB,1993,-0.17476626,0.41813296,0.58186704,,,,,,
GAB,1994,-0.17476626,0.41813296,0.58186704,,,,,,
GAB,1995,-0.17476626,0.41813296,0.58186704,,,,,,
GAB,1996,-1.2538762,0.16243199,0.83756804,,,,,,
GAB,1997,-1.2538762,0.16243199,0.83756804,,,,,,
GAB,1998,-1.2538762,0.16243199,0.83756804,,,,,,
GAB,1999,-1.2538762,0.16243199,0.83756804,,,,,,
GAB,2000,-1.2538762,0.16243199,0.83756804,,,,,,
GAB,2001,-1.2538762,0.16243199,0.83756804,,,,,,
GAB,2002,-1.2538762,0.16243199,0.83756804,,,,,,
GAB,2003,-1.2538762,0.16243199,0.83756804,,,,,,
GAB,2004,-1.2538762,0.16243199,0.83756804,,,,,,
GAB,2005,-1.2538762,0.16243199,0.83756804,,,,,,
GAB,2006,-1.2538762,0.16243199,0.83756804,,,,,,
GAB,2007,-1.2538762,0.16243199,0.83756804,,,,,,
GAB,2008,-1.2538762,0.16243199,0.83756804,,,,,,
GAB,2009,-1.2538762,0.16243199,0.83756804,,,,,,
GAB,2010,-1.2538762,0.16243199,0.83756804,,,,,,
GAB,2011,-1.2538762,0.16243199,0.83756804,,,,,,
GAB,2012,-1.2538762,0.16243199,0.83756804,,,,,,
GAB,2013,-1.2538762,0.16243199,0.83756804,,,,,,
