ISO3,year,kaopen,ka_open,P_ka,P_strat,P_manuf,P_total,P_select,P_screen,P_interp
LBN,1994,2.2808304,1.0,0.0,,,,,,
LBN,1995,2.2808304,1.0,0.0,,,,,,
LBN,1996,2.2808304,1.0,0.0,,,,,,
LBN,1997,2.029058,0.9403412,0.059658825,,,,,,1.0
LBN,1998,1.7772856,0.8806823,0.11931771,,,,,,1.0
LBN,1999,1.5255132,0.82102346,0.17897654,,,,,,1.0
LBN,2000,1.2737408,0.76136464,0.23863536,,,,,,1.0
LBN,2001,-0.05714153,0.4460048,0.5539952,,,,,,1.0
LBN,2002,1.0219685,0.7017058,0.2982942,,,,,,1.0
LBN,2003,1.0219685,0.7017058,0.2982942,,,,,,1.0
LBN,2004,1.0219685,0.7017058,0.2982942,,,,,,1.0
LBN,2005,1.0219685,0.7017058,0.2982942,,,,,,1.0
LBN,2006,1.0219685,0.7017058,0.2982942,,,,,,1.0
LBN,2007,1.0219685,0.7017058,0.2982942,,,,,,1.0
LBN,2008,1.0219685,0.7017058,0.2982942,,,,,,1.0
LBN,2009,1.0219685,0.7017058,0.2982942,,,,,,1.0
LBN,2010,1.0219685,0.7017058,0.2982942,,,,,,1.0
LBN,2011,1.0219685,0.7017058,0.2982942,,,,,,1.0
LBN,2012,1.0219685,0.7017058,0.2982942,,,,,,1.0
LBN,2013,1.0219685,0.7017058,0.2982942,,,,,,1.0
LBN,2014,1.0219685,0.7017058,0.2982942,,,,,,1.0
LBN,2015,-0.05714153,0.4460048,0.5539952,,,,,,1.0
LBN,2016,-0.05714153,0.4460048,0.5539952,,,,,,1.0
LBN,2017,-0.05714153,0.4460048,0.5539952,,,,,,1.0
LBN,2018,-0.05714153,0.4460048,0.5539952,,,,,,1.0
LBN,2019,-0.05714153,0.4460048,0.5539952,0.3458,0.01,0.148,0.3358,0.001,0.0
LBN,2020,-0.05714153,0.4460048,0.5539952,0.3458,0.01,0.148,0.3358,0.001,0.0
LBN,2021,-0.05714153,0.4460048,0.5539952,,,,,,
LBN,2022,-0.05714153,0.4460048,0.5539952,,,,,,
LBN,2023,-0.05714153,0.4460048,0.5539952,,,,,,
LBR,1970,2.2808304,1.0,0.0,,,,,,
LBR,1971,2.2808304,1.0,0.0,,,,,,
LBR,1972,2.2808304,1.0,0.0,,,,,,
LBR,1973,2.2808304,1.0,0.0,,,,,,
LBR,1974,2.2808304,1.0,0.0,,,,,,
LBR,1975,2.2808304,1.0,0.0,,,,,,
LBR,1976,2.2808304,1.0,0.0,,,,,,
LBR,1977,2.2808304,1.0,0.0,,,,,,
LBR,1978,2.2808304,1.0,0.0,,,,,,
LBR,1979,2.2808304,1.0,0.0,,,,,,
LBR,1980,2.2808304,1.0,0.0,,,,,,
LBR,1981,2.2808304,1.0,0.0,,,,,,
LBR,1982,2.2808304,1.0,0.0,,,,,,
LBR,1983,2.2808304,1.0,0.0,,,,,,
LBR,1984,2.2808304,1.0,0.0,,,,,,
LBR,1985,2.029058,0.9403412,0.059658825,,,,,,
LBR,1986,0.5805509,0.5971095,0.4028905,,,,,,
LBR,1987,0.32877854,0.5374507,0.46254933,,,,,,
LBR,1988,0.07700613,0.47779182,0.5222082,,,,,,
LBR,1989,-0.17476626,0.41813296,0.58186704,,,,,,
LBR,1990,-0.17476626,0.41813296,0.58186704,,,,,,
LBR,1991,-0.17476626,0.41813296,0.58186704,,,,,,
LBR,1992,-0.17476626,0.41813296,0.58186704,,,,,,
LBR,1993,-0.17476626,0.41813296,0.58186704,,,,,,
LBR,1994,-0.17476626,0.41813296,0.58186704,,,,,,
LBR,1995,-0.17476626,0.41813296,0.58186704,,,,,,
LBR,1996,-0.6084897,0.31535983,0.68464017,,,,,,
LBR,1997,-0.3567173,0.3750187,0.6249813,,,,,,
LBR,1998,0.5805509,0.5971095,0.4028905,,,,,,
LBR,1999,2.029058,0.9403412,0.059658825,,,,,,
LBR,2000,2.2808304,1.0,0.0,,,,,,
LBR,2001,2.2808304,1.0,0.0,,,,,,
LBR,2002,2.2808304,1.0,0.0,,,,,,
LBR,2003,2.2808304,1.0,0.0,,,,,,
LBR,2004,2.2808304,1.0,0.0,,,,,,
LBR,2005,2.2808304,1.0,0.0,,,,,,
LBR,2006,2.2808304,1.0,0.0,,,,,,
LBR,2007,2.2808304,1.0,0.0,,,,,,
LBR,2008,2.2808304,1.0,0.0,,,,,,
LBR,2009,2.2808304,1.0,0.0,,,,,,
LBR,2010,2.2808304,1.0,0.0,,,,,,
LBR,2011,2.2808304,1.0,0.0,,,,,,
LBR,2012,2.2808304,1.0,0.0,,,,,,
LBR,2013,2.2808304,1.0,0.0,,,,,,
LBR,2014,2.2808304,1.0,0.0,,,,,,
LBR,2015,2.2808304,1.0,0.0,,,,,,
LBR,2016,1.0840957,0.7164272,0.2835728,,,,,,
LBR,2017,1.0840957,0.7164272,0.2835728,,,,,,
LBR,2018,1.0840957,0.7164272,0.2835728,,,,,,
LBR,2019,1.0840957,0.7164272,0.2835728,,,,,,
LBR,2020,1.0840957,0.7164272,0.2835728,,,,,,
LBR,2021,1.0840957,0.7164272,0.2835728,,,,,,
LBR,2022,1.0840957,0.7164272,0.2835728,,,,,,
LBR,2023,1.0840957,0.7164272,0.2835728,,,,,,
LBY,1970,-1.2538762,0.16243199,0.83756804,,,,,,
LBY,1971,-1.2538762,0.16243199,0.83756804,,,,,,
LBY,1972,-1.2538762,0.16243199,0.83756804,,,,,,
LBY,1973,,,,,,,,,
LBY,1974,,,,,,,,,
LBY,1975,,,,,,,,,
LBY,1976,,,,,,,,,
LBY,1977,-0.17476626,0.41813296,0.58186704,,,,,,
LBY,1978,-0.17476626,0.41813296,0.58186704,,,,,,
LBY,1979,-0.17476626,0.41813296,0.58186704,,,,,,
LBY,1980,-0.17476626,0.41813296,0.58186704,,,,,,
LBY,1981,-0.17476626,0.41813296,0.58186704,,,,,,
LBY,1982,-1.2538762,0.16243199,0.83756804,,,,,,
LBY,1983,-1.2538762,0.16243199,0.83756804,,,,,,
LBY,1984,-1.2538762,0.16243199,0.83756804,,,,,,
LBY,1985,-1.2538762,0.16243199,0.83756804,,,,,,
LBY,1986,-1.2538762,0.16243199,0.83756804,,,,,,
LBY,1987,-1.2538762,0.16243199,0.83756804,,,,,,
LBY,1988,-1.2538762,0.16243199,0.83756804,,,,,,
LBY,1989,-1.2538762,0.16243199,0.83756804,,,,,,
LBY,1990,-1.2538762,0.16243199,0.83756804,,,,,,
LBY,1991,-1.2538762,0.16243199,0.83756804,,,,,,
LBY,1992,-1.2538762,0.16243199,0.83756804,,,,,,
LBY,1993,-1.2538762,0.16243199,0.83756804,,,,,,
LBY,1994,-1.2538762,0.16243199,0.83756804,,,,,,
LBY,1995,-1.2538762,0.16243199,0.83756804,,,,,,
LBY,1996,-1.2538762,0.16243199,0.83756804,,,,,,
LBY,1997,-1.2538762,0.16243199,0.83756804,,,,,,1.0
LBY,1998,-1.2538762,0.16243199,0.83756804,,,,,,1.0
LBY,1999,-1.9393721,0.0,1.0,,,,,,1.0
LBY,2000,-1.9393721,0.0,1.0,,,,,,1.0
LBY,2001,-1.2538762,0.16243199,0.83756804,,,,,,1.0
LBY,2002,-1.2538762,0.16243199,0.83756804,,,,,,1.0
LBY,2003,-1.2538762,0.16243199,0.83756804,,,,,,1.0
LBY,2004,-1.2538762,0.16243199,0.83756804,,,,,,1.0
LBY,2005,-1.2538762,0.16243199,0.83756804,,,,,,1.0
LBY,2006,-1.2538762,0.16243199,0.83756804,,,,,,1.0
LBY,2007,-1.2538762,0.16243199,0.83756804,,,,,,1.0
LBY,2008,-1.2538762,0.16243199,0.83756804,,,,,,1.0
LBY,2009,-1.2538762,0.16243199,0.83756804,,,,,,1.0
LBY,2010,-1.2538762,0.16243199,0.83756804,,,,,,1.0
LBY,2011,-1.2538762,0.16243199,0.83756804,,,,,,1.0
LBY,2012,-1.2538762,0.16243199,0.83756804,,,,,,1.0
LBY,2013,-1.2538762,0.16243199,0.83756804,,,,,,1.0
LBY,2014,-1.2538762,0.16243199,0.83756804,,,,,,1.0
LBY,2015,-1.2538762,0.16243199,0.83756804,,,,,,1.0
LBY,2016,-1.2538762,0.16243199,0.83756804,,,,,,1.0
LBY,2017,-1.2538762,0.16243199,0.83756804,,,,,,1.0
LBY,2018,-1.2538762,0.16243199,0.83756804,,,,,,1.0
LBY,2019,-1.2538762,0.16243199,0.83756804,0.6454,0.63,0.713,0.01539999999999997,0.155,0.0
LBY,2020,-1.2538762,0.16243199,0.83756804,0.6454,0.63,0.713,0.01539999999999997,0.155,0.0
LBY,2021,-1.2538762,0.16243199,0.83756804,,,,,,
LBY,2022,-1.2538762,0.16243199,0.83756804,,,,,,
LBY,2023,-1.2538762,0.16243199,0.83756804,,,,,,
LCA,1970,,,,,,,,,
LCA,1971,,,,,,,,,
LCA,1972,,,,,,,,,
LCA,1973,,,,,,,,,
LCA,1974,,,,,,,,,
LCA,1975,,,,,,,,,
LCA,1976,,,,,,,,,
LCA,1977,,,,,,,,,
LCA,1978,,,,,,,,,
LCA,1979,,,,,,,,,
LCA,1980,,,,,,,,,
LCA,1981,,,,,,,,,
LCA,1982,,,,,,,,,
LCA,1983,-1.2538762,0.16243199,0.83756804,,,,,,
LCA,1984,-1.2538762,0.16243199,0.83756804,,,,,,
LCA,1985,-1.2538762,0.16243199,0.83756804,,,,,,
LCA,1986,-0.17476626,0.41813296,0.58186704,,,,,,
LCA,1987,-0.17476626,0.41813296,0.58186704,,,,,,
LCA,1988,-0.17476626,0.41813296,0.58186704,,,,,,
LCA,1989,-0.17476626,0.41813296,0.58186704,,,,,,
LCA,1990,-0.17476626,0.41813296,0.58186704,,,,,,
LCA,1991,-0.17476626,0.41813296,0.58186704,,,,,,
LCA,1992,-0.17476626,0.41813296,0.58186704,,,,,,
LCA,1993,-0.17476626,0.41813296,0.58186704,,,,,,
LCA,1994,-0.17476626,0.41813296,0.58186704,,,,,,
LCA,1995,-0.17476626,0.41813296,0.58186704,,,,,,
LCA,1996,-1.2538762,0.16243199,0.83756804,,,,,,
LCA,1997,-1.2538762,0.16243199,0.83756804,,,,,,
LCA,1998,-1.2538762,0.16243199,0.83756804,,,,,,
LCA,1999,-0.05714153,0.4460048,0.5539952,,,,,,
LCA,2000,-1.2538762,0.16243199,0.83756804,,,,,,
LCA,2001,-1.2538762,0.16243199,0.83756804,,,,,,
LCA,2002,-1.2538762,0.16243199,0.83756804,,,,,,
LCA,2003,-1.2538762,0.16243199,0.83756804,,,,,,
LCA,2004,-0.05714153,0.4460048,0.5539952,,,,,,
LCA,2005,-0.05714153,0.4460048,0.5539952,,,,,,
LCA,2006,-0.05714153,0.4460048,0.5539952,,,,,,
LCA,2007,-0.05714153,0.4460048,0.5539952,,,,,,
LCA,2008,-0.05714153,0.4460048,0.5539952,,,,,,
LCA,2009,-0.05714153,0.4460048,0.5539952,,,,,,
LCA,2010,-0.05714153,0.4460048,0.5539952,,,,,,
LCA,2011,-0.05714153,0.4460048,0.5539952,,,,,,
LCA,2012,-0.05714153,0.4460048,0.5539952,,,,,,
LCA,2013,-0.05714153,0.4460048,0.5539952,,,,,,
LCA,2014,-0.05714153,0.4460048,0.5539952,,,,,,
LCA,2015,-0.05714153,0.4460048,0.5539952,,,,,,
LCA,2016,-0.05714153,0.4460048,0.5539952,,,,,,
LCA,2017,-0.05714153,0.4460048,0.5539952,,,,,,
LCA,2018,-0.05714153,0.4460048,0.5539952,,,,,,
LCA,2019,-0.05714153,0.4460048,0.5539952,,,,,,
LCA,2020,-0.05714153,0.4460048,0.5539952,,,,,,
LCA,2021,-0.05714153,0.4460048,0.5539952,,,,,,
LCA,2022,-0.05714153,0.4460048,0.5539952,,,,,,
LCA,2023,-0.05714153,0.4460048,0.5539952,,,,,,
LKA,1970,-1.9393721,0.0,1.0,,,,,,
LKA,1971,-1.9393721,0.0,1.0,,,,,,
LKA,1972,-1.9393721,0.0,1.0,,,,,,
LKA,1973,-1.9393721,0.0,1.0,,,,,,
LKA,1974,-1.9393721,0.0,1.0,,,,,,
LKA,1975,-1.9393721,0.0,1.0,,,,,,
LKA,1976,-1.9393721,0.0,1.0,,,,,,
LKA,1977,-1.2538762,0.16243199,0.83756804,,,,,,
LKA,1978,-0.17476626,0.41813296,0.58186704,,,,,,
LKA,1979,-0.17476626,0.41813296,0.58186704,,,,,,
LKA,1980,-1.2538762,0.16243199,0.83756804,,,,,,
LKA,1981,-1.2538762,0.16243199,0.83756804,,,,,,
LKA,1982,-1.2538762,0.16243199,0.83756804,,,,,,
LKA,1983,-1.2538762,0.16243199,0.83756804,,,,,,
LKA,1984,-1.2538762,0.16243199,0.83756804,,,,,,
LKA,1985,-1.2538762,0.16243199,0.83756804,,,,,,
LKA,1986,-1.2538762,0.16243199,0.83756804,,,,,,
LKA,1987,-1.2538762,0.16243199,0.83756804,,,,,,
LKA,1988,-1.2538762,0.16243199,0.83756804,,,,,,
LKA,1989,-1.2538762,0.16243199,0.83756804,,,,,,
LKA,1990,-1.2538762,0.16243199,0.83756804,,,,,,
LKA,1991,-1.2538762,0.16243199,0.83756804,,,,,,
LKA,1992,1.0219685,0.7017058,0.2982942,,,,,,
LKA,1993,1.0219685,0.7017058,0.2982942,,,,,,
LKA,1994,1.0219685,0.7017058,0.2982942,,,,,,
LKA,1995,1.0219685,0.7017058,0.2982942,,,,,,
LKA,1996,-0.05714153,0.4460048,0.5539952,,,,,,
LKA,1997,-0.05714153,0.4460048,0.5539952,,,,,,
LKA,1998,-0.05714153,0.4460048,0.5539952,,,,,,
LKA,1999,-0.05714153,0.4460048,0.5539952,,,,,,
LKA,2000,-0.05714153,0.4460048,0.5539952,,,,,,
LKA,2001,-0.05714153,0.4460048,0.5539952,,,,,,
LKA,2002,-0.05714153,0.4460048,0.5539952,,,,,,
LKA,2003,-0.05714153,0.4460048,0.5539952,,,,,,
LKA,2004,-0.05714153,0.4460048,0.5539952,,,,,,
LKA,2005,-0.05714153,0.4460048,0.5539952,,,,,,
LKA,2006,-0.05714153,0.4460048,0.5539952,,,,,,
LKA,2007,-0.05714153,0.4460048,0.5539952,,,,,,
LKA,2008,-0.05714153,0.4460048,0.5539952,,,,,,
LKA,2009,-0.05714153,0.4460048,0.5539952,,,,,,
LKA,2010,-0.05714153,0.4460048,0.5539952,,,,,,
LKA,2011,-0.05714153,0.4460048,0.5539952,,,,,,
LKA,2012,-0.05714153,0.4460048,0.5539952,,,,,,
LKA,2013,-1.2538762,0.16243199,0.83756804,,,,,,
LKA,2014,-1.2538762,0.16243199,0.83756804,,,,,,
LKA,2015,-1.2538762,0.16243199,0.83756804,,,,,,
LKA,2016,-1.2538762,0.16243199,0.83756804,,,,,,
LKA,2017,-1.2538762,0.16243199,0.83756804,,,,,,
LKA,2018,-1.2538762,0.16243199,0.83756804,,,,,,
LKA,2019,-1.2538762,0.16243199,0.83756804,,,,,,
LKA,2020,-1.2538762,0.16243199,0.83756804,,,,,,
LKA,2021,-1.2538762,0.16243199,0.83756804,,,,,,
LKA,2022,-1.2538762,0.16243199,0.83756804,,,,,,
LKA,2023,-1.9393721,0.0,1.0,,,,,,
LSO,1970,,,,,,,,,
LSO,1971,,,,,,,,,
LSO,1972,-0.17476626,0.41813296,0.58186704,,,,,,
LSO,1973,-0.17476626,0.41813296,0.58186704,,,,,,
LSO,1974,-0.17476626,0.41813296,0.58186704,,,,,,
LSO,1975,-0.17476626,0.41813296,0.58186704,,,,,,
LSO,1976,-0.17476626,0.41813296,0.58186704,,,,,,
LSO,1977,-0.17476626,0.41813296,0.58186704,,,,,,
LSO,1978,-0.17476626,0.41813296,0.58186704,,,,,,
LSO,1979,-0.86026204,0.255701,0.744299,,,,,,
LSO,1980,-0.86026204,0.255701,0.744299,,,,,,
LSO,1981,-0.86026204,0.255701,0.744299,,,,,,
LSO,1982,-0.17476626,0.41813296,0.58186704,,,,,,
LSO,1983,-0.17476626,0.41813296,0.58186704,,,,,,
LSO,1984,-0.17476626,0.41813296,0.58186704,,,,,,
LSO,1985,-0.86026204,0.255701,0.744299,,,,,,
LSO,1986,-0.86026204,0.255701,0.744299,,,,,,
LSO,1987,-0.86026204,0.255701,0.744299,,,,,,
LSO,1988,-0.86026204,0.255701,0.744299,,,,,,
LSO,1989,-0.86026204,0.255701,0.744299,,,,,,
LSO,1990,-0.86026204,0.255701,0.744299,,,,,,
LSO,1991,-0.86026204,0.255701,0.744299,,,,,,
LSO,1992,-0.86026204,0.255701,0.744299,,,,,,
LSO,1993,-0.86026204,0.255701,0.744299,,,,,,
LSO,1994,-0.86026204,0.255701,0.744299,,,,,,
LSO,1995,-0.86026204,0.255701,0.744299,,,,,,
LSO,1996,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,1997,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,1998,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,1999,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,2000,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,2001,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,2002,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,2003,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,2004,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,2005,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,2006,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,2007,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,2008,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,2009,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,2010,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,2011,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,2012,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,2013,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,2014,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,2015,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,2016,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,2017,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,2018,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,2019,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,2020,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,2021,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,2022,-1.2538762,0.16243199,0.83756804,,,,,,
LSO,2023,-1.2538762,0.16243199,0.83756804,,,,,,
LTU,1970,,,,,,,,,
LTU,1971,,,,,,,,,
LTU,1972,,,,,,,,,
LTU,1973,,,,,,,,,
LTU,1974,,,,,,,,,
LTU,1975,,,,,,,,,
LTU,1976,,,,,,,,,
LTU,1977,,,,,,,,,
LTU,1978,,,,,,,,,
LTU,1979,,,,,,,,,
LTU,1980,,,,,,,,,
LTU,1981,,,,,,,,,
LTU,1982,,,,,,,,,
LTU,1983,,,,,,,,,
LTU,1984,,,,,,,,,
LTU,1985,,,,,,,,,
LTU,1986,,,,,,,,,
LTU,1987,,,,,,,,,
LTU,1988,,,,,,,,,
LTU,1989,,,,,,,,,
LTU,1990,,,,,,,,,
LTU,1991,,,,,,,,,
LTU,1992,,,,,,,,,
LTU,1993,,,,,,,,,
LTU,1994,,,,,,,,,
LTU,1995,,,,,,,,,
LTU,1996,2.029058,0.9403412,0.059658825,,,,,,
LTU,1997,2.2808304,1.0,0.0,,,,,,1.0
LTU,1998,2.2808304,1.0,0.0,,,,,,1.0
LTU,1999,2.2808304,1.0,0.0,,,,,,1.0
LTU,2000,2.2808304,1.0,0.0,,,,,,1.0
LTU,2001,2.2808304,1.0,0.0,,,,,,1.0
LTU,2002,2.2808304,1.0,0.0,,,,,,1.0
LTU,2003,2.2808304,1.0,0.0,,,,,,1.0
LTU,2004,2.2808304,1.0,0.0,,,,,,1.0
LTU,2005,2.2808304,1.0,0.0,,,,,,1.0
LTU,2006,2.2808304,1.0,0.0,0.033400000000000006,0.005,0.022,0.028400000000000005,0.0,0.0
LTU,2007,2.2808304,1.0,0.0,0.033400000000000006,0.005,0.022,0.028400000000000005,0.0,1.0
LTU,2008,2.029058,0.9403412,0.059658825,0.033400000000000006,0.005,0.022,0.028400000000000005,0.0,1.0
LTU,2009,1.7772856,0.8806823,0.11931771,0.033400000000000006,0.005,0.022,0.028400000000000005,0.0,1.0
LTU,2010,1.5255132,0.82102346,0.17897654,0.033400000000000006,0.005,0.022,0.028400000000000005,0.0,0.0
LTU,2011,1.2737408,0.76136464,0.23863536,0.033400000000000006,0.005,0.022,0.028400000000000005,0.0,0.0
LTU,2012,1.0219685,0.7017058,0.2982942,0.033400000000000006,0.005,0.022,0.028400000000000005,0.0,0.0
LTU,2013,1.0219685,0.7017058,0.2982942,0.033400000000000006,0.005,0.022,0.028400000000000005,0.0,0.0
LTU,2014,1.0219685,0.7017058,0.2982942,0.033400000000000006,0.005,0.019,0.028400000000000005,0.0,0.0
LTU,2015,1.2737408,0.76136464,0.23863536,0.033400000000000006,0.005,0.019,0.028400000000000005,0.0,0.0
LTU,2016,1.5255132,0.82102346,0.17897654,0.033400000000000006,0.005,0.019,0.028400000000000005,0.0,0.0
LTU,2017,1.7772856,0.8806823,0.11931771,0.033400000000000006,0.005,0.019,0.028400000000000005,0.0,0.0
LTU,2018,2.029058,0.9403412,0.059658825,0.033400000000000006,0.005,0.019,0.028400000000000005,0.0,0.0
LTU,2019,2.2808304,1.0,0.0,0.033400000000000006,0.005,0.019,0.028400000000000005,0.0,0.0
LTU,2020,2.2808304,1.0,0.0,0.033400000000000006,0.005,0.019,0.028400000000000005,0.0,0.0
LTU,2021,2.2808304,1.0,0.0,,,,,,
LTU,2022,2.2808304,1.0,0.0,,,,,,
LTU,2023,2.2808304,1.0,0.0,,,,,,
LUX,1997,,,,0.0154,0.0,0.004,0.0154,0.0,0.0
LUX,1998,,,,0.0154,0.0,0.004,0.0154,0.0,1.0
LUX,1999,,,,0.0154,0.0,0.004,0.0154,0.0,1.0
LUX,2000,,,,0.0154,0.0,0.004,0.0154,0.0,1.0
LUX,2001,,,,0.0154,0.0,0.004,0.0154,0.0,1.0
LUX,2002,,,,0.0154,0.0,0.004,0.0154,0.0,1.0
LUX,2003,,,,0.0154,0.0,0.004,0.0154,0.0,0.0
LUX,2004,,,,0.0154,0.0,0.004,0.0154,0.0,1.0
LUX,2005,,,,0.0154,0.0,0.004,0.0154,0.0,1.0
LUX,2006,,,,0.0154,0.0,0.004,0.0154,0.0,0.0
LUX,2007,,,,0.0154,0.0,0.004,0.0154,0.0,1.0
LUX,2008,,,,0.0154,0.0,0.004,0.0154,0.0,1.0
LUX,2009,,,,0.0154,0.0,0.004,0.0154,0.0,1.0
LUX,2010,,,,0.0154,0.0,0.004,0.0154,0.0,0.0
LUX,2011,,,,0.0154,0.0,0.004,0.0154,0.0,0.0
LUX,2012,,,,0.0154,0.0,0.004,0.0154,0.0,0.0
LUX,2013,,,,0.0154,0.0,0.004,0.0154,0.0,0.0
LUX,2014,,,,0.0154,0.0,0.004,0.0154,0.0,0.0
LUX,2015,,,,0.0154,0.0,0.004,0.0154,0.0,0.0
LUX,2016,,,,0.0154,0.0,0.004,0.0154,0.0,0.0
LUX,2017,,,,0.0154,0.0,0.004,0.0154,0.0,0.0
LUX,2018,,,,0.0154,0.0,0.004,0.0154,0.0,0.0
LUX,2019,,,,0.0154,0.0,0.004,0.0154,0.0,0.0
LUX,2020,,,,0.0154,0.0,0.004,0.0154,0.0,0.0
LVA,1970,,,,,,,,,
LVA,1971,,,,,,,,,
LVA,1972,,,,,,,,,
LVA,1973,,,,,,,,,
LVA,1974,,,,,,,,,
LVA,1975,,,,,,,,,
LVA,1976,,,,,,,,,
LVA,1977,,,,,,,,,
LVA,1978,,,,,,,,,
LVA,1979,,,,,,,,,
LVA,1980,,,,,,,,,
LVA,1981,,,,,,,,,
LVA,1982,,,,,,,,,
LVA,1983,,,,,,,,,
LVA,1984,,,,,,,,,
LVA,1985,,,,,,,,,
LVA,1986,,,,,,,,,
LVA,1987,,,,,,,,,
LVA,1988,,,,,,,,,
LVA,1989,,,,,,,,,
LVA,1990,,,,,,,,,
LVA,1991,,,,,,,,,
LVA,1992,,,,,,,,,
LVA,1993,,,,,,,,,
LVA,1994,,,,,,,,,
LVA,1995,,,,,,,,,
LVA,1996,1.7772856,0.8806823,0.11931771,,,,,,
LVA,1997,2.029058,0.9403412,0.059658825,,,,,,1.0
LVA,1998,2.029058,0.9403412,0.059658825,,,,,,1.0
LVA,1999,2.029058,0.9403412,0.059658825,,,,,,1.0
LVA,2000,2.029058,0.9403412,0.059658825,,,,,,1.0
LVA,2001,2.029058,0.9403412,0.059658825,,,,,,1.0
LVA,2002,2.029058,0.9403412,0.059658825,,,,,,1.0
LVA,2003,2.2808304,1.0,0.0,0.0538,0.02,0.059,0.0338,0.0,0.0
LVA,2004,2.2808304,1.0,0.0,0.04866666666666667,0.015,0.049,0.033666666666666664,0.0,1.0
LVA,2005,2.2808304,1.0,0.0,0.043533333333333334,0.01,0.039,0.03353333333333334,0.0,1.0
LVA,2006,2.2808304,1.0,0.0,0.038400000000000004,0.005,0.029,0.033400000000000006,0.0,0.0
LVA,2007,2.2808304,1.0,0.0,0.033850000000000005,0.005,0.02725,0.028850000000000004,0.0,1.0
LVA,2008,2.2808304,1.0,0.0,0.029300000000000003,0.005,0.025500000000000002,0.024300000000000002,0.0,1.0
LVA,2009,2.2808304,1.0,0.0,0.02475,0.005,0.02375,0.019750000000000004,0.0,1.0
LVA,2010,2.2808304,1.0,0.0,0.020200000000000003,0.005,0.022,0.015200000000000002,0.0,0.0
LVA,2011,2.2808304,1.0,0.0,0.020200000000000003,0.005,0.022,0.015200000000000002,0.0,0.0
LVA,2012,2.2808304,1.0,0.0,0.020200000000000003,0.005,0.022,0.015200000000000002,0.0,0.0
LVA,2013,2.2808304,1.0,0.0,0.020200000000000003,0.005,0.022,0.015200000000000002,0.0,0.0
LVA,2014,2.2808304,1.0,0.0,0.020200000000000003,0.005,0.02,0.015200000000000002,0.0,0.0
LVA,2015,2.2808304,1.0,0.0,0.020200000000000003,0.005,0.02,0.015200000000000002,0.0,0.0
LVA,2016,2.2808304,1.0,0.0,0.020200000000000003,0.005,0.02,0.015200000000000002,0.0,0.0
LVA,2017,2.2808304,1.0,0.0,0.020200000000000003,0.005,0.021,0.015200000000000002,0.0,0.0
LVA,2018,2.2808304,1.0,0.0,0.020200000000000003,0.005,0.021,0.015200000000000002,0.0,0.0
LVA,2019,2.2808304,1.0,0.0,0.020200000000000003,0.005,0.021,0.015200000000000002,0.0,0.0
LVA,2020,2.2808304,1.0,0.0,0.020200000000000003,0.005,0.021,0.015200000000000002,0.0,0.0
LVA,2021,2.2808304,1.0,0.0,,,,,,
LVA,2022,2.2808304,1.0,0.0,,,,,,
LVA,2023,2.2808304,1.0,0.0,,,,,,
MAR,1970,-1.2538762,0.16243199,0.83756804,,,,,,
MAR,1971,-1.2538762,0.16243199,0.83756804,,,,,,
MAR,1972,-1.2538762,0.16243199,0.83756804,,,,,,
MAR,1973,-1.9393721,0.0,1.0,,,,,,
MAR,1974,-1.9393721,0.0,1.0,,,,,,
MAR,1975,-1.9393721,0.0,1.0,,,,,,
MAR,1976,-1.9393721,0.0,1.0,,,,,,
MAR,1977,-1.9393721,0.0,1.0,,,,,,
MAR,1978,-1.9393721,0.0,1.0,,,,,,
MAR,1979,-1.9393721,0.0,1.0,,,,,,
MAR,1980,-1.9393721,0.0,1.0,,,,,,
MAR,1981,-1.9393721,0.0,1.0,,,,,,
MAR,1982,-1.9393721,0.0,1.0,,,,,,
MAR,1983,-1.9393721,0.0,1.0,,,,,,
MAR,1984,-1.9393721,0.0,1.0,,,,,,
MAR,1985,-1.9393721,0.0,1.0,,,,,,
