ISO3,year,rta,eia
MSR,2021,2,1
MSR,2022,2,1
MSR,2023,2,1
MUS,1994,1,0
MUS,1995,1,0
MUS,1996,1,0
MUS,1997,1,0
MUS,1998,1,0
MUS,1999,1,0
MUS,2000,2,0
MUS,2001,2,0
MUS,2002,2,0
MUS,2003,2,0
MUS,2004,2,0
MUS,2005,2,0
MUS,2006,2,0
MUS,2007,3,0
MUS,2008,3,0
MUS,2009,3,0
MUS,2010,3,0
MUS,2011,3,0
MUS,2012,4,0
MUS,2013,5,0
MUS,2014,5,0
MUS,2015,5,0
MUS,2016,5,0
MUS,2017,5,0
MUS,2018,5,0
MUS,2019,5,0
MUS,2020,5,0
MUS,2021,8,2
MUS,2022,8,2
MUS,2023,8,2
MWI,1994,1,0
MWI,1995,1,0
MWI,1996,1,0
MWI,1997,1,0
MWI,1998,1,0
MWI,1999,1,0
MWI,2000,2,0
MWI,2001,2,0
MWI,2002,2,0
MWI,2003,2,0
MWI,2004,2,0
MWI,2005,2,0
MWI,2006,2,0
MWI,2007,2,0
MWI,2008,2,0
MWI,2009,2,0
MWI,2010,2,0
MWI,2011,2,0
MWI,2012,2,0
MWI,2013,2,0
MWI,2014,2,0
MWI,2015,2,0
MWI,2016,2,0
MWI,2017,2,0
MWI,2018,2,0
MWI,2019,2,0
MWI,2020,2,0
MWI,2021,2,0
MWI,2022,2,0
MWI,2023,2,0
MYS,1989,1,0
MYS,1990,1,0
MYS,1991,1,0
MYS,1992,2,0
MYS,1993,2,0
MYS,1994,2,0
MYS,1995,2,0
MYS,1996,2,0
MYS,1997,2,0
MYS,1998,3,1
MYS,1999,3,1
MYS,2000,3,1
MYS,2001,3,1
MYS,2002,3,1
MYS,2003,3,1
MYS,2004,3,1
MYS,2005,4,1
MYS,2006,5,2
MYS,2007,5,3
MYS,2008,7,4
MYS,2009,8,4
MYS,2010,13,7
MYS,2011,10,7
MYS,2012,11,7
MYS,2013,12,8
MYS,2014,12,8
MYS,2015,13,9
MYS,2016,13,9
MYS,2017,13,9
MYS,2018,13,9
MYS,2019,14,10
MYS,2020,15,10
MYS,2021,16,11
MYS,2022,16,11
MYS,2023,16,11
MYT,1958,1,0
MYT,1959,1,0
MYT,1960,1,0
MYT,1961,1,0
MYT,1962,1,0
MYT,1963,1,0
MYT,1964,2,0
MYT,1965,2,0
MYT,1966,2,0
MYT,1967,2,0
MYT,1968,2,0
MYT,1969,2,0
MYT,1970,2,0
MYT,1971,1,0
MYT,1972,1,0
MYT,1973,1,0
MYT,1974,1,0
MYT,1975,1,0
MYT,1976,1,0
MYT,1977,1,0
MYT,1978,1,0
MYT,1979,1,0
MYT,1980,1,0
MYT,1981,1,0
MYT,1982,1,0
MYT,1983,1,0
MYT,1984,1,0
MYT,1985,1,0
MYT,1986,1,0
MYT,1987,1,0
MYT,1988,1,0
MYT,1989,1,0
MYT,1990,1,0
MYT,1991,1,0
MYT,1992,1,0
MYT,1993,1,0
MYT,1994,1,0
MYT,1995,1,0
MYT,1996,1,0
MYT,1997,1,0
MYT,1998,1,0
MYT,1999,1,0
MYT,2000,1,0
MYT,2001,1,0
MYT,2002,1,0
MYT,2003,1,0
MYT,2004,1,0
MYT,2005,1,0
MYT,2006,1,0
MYT,2007,1,0
MYT,2008,1,0
MYT,2009,1,0
MYT,2010,1,0
MYT,2011,1,0
MYT,2012,1,0
MYT,2013,1,0
MYT,2014,1,0
MYT,2015,1,0
MYT,2016,1,0
MYT,2017,1,0
MYT,2018,1,0
MYT,2019,1,0
MYT,2020,1,0
MYT,2021,1,0
MYT,2022,1,0
MYT,2023,1,0
NAM,1993,1,0
NAM,1994,2,0
NAM,1995,2,0
NAM,1996,2,0
NAM,1997,2,0
NAM,1998,2,0
NAM,1999,2,0
NAM,2000,3,0
NAM,2001,3,0
NAM,2002,3,0
NAM,2003,3,0
NAM,2004,4,0
NAM,2005,3,0
NAM,2006,3,0
NAM,2007,3,0
NAM,2008,4,0
NAM,2009,4,0
NAM,2010,4,0
NAM,2011,4,0
NAM,2012,4,0
NAM,2013,4,0
NAM,2014,4,0
NAM,2015,4,0
NAM,2016,6,0
NAM,2017,6,0
NAM,2018,6,0
NAM,2019,6,0
NAM,2020,6,0
NAM,2021,7,0
NAM,2022,7,0
NAM,2023,7,0
NCL,1958,1,0
NCL,1959,1,0
NCL,1960,1,0
NCL,1961,1,0
NCL,1962,1,0
NCL,1963,1,0
NCL,1964,2,0
NCL,1965,2,0
NCL,1966,2,0
NCL,1967,2,0
NCL,1968,2,0
NCL,1969,2,0
NCL,1970,2,0
NCL,1971,1,0
NCL,1972,1,0
NCL,1973,1,0
NCL,1974,1,0
NCL,1975,1,0
NCL,1976,1,0
NCL,1977,1,0
NCL,1978,1,0
NCL,1979,1,0
NCL,1980,1,0
NCL,1981,1,0
NCL,1982,1,0
NCL,1983,1,0
NCL,1984,1,0
NCL,1985,1,0
NCL,1986,1,0
NCL,1987,1,0
NCL,1988,1,0
NCL,1989,1,0
NCL,1990,1,0
NCL,1991,1,0
NCL,1992,1,0
NCL,1993,1,0
NCL,1994,1,0
NCL,1995,1,0
NCL,1996,1,0
NCL,1997,1,0
NCL,1998,1,0
NCL,1999,1,0
NCL,2000,1,0
NCL,2001,1,0
NCL,2002,1,0
NCL,2003,1,0
NCL,2004,1,0
NCL,2005,1,0
NCL,2006,1,0
NCL,2007,1,0
NCL,2008,1,0
NCL,2009,1,0
NCL,2010,1,0
NCL,2011,1,0
NCL,2012,1,0
NCL,2013,1,0
NCL,2014,1,0
NCL,2015,1,0
NCL,2016,1,0
NCL,2017,1,0
NCL,2018,1,0
NCL,2019,1,0
NCL,2020,1,0
NCL,2021,1,0
NCL,2022,1,0
NCL,2023,1,0
NER,1975,1,0
NER,1976,1,0
NER,1977,1,0
NER,1978,1,0
NER,1979,1,0
NER,1980,1,0
NER,1981,1,0
NER,1982,1,0
NER,1983,1,0
NER,1984,1,0
NER,1985,1,0
NER,1986,1,0
NER,1987,1,0
NER,1988,1,0
NER,1989,1,0
NER,1990,1,0
NER,1991,1,0
NER,1992,1,0
NER,1993,1,0
NER,1994,2,0
NER,1995,2,0
NER,1996,2,0
NER,1997,2,0
NER,1998,2,0
NER,1999,2,0
NER,2000,2,0
NER,2001,2,0
NER,2002,2,0
NER,2003,2,0
NER,2004,2,0
NER,2005,2,0
NER,2006,2,0
NER,2007,2,0
NER,2008,2,0
NER,2009,2,0
NER,2010,2,0
NER,2011,2,0
NER,2012,2,0
NER,2013,2,0
NER,2014,2,0
NER,2015,2,0
NER,2016,2,0
NER,2017,2,0
NER,2018,2,0
NER,2019,2,0
NER,2020,2,0
NER,2021,2,0
NER,2022,2,0
NER,2023,2,0
NGA,1975,1,0
NGA,1976,1,0
NGA,1977,1,0
NGA,1978,1,0
NGA,1979,1,0
NGA,1980,1,0
NGA,1981,1,0
NGA,1982,1,0
NGA,1983,1,0
NGA,1984,1,0
NGA,1985,1,0
NGA,1986,1,0
NGA,1987,1,0
NGA,1988,1,0
NGA,1989,2,0
NGA,1990,2,0
NGA,1991,2,0
NGA,1992,2,0
NGA,1993,2,0
NGA,1994,2,0
NGA,1995,2,0
NGA,1996,2,0
NGA,1997,2,0
NGA,1998,2,0
NGA,1999,2,0
NGA,2000,2,0
NGA,2001,2,0
NGA,2002,2,0
NGA,2003,2,0
NGA,2004,2,0
NGA,2005,2,0
NGA,2006,2,0
NGA,2007,2,0
NGA,2008,2,0
NGA,2009,2,0
NGA,2010,2,0
NGA,2011,2,0
NGA,2012,2,0
NGA,2013,2,0
NGA,2014,2,0
NGA,2015,2,0
NGA,2016,2,0
NGA,2017,2,0
NGA,2018,2,0
NGA,2019,2,0
NGA,2020,2,0
NGA,2021,2,0
NGA,2022,2,0
NGA,2023,2,0
NIC,1951,1,0
NIC,1952,1,0
NIC,1953,1,0
NIC,1954,1,0
NIC,1955,1,0
NIC,1956,1,0
NIC,1957,1,0
NIC,1958,1,0
NIC,1959,2,0
NIC,1960,1,0
NIC,1961,2,0
NIC,1962,1,0
NIC,1963,1,0
NIC,1964,1,0
NIC,1965,1,0
NIC,1966,1,0
NIC,1967,1,0
NIC,1968,1,0
NIC,1969,1,0
NIC,1970,1,0
NIC,1971,1,0
NIC,1972,1,0
NIC,1973,1,0
NIC,1974,1,0
NIC,1975,1,0
NIC,1976,1,0
NIC,1977,1,0
NIC,1978,1,0
NIC,1979,1,0
NIC,1980,1,0
NIC,1981,1,0
NIC,1982,1,0
NIC,1983,1,0
NIC,1984,1,0
NIC,1985,1,0
NIC,1986,1,0
NIC,1987,1,0
NIC,1988,1,0
NIC,1989,2,0
NIC,1990,2,0
NIC,1991,2,0
NIC,1992,2,0
NIC,1993,2,0
NIC,1994,2,0
NIC,1995,2,0
NIC,1996,2,0
NIC,1997,2,0
NIC,1998,3,1
NIC,1999,3,1
NIC,2000,3,1
NIC,2001,3,1
NIC,2002,4,2
NIC,2003,4,2
NIC,2004,4,2
NIC,2005,4,2
NIC,2006,5,3
NIC,2007,5,3
NIC,2008,6,4
NIC,2009,7,5
NIC,2010,7,5
NIC,2011,7,5
NIC,2012,9,7
NIC,2013,9,7
NIC,2014,9,7
NIC,2015,9,7
NIC,2016,9,7
NIC,2017,9,7
NIC,2018,9,7
NIC,2019,9,7
NIC,2020,9,7
NIC,2021,10,8
NIC,2022,10,8
NIC,2023,10,8
NIU,1981,1,0
NIU,1982,1,0
NIU,1983,1,0
NIU,1984,1,0
NIU,1985,1,0
NIU,1986,1,0
NIU,1987,1,0
NIU,1988,1,0
NIU,1989,1,0
NIU,1990,1,0
NIU,1991,1,0
NIU,1992,1,0
NIU,1993,1,0
NIU,1994,1,0
NIU,1995,1,0
NIU,1996,1,0
NIU,1997,1,0
NIU,1998,1,0
NIU,1999,1,0
NIU,2000,1,0
NIU,2001,1,0
NIU,2002,1,0
NIU,2003,2,0
NIU,2004,2,0
NIU,2005,2,0
NIU,2006,2,0
NIU,2007,2,0
NIU,2008,2,0
NIU,2009,2,0
NIU,2010,2,0
NIU,2011,2,0
NIU,2012,2,0
NIU,2013,2,0
NIU,2014,2,0
NIU,2015,2,0
NIU,2016,2,0
NIU,2017,2,0
NIU,2018,2,0
NIU,2019,2,0
NIU,2020,2,0
NIU,2021,3,1
NIU,2022,3,1
NIU,2023,3,1
NLD,1958,2,1
NLD,1959,2,1
NLD,1960,2,1
NLD,1961,2,1
NLD,1962,3,1
NLD,1963,3,1
NLD,1964,5,1
NLD,1965,5,1
NLD,1966,5,1
NLD,1967,5,1
NLD,1968,5,1
NLD,1969,7,1
NLD,1970,9,1
NLD,1971,10,1
NLD,1972,11,1
NLD,1973,19,1
NLD,1974,21,1
NLD,1975,23,1
NLD,1976,26,1
NLD,1977,26,1
NLD,1978,31,1
NLD,1979,24,1
NLD,1980,25,1
NLD,1981,23,1
NLD,1982,23,1
NLD,1983,23,1
NLD,1984,23,1
NLD,1985,23,1
NLD,1986,21,1
NLD,1987,21,1
NLD,1988,21,1
NLD,1989,21,1
NLD,1990,21,1
NLD,1991,22,1
NLD,1992,25,1
NLD,1993,27,1
NLD,1994,30,4
NLD,1995,33,11
NLD,1996,29,11
NLD,1997,30,11
NLD,1998,31,11
NLD,1999,31,12
NLD,2000,35,13
NLD,2001,34,13
NLD,2002,37,13
NLD,2003,38,13
NLD,2004,38,14
NLD,2005,27,8
NLD,2006,27,8
NLD,2007,25,6
NLD,2008,28,7
NLD,2009,29,8
NLD,2010,30,9
NLD,2011,31,10
NLD,2012,32,10
NLD,2013,34,13
NLD,2014,37,15
NLD,2015,37,16
NLD,2016,40,16
NLD,2017,41,17
NLD,2018,42,18
NLD,2019,44,20
NLD,2020,45,21
NLD,2021,46,22
NLD,2022,46,22
NLD,2023,46,22
NOR,1960,1,0
NOR,1961,2,0
NOR,1962,2,0
NOR,1963,2,0
NOR,1964,2,0
NOR,1965,2,0
NOR,1966,2,0
NOR,1967,2,0
NOR,1968,2,0
NOR,1969,2,0
NOR,1970,2,0
NOR,1971,2,0
NOR,1972,2,0
NOR,1973,3,0
NOR,1974,3,0
NOR,1975,3,0
NOR,1976,3,0
NOR,1977,3,0
NOR,1978,3,0
NOR,1979,3,0
NOR,1980,4,0
NOR,1981,4,0
NOR,1982,4,0
NOR,1983,4,0
NOR,1984,4,0
NOR,1985,4,0
NOR,1986,3,0
NOR,1987,2,0
NOR,1988,2,0
NOR,1989,2,0
NOR,1990,2,0
NOR,1991,2,0
NOR,1992,8,0
NOR,1993,14,0
NOR,1994,15,1
NOR,1995,16,1
NOR,1996,19,1
NOR,1997,16,1
NOR,1998,16,1
NOR,1999,18,1
NOR,2000,18,1
NOR,2001,19,2
NOR,2002,23,3
NOR,2003,25,4
NOR,2004,26,5
NOR,2005,19,5
NOR,2006,20,6
NOR,2007,20,6
NOR,2008,21,6
NOR,2009,22,6
NOR,2010,24,6
NOR,2011,26,7
NOR,2012,29,9
NOR,2013,29,9
NOR,2014,29,10
NOR,2015,30,10
NOR,2016,30,10
NOR,2017,31,11
NOR,2018,32,12
NOR,2019,32,12
NOR,2020,33,13
NOR,2021,36,16
NOR,2022,35,16
NOR,2023,35,16
NPL,1995,1,0
NPL,1996,1,0
NPL,1997,1,0
NPL,1998,1,0
NPL,1999,1,0
NPL,2000,1,0
NPL,2001,1,0
NPL,2002,1,0
NPL,2003,1,0
NPL,2004,1,0
NPL,2005,1,0
NPL,2006,2,0
NPL,2007,2,0
NPL,2008,2,0
NPL,2009,3,0
NPL,2010,3,0
NPL,2011,3,0
NPL,2012,3,0
NPL,2013,3,0
NPL,2014,3,0
NPL,2015,3,0
NPL,2016,3,0
NPL,2017,3,0
NPL,2018,3,0
NPL,2019,3,0
NPL,2020,3,0
NPL,2021,3,0
NPL,2022,3,0
NPL,2023,3,0
NRU,1981,1,0
NRU,1982,1,0
NRU,1983,1,0
NRU,1984,1,0
NRU,1985,1,0
NRU,1986,1,0
NRU,1987,1,0
NRU,1988,1,0
NRU,1989,1,0
NRU,1990,1,0
NRU,1991,1,0
NRU,1992,1,0
NRU,1993,1,0
NRU,1994,1,0
NRU,1995,1,0
NRU,1996,1,0
NRU,1997,1,0
NRU,1998,1,0
NRU,1999,1,0
NRU,2000,1,0
NRU,2001,1,0
NRU,2002,1,0
NRU,2003,2,0
NRU,2004,2,0
NRU,2005,2,0
NRU,2006,2,0
NRU,2007,2,0
NRU,2008,2,0
NRU,2009,2,0
NRU,2010,2,0
NRU,2011,2,0
NRU,2012,2,0
NRU,2013,2,0
NRU,2014,2,0
NRU,2015,2,0
NRU,2016,2,0
NRU,2017,2,0
NRU,2018,2,0
NRU,2019,2,0
NRU,2020,2,0
NRU,2021,2,0
NRU,2022,2,0
NRU,2023,2,0
NZL,1966,1,0
NZL,1967,1,0
NZL,1968,1,0
NZL,1969,1,0
NZL,1970,1,0
NZL,1971,1,0
NZL,1972,1,0
NZL,1973,1,0
NZL,1974,1,0
NZL,1975,1,0
NZL,1976,1,0
NZL,1977,1,0
NZL,1978,1,0
NZL,1979,1,0
NZL,1980,1,0
NZL,1981,2,0
NZL,1982,2,0
NZL,1983,2,0
NZL,1984,2,0
NZL,1985,2,0
NZL,1986,2,0
NZL,1987,2,0
NZL,1988,2,0
NZL,1989,2,1
NZL,1990,2,1
NZL,1991,2,1
NZL,1992,2,1
NZL,1993,2,1
NZL,1994,2,1
NZL,1995,2,1
NZL,1996,2,1
NZL,1997,2,1
NZL,1998,2,1
NZL,1999,2,1
NZL,2000,2,1
NZL,2001,3,2
NZL,2002,3,2
NZL,2003,3,2
NZL,2004,3,2
NZL,2005,4,3
NZL,2006,5,4
NZL,2007,5,4
NZL,2008,6,5
NZL,2009,6,5
NZL,2010,8,7
NZL,2011,9,8
NZL,2012,9,8
NZL,2013,10,9
NZL,2014,10,9
NZL,2015,11,10
NZL,2016,11,10
NZL,2017,11,10
NZL,2018,11,10
NZL,2019,12,11
NZL,2020,12,11
NZL,2021,13,12
NZL,2022,13,12
NZL,2023,14,13
OMN,1982,1,0
OMN,1983,1,0
OMN,1984,1,0
OMN,1985,1,0
OMN,1986,1,0
OMN,1987,1,0
OMN,1988,1,0
OMN,1989,1,0
OMN,1990,1,0
OMN,1991,1,0
OMN,1992,1,0
OMN,1993,1,0
OMN,1994,1,0
OMN,1995,1,0
OMN,1996,1,0
OMN,1997,1,0
OMN,1998,2,0
OMN,1999,2,0
OMN,2000,2,0
OMN,2001,2,0
OMN,2002,2,0
OMN,2003,3,0
OMN,2004,3,0
OMN,2005,3,0
OMN,2006,3,0
OMN,2007,3,0
OMN,2008,3,0
OMN,2009,4,1
OMN,2010,4,1
OMN,2011,4,1
OMN,2012,4,1
OMN,2013,5,2
OMN,2014,5,2
OMN,2015,5,2
OMN,2016,5,2
OMN,2017,5,2
OMN,2018,5,2
OMN,2019,5,2
OMN,2020,5,2
OMN,2021,5,2
OMN,2022,5,2
OMN,2023,5,2
PAK,1973,1,0
PAK,1974,1,0
PAK,1975,1,0
PAK,1976,1,0
PAK,1977,1,0
PAK,1978,1,0
PAK,1979,1,0
PAK,1980,1,0
PAK,1981,1,0
PAK,1982,1,0
PAK,1983,1,0
PAK,1984,1,0
PAK,1985,2,0
PAK,1986,2,0
PAK,1987,2,0
PAK,1988,2,0
PAK,1989,3,0
PAK,1990,3,0
PAK,1991,3,0
PAK,1992,3,0
PAK,1993,3,0
PAK,1994,3,0
PAK,1995,4,0
PAK,1996,4,0
PAK,1997,4,0
PAK,1998,4,0
PAK,1999,4,0
PAK,2000,4,0
PAK,2001,4,0
PAK,2002,4,0
PAK,2003,4,0
PAK,2004,4,0
PAK,2005,5,0
PAK,2006,6,0
PAK,2007,8,0
PAK,2008,9,1
PAK,2009,9,2
PAK,2010,9,2
PAK,2011,9,2
PAK,2012,9,2
PAK,2013,10,2
PAK,2014,10,2
PAK,2015,10,2
PAK,2016,10,2
PAK,2017,10,2
PAK,2018,10,2
PAK,2019,10,2
PAK,2020,10,2
PAK,2021,10,2
PAK,2022,10,2
PAK,2023,10,2
PAN,1987,1,0
PAN,1988,1,0
PAN,1989,1,0
PAN,1990,1,0
PAN,1991,1,0
PAN,1992,1,0
PAN,1993,1,0
PAN,1994,1,0
PAN,1995,1,0
PAN,1996,1,0
PAN,1997,1,0
PAN,1998,1,0
PAN,1999,1,0
PAN,2000,1,0
PAN,2001,1,0
PAN,2002,1,0
PAN,2003,2,1
PAN,2004,3,2
PAN,2005,3,2
PAN,2006,4,3
PAN,2007,4,3
PAN,2008,6,5
PAN,2009,9,8
PAN,2010,9,8
PAN,2011,9,8
PAN,2012,12,10
PAN,2013,15,12
PAN,2014,16,13
PAN,2015,17,14
PAN,2016,17,14
PAN,2017,17,14
PAN,2018,17,14
PAN,2019,17,14
PAN,2020,17,14
PAN,2021,18,15
PAN,2022,18,15
PAN,2023,18,15
PCI,1981,1,0
PCI,1982,1,0
PCI,1983,1,0
PCI,1984,1,0
PCI,1985,1,0
PCI,1986,1,0
PCN,1958,1,0
PCN,1959,1,0
PCN,1960,1,0
PCN,1961,1,0
PCN,1962,1,0
PCN,1963,1,0
PCN,1964,1,0
PCN,1965,1,0
PCN,1966,1,0
PCN,1967,1,0
PCN,1968,1,0
PCN,1969,1,0
PCN,1970,1,0
PCN,1971,1,0
PCN,1972,1,0
PCN,1973,1,0
PCN,1974,1,0
PCN,1975,1,0
PCN,1976,1,0
PCN,1977,1,0
PCN,1978,1,0
PCN,1979,1,0
PCN,1980,1,0
PCN,1981,1,0
PCN,1982,1,0
PCN,1983,1,0
PCN,1984,1,0
PCN,1985,1,0
PCN,1986,1,0
PCN,1987,1,0
PCN,1988,1,0
PCN,1989,1,0
PCN,1990,1,0
PCN,1991,1,0
PCN,1992,1,0
PCN,1993,1,0
PCN,1994,1,0
PCN,1995,1,0
PCN,1996,1,0
PCN,1997,1,0
PCN,1998,1,0
PCN,1999,1,0
PCN,2000,1,0
PCN,2001,1,0
PCN,2002,1,0
PCN,2003,1,0
PCN,2004,1,0
PCN,2005,1,0
PCN,2006,1,0
PCN,2007,1,0
PCN,2008,1,0
PCN,2009,1,0
PCN,2010,1,0
PCN,2011,1,0
PCN,2012,1,0
PCN,2013,1,0
PCN,2014,1,0
PCN,2015,1,0
PCN,2016,1,0
PCN,2017,1,0
PCN,2018,1,0
PCN,2019,1,0
PCN,2020,1,0
PCN,2021,1,0
PCN,2022,1,0
PCN,2023,1,0
PER,1961,1,0
PER,1962,1,0
PER,1963,1,0
PER,1964,1,0
PER,1965,1,0
PER,1966,1,0
PER,1967,1,0
PER,1968,1,0
PER,1969,1,0
PER,1970,1,0
PER,1971,1,0
PER,1972,1,0
PER,1973,2,0
PER,1974,2,0
PER,1975,2,0
PER,1976,2,0
PER,1977,2,0
PER,1978,2,0
PER,1979,2,0
PER,1980,1,0
PER,1981,2,0
PER,1982,2,0
PER,1983,2,0
PER,1984,2,0
PER,1985,2,0
PER,1986,2,0
PER,1987,2,0
PER,1988,3,0
PER,1989,4,0
PER,1990,4,0
PER,1991,4,0
PER,1992,4,0
PER,1993,4,0
PER,1994,4,0
PER,1995,4,0
PER,1996,4,0
PER,1997,4,0
PER,1998,4,0
PER,1999,4,0
PER,2000,4,0
PER,2001,4,0
PER,2002,4,0
PER,2003,4,0
PER,2004,4,0
PER,2005,4,0
PER,2006,4,0
PER,2007,4,0
PER,2008,4,0
PER,2009,8,4
PER,2010,9,5
PER,2011,11,6
PER,2012,14,9
PER,2013,16,11
PER,2014,16,11
PER,2015,16,11
PER,2016,17,12
PER,2017,18,13
PER,2018,18,13
PER,2019,18,13
PER,2020,19,14
PER,2021,21,16
PER,2022,21,16
PER,2023,21,16
PHL,1973,1,0
PHL,1974,1,0
PHL,1975,1,0
PHL,1976,1,0
PHL,1977,1,0
PHL,1978,1,0
PHL,1979,1,0
PHL,1980,1,0
PHL,1981,1,0
PHL,1982,1,0
PHL,1983,1,0
PHL,1984,1,0
PHL,1985,1,0
PHL,1986,1,0
PHL,1987,1,0
PHL,1988,1,0
PHL,1989,1,0
PHL,1990,1,0
PHL,1991,1,0
PHL,1992,3,0
PHL,1993,3,0
PHL,1994,3,0
PHL,1995,3,0
PHL,1996,3,0
PHL,1997,3,0
PHL,1998,4,1
PHL,1999,4,1
PHL,2000,4,1
PHL,2001,4,1
PHL,2002,4,1
PHL,2003,4,1
PHL,2004,4,1
PHL,2005,5,1
PHL,2006,5,1
PHL,2007,5,2
PHL,2008,7,3
PHL,2009,8,3
PHL,2010,12,5
PHL,2011,8,4
PHL,2012,8,4
PHL,2013,8,4
PHL,2014,8,4
PHL,2015,8,5
PHL,2016,8,5
PHL,2017,8,5
PHL,2018,9,6
PHL,2019,9,6
PHL,2020,11,7
PHL,2021,12,8
PHL,2022,12,8
PHL,2023,12,8
PNG,1977,1,0
PNG,1978,1,0
PNG,1979,1,0
PNG,1980,1,0
PNG,1981,2,0
PNG,1982,2,0
PNG,1983,2,0
PNG,1984,2,0
PNG,1985,2,0
PNG,1986,2,0
PNG,1987,2,0
PNG,1988,2,0
PNG,1989,2,0
PNG,1990,2,0
PNG,1991,2,0
PNG,1992,2,0
PNG,1993,2,0
PNG,1994,3,0
PNG,1995,3,0
PNG,1996,3,0
PNG,1997,3,0
PNG,1998,3,0
PNG,1999,3,0
PNG,2000,3,0
PNG,2001,3,0
PNG,2002,3,0
PNG,2003,4,0
PNG,2004,4,0
PNG,2005,4,0
PNG,2006,4,0
PNG,2007,4,0
PNG,2008,4,0
PNG,2009,5,0
PNG,2010,5,0
PNG,2011,5,0
PNG,2012,5,0
PNG,2013,5,0
PNG,2014,5,0
PNG,2015,5,0
PNG,2016,5,0
PNG,2017,5,0
PNG,2018,5,0
PNG,2019,5,0
PNG,2020,5,0
PNG,2021,6,0
PNG,2022,6,0
PNG,2023,6,0
POL,1978,1,0
POL,1979,1,0
POL,1980,1,0
POL,1981,1,0
POL,1982,1,0
POL,1983,1,0
POL,1984,1,0
POL,1985,1,0
POL,1986,1,0
POL,1987,1,0
POL,1988,1,0
POL,1989,1,0
POL,1990,1,0
POL,1991,1,0
POL,1992,2,0
POL,1993,4,0
POL,1994,4,1
POL,1995,3,1
POL,1996,3,1
POL,1997,3,1
POL,1998,6,1
POL,1999,7,1
POL,2000,8,1
POL,2001,8,1
POL,2002,8,1
POL,2003,8,1
POL,2004,45,14
POL,2005,27,8
POL,2006,27,8
POL,2007,25,6
POL,2008,28,7
POL,2009,29,8
POL,2010,30,9
POL,2011,31,10
POL,2012,32,10
POL,2013,34,13
POL,2014,37,15
POL,2015,37,16
POL,2016,40,16
POL,2017,41,17
POL,2018,42,18
POL,2019,44,20
POL,2020,45,21
POL,2021,46,22
POL,2022,46,22
POL,2023,46,22
PRK,1989,1,0
PRK,1990,1,0
PRK,1991,1,0
PRK,1992,1,0
PRK,1993,1,0
PRK,1994,1,0
PRK,1995,1,0
PRK,1996,1,0
PRK,1997,1,0
PRK,1998,1,0
PRK,1999,1,0
PRK,2000,1,0
PRK,2001,1,0
PRK,2002,1,0
PRK,2003,1,0
PRK,2004,1,0
PRK,2005,1,0
PRK,2006,1,0
PRK,2007,1,0
PRK,2008,1,0
PRK,2009,1,0
PRK,2010,1,0
PRK,2011,1,0
PRK,2012,1,0
PRK,2013,1,0
PRK,2014,1,0
PRK,2015,1,0
PRK,2016,1,0
PRK,2017,1,0
PRK,2018,1,0
PRK,2019,1,0
PRK,2020,1,0
PRK,2021,1,0
PRK,2022,1,0
PRK,2023,1,0
PRT,1960,1,0
PRT,1961,2,0
PRT,1962,2,0
PRT,1963,2,0
PRT,1964,2,0
PRT,1965,2,0
PRT,1966,2,0
PRT,1967,2,0
PRT,1968,2,0
PRT,1969,2,0
PRT,1970,2,0
PRT,1971,2,0
PRT,1972,2,0
PRT,1973,3,0
PRT,1974,3,0
PRT,1975,3,0
PRT,1976,3,0
PRT,1977,3,0
PRT,1978,3,0
PRT,1979,3,0
PRT,1980,4,0
PRT,1981,4,0
PRT,1982,4,0
PRT,1983,4,0
PRT,1984,4,0
PRT,1985,4,0
PRT,1986,21,1
PRT,1987,21,1
PRT,1988,21,1
PRT,1989,21,1
PRT,1990,21,1
PRT,1991,22,1
PRT,1992,25,1
PRT,1993,27,1
PRT,1994,30,4
PRT,1995,33,11
PRT,1996,29,11
PRT,1997,30,11
PRT,1998,31,11
PRT,1999,31,12
PRT,2000,35,13
PRT,2001,34,13
PRT,2002,37,13
PRT,2003,38,13
PRT,2004,38,14
PRT,2005,27,8
PRT,2006,27,8
PRT,2007,25,6
PRT,2008,28,7
PRT,2009,29,8
PRT,2010,30,9
PRT,2011,31,10
PRT,2012,32,10
PRT,2013,34,13
PRT,2014,37,15
PRT,2015,37,16
PRT,2016,40,16
PRT,2017,41,17
PRT,2018,42,18
PRT,2019,44,20
PRT,2020,45,21
PRT,2021,46,22
PRT,2022,46,22
PRT,2023,46,22
PRY,1961,1,0
PRY,1962,1,0
PRY,1963,1,0
PRY,1964,1,0
PRY,1965,1,0
PRY,1966,1,0
PRY,1967,1,0
PRY,1968,1,0
PRY,1969,1,0
PRY,1970,1,0
PRY,1971,1,0
PRY,1972,1,0
PRY,1973,2,0
PRY,1974,2,0
PRY,1975,2,0
PRY,1976,2,0
PRY,1977,2,0
PRY,1978,2,0
PRY,1979,2,0
PRY,1980,1,0
PRY,1981,2,0
PRY,1982,2,0
PRY,1983,2,0
PRY,1984,3,0
PRY,1985,3,0
PRY,1986,3,0
PRY,1987,3,0
PRY,1988,3,0
PRY,1989,3,0
PRY,1990,3,0
PRY,1991,4,0
PRY,1992,4,0
PRY,1993,4,0
PRY,1994,4,0
PRY,1995,4,0
PRY,1996,4,0
PRY,1997,4,0
PRY,1998,4,0
PRY,1999,4,0
PRY,2000,4,0
PRY,2001,4,0
PRY,2002,4,0
