ISO3,year,gP,gN,gS,gP_noCN,sCN
CHL,1997,0.039259502537449815,0.017158115208624626,0.022101387328825193,0.03758914997003099,0.018221924270626404
CHL,1998,0.015980948813067407,0.013503317405253549,0.0024776314078138613,0.014200029452407763,0.023059540047594643
CHL,1999,0.026048657208664103,0.015373120309885274,0.010675536898778825,0.02406016954479083,0.02773656263257709
CHL,2000,0.03961292920868725,0.021990892975142295,0.017622036233544955,0.03731950780158258,0.027177299181868925
CHL,2001,0.012812342498432525,0.007813333433037561,0.004999009065394964,0.010096778118269516,0.03489679118935662
CHL,2002,0.016617785086505958,0.0077624996540478445,0.008855285432458114,0.012834028577738282,0.04348576749013707
CHL,2003,0.027193807453249348,0.010902511338307712,0.016291296114941636,0.021602324116775738,0.05978529893590216
CHL,2004,0.04235476617875346,0.01537120583960538,0.02698356033914808,0.035221634865932244,0.07297897045676775
CHL,2005,0.041514502912084444,0.014928156209296816,0.02658634670278763,0.031997825907930634,0.08862388070589401
CHL,2006,0.04608887414214387,0.014120564217748838,0.03196830992439504,0.03363648454189348,0.10394211092816276
CHL,2007,0.045778922057051016,0.01250290230369696,0.03327601975335406,0.03197119049297971,0.10403293688946047
CHL,2008,0.0243668751371518,1.394057077415547e-05,0.024352934566377642,0.013008982914450561,0.12046668890815021
CHL,2009,-0.01013339130926846,-0.020417600490936296,0.010284209181667833,-0.021257167432388462,0.12567843270129886
CHL,2010,0.05201219634345638,0.01169669627344515,0.04031550007001123,0.03440689090333621,0.17492735179666455
CHL,2011,0.04084880385777477,0.005813793378873208,0.03503501047890156,0.02208938497974122,0.2051684999191178
CHL,2012,0.03222482937145311,0.0028013028306708163,0.029423526540782292,0.014032591473092984,0.23749225760148995
CHL,2013,0.03498564357161032,0.004468279978420291,0.03051736359319003,0.01737569115572167,0.23639644776440352
CHL,2014,0.0341088671717162,0.007131209358319245,0.026977657813396946,0.016837376934934915,0.23843422173538653
CHL,2015,0.03209043344520646,0.008360243439723868,0.02373019000548258,0.0156860458554461,0.24287488148081982
CHL,2016,0.029226520352643875,0.0060377820001669144,0.023188738352476965,0.01255918756753269,0.2525780243510369
CHL,2017,0.037287816316610975,0.009093007667216465,0.028194808649394505,0.019554701382432635,0.26468074581514217
CHL,2018,0.03509110593196344,0.008068627316724725,0.027022478615238724,0.01714482554637687,0.27536101165845206
CHL,2019,0.028502881162255658,0.005688277671148869,0.022814603491106783,0.011191743134288622,0.2993992823165677
CHL,2020,-0.025054565303268654,-0.016614427362633605,-0.00844013794063505,-0.031980010453233974,0.3116322064277689
CHL,2021,0.06649239699161741,0.01870659443789688,0.04778580255372053,0.038089057599136986,0.3496852638724002
CHL,2022,0.03144842234313551,0.009256920992733458,0.022191501350402057,0.019404335995783076,0.36621670855627614
CHL,2023,0.03189755485162932,0.0069793592390522945,0.024918195612577028,0.01322469839758264,0.39018823534733205
CHN,1991,0.031100735208284783,0.006802875103683569,0.024297860104601218,0.031100735208284786,0.0
CHN,1992,0.034816727841702505,0.005565199302166134,0.02925152853953637,0.034816727841702505,0.0
CHN,1993,0.037645563166885214,0.0034909266454308083,0.03415463652145441,0.037645563166885214,0.0
CHN,1994,0.04022249896229626,0.009723974589399163,0.030498524372897098,0.04022249896229626,0.0
CHN,1995,0.02951464901460803,0.012114650131245415,0.017399998883362616,0.02951464901460803,0.0
CHN,1996,0.03758458462492904,0.015254273285742019,0.022330311339187024,0.03758458462492904,0.0
CHN,1997,0.03749006725336052,0.014046968254574799,0.02344309899878573,0.03749006725336053,0.0
CHN,1998,-0.005673827591119925,0.011033200193645665,-0.016707027784765585,-0.005673827591119927,0.0
CHN,1999,0.031621192174136746,0.013800877067092826,0.01782031510704392,0.031621192174136746,0.0
CHN,2000,0.050177493071260404,0.01908803142340156,0.03108946164785885,0.0501774930712604,0.0
CHN,2001,0.012721968462667987,0.005878205758039304,0.0068437627046286816,0.012721968462667987,0.0
CHN,2002,0.021643003300880842,0.007270875952004234,0.014372127348876612,0.021643003300880842,0.0
CHN,2003,0.027623278518188035,0.010426626499442357,0.017196652018745675,0.02762327851818803,0.0
CHN,2004,0.0479364866966901,0.014804248153654243,0.03313223854303586,0.0479364866966901,0.0
CHN,2005,0.04287747775088459,0.014982337536873915,0.02789514021401067,0.04287747775088459,0.0
CHN,2006,0.043389260908637095,0.013690626771043862,0.029698634137593237,0.043389260908637095,0.0
CHN,2007,0.04111421492613311,0.012089424800277394,0.029024790125855716,0.04111421492613311,0.0
CHN,2008,0.015124994967189569,3.129849272643334e-05,0.015093696474463136,0.015124994967189567,0.0
CHN,2009,-0.02272239043898009,-0.018173172024273144,-0.004549218414706949,-0.022722390438980097,0.0
CHN,2010,0.04546651403194667,0.012681760667098396,0.03278475336484827,0.04546651403194667,0.0
CHN,2011,0.03176882643284032,0.0074258269891098625,0.024342999443730456,0.03176882643284032,0.0
CHN,2012,0.02355535398744426,0.005526208391623034,0.01802914559582123,0.023555353987444263,0.0
CHN,2013,0.025311619153996198,0.005687285522056669,0.019624333631939533,0.025311619153996198,0.0
CHN,2014,0.0275980504492934,0.008716134486596718,0.01888191596269668,0.0275980504492934,0.0
CHN,2015,0.025516668113390935,0.009029589418902233,0.016487078694488698,0.02551666811339093,0.0
CHN,2016,0.024830145591462256,0.006692069237070733,0.018138076354391523,0.024830145591462256,0.0
CHN,2017,0.032546681731894136,0.0103068950821317,0.022239786649762443,0.032546681731894136,0.0
CHN,2018,0.029799785741517162,0.009461779747491697,0.020338005994025465,0.02979978574151717,0.0
CHN,2019,0.018413951473641332,0.0074723574564607995,0.010941594017180534,0.018413951473641332,0.0
CHN,2020,-0.042452097808350575,-0.017888237798588932,-0.024563860009761643,-0.042452097808350575,0.0
CHN,2021,0.0551187224518631,0.023400595696366426,0.03171812675549667,0.0551187224518631,0.0
CHN,2022,0.029200647606229348,0.011864419848613517,0.017336227757615827,0.029200647606229355,0.0
CHN,2023,0.026677899776272027,0.007718337413350927,0.018959562362921102,0.02667789977627203,0.0
CIV,1991,0.02313544234154038,0.011650663665601881,0.011484778675938495,0.023079949052880605,0.0006201012693348137
CIV,1992,0.0021903576272829573,0.008587319514316674,-0.006396961887033716,0.0021047891423092917,0.000640229189455053
CIV,1993,0.0053709104970054425,0.0018615093945996964,0.0035094011024057467,0.005288911688936217,0.0006307221228724244
CIV,1994,0.026516816614381107,0.016521121255199125,0.009995695359181985,0.02643676367267913,0.0006426333352959376
CIV,1995,0.028304661259654803,0.016664145415583212,0.01164051584407159,0.028225551343168613,0.0007796426270294046
CIV,1996,0.031337164951933255,0.013834348701941128,0.01750281624999212,0.03122266502452077,0.0012430067665214822
CIV,1997,0.03591110706288202,0.021054427671319455,0.014856679391562565,0.03571711490417395,0.0021162660470753786
CIV,1998,0.03473772341817456,0.023238187605787674,0.011499535812386887,0.03446748528597771,0.003499073102036522
CIV,1999,0.0347185434199776,0.02288198420344413,0.011836559216533468,0.034402437856848975,0.004409221092750043
CIV,2000,0.03699004785347433,0.024957308513057563,0.012032739340416765,0.03665848477093509,0.003929059467185929
CIV,2001,0.032851845716423037,0.011196205232324325,0.021655640484098716,0.03265628890976712,0.0025130337904635115
CIV,2002,0.024810015026805056,0.006218864609449409,0.01859115041735565,0.02467979909532881,0.0014965391421373334
CIV,2003,0.029906403086508677,0.006603523765313586,0.02330287932119509,0.029752780391068677,0.0016425657052949044
CIV,2004,0.0382682033118149,0.013323886596699109,0.024944316715115794,0.03774343520689712,0.005368895418567827
CIV,2005,0.03546087272221343,0.014159482207725196,0.021301390514488233,0.03461848323666799,0.007844736691420015
CIV,2006,0.040911907187419494,0.018008405403534936,0.02290350178388456,0.03960568258582933,0.010903268111114231
CIV,2007,0.04009819108276835,0.015181332531182201,0.024916858551586152,0.038590355805908846,0.011360630199778721
CIV,2008,0.02749519136420501,0.0028560192010899468,0.024639172163115064,0.02655490386900484,0.009973093506038085
