检验,内容,预测,估计,SE,原始p,N,区域年份FE估计,区域年份FE_p,同样本不加控制,同样本不加控制_p,Holm调整p,判定
E1,南北差异 θ_S − θ_N,< 0,-0.3976619357082758,0.21453440971051413,0.06379577103602001,3329,-0.4064643134943471,0.054902785940696044,-0.3899360488118687,0.0715620398365615,0.06379577103602001,不显著
E2,南南联动 θ_S,> 0,0.5180977436634894,0.14911965665195873,0.0005120431278367847,3329,0.13671598829988593,0.19491216474167739,0.5286502032473188,0.0004658420897331696,0.0010240862556735693,支持（区域×年份 FE 下不成立）
E3,总体联动 θ（L1）,> 0,0.5533213374268544,0.14709706349905446,0.00016882519902874137,3329,0.16528086526046265,0.12025892269307073,0.5628216689865267,0.0001505025432510015,0.0005064755970862242,支持（区域×年份 FE 下不成立）
