检验,预测方向,估计,原始p,编纂说方向,区域年份FE估计,区域年份FE_p
E3a,编纂说 C<0,0.004387697599981617,0.8101048141809923,False,0.056089174712972326,0.055288919682622284
E3b,编纂说 C>0,-0.05788930839115706,0.2790925606265917,False,-0.01628764878579994,0.7367808251340768
