ISO3,year,D_bb_le,D_bb_ac,D_all_le,D_max_bb,n_pta
DMA,2003,5,8,12,5,1
DMA,2004,5,8,12,5,1
DMA,2005,5,8,12,5,1
DMA,2006,5,8,12,5,1
DMA,2007,5,8,12,5,1
DMA,2008,11,11,22,11,2
DMA,2009,11,11,22,11,2
DMA,2010,11,11,22,11,2
DMA,2011,11,11,22,11,2
DMA,2012,11,11,22,11,2
DMA,2013,11,11,22,11,2
DMA,2014,11,11,22,11,2
DMA,2015,11,11,22,11,2
DMA,2016,11,11,22,11,2
DMA,2017,11,11,22,11,2
DMA,2018,11,11,22,11,2
DMA,2019,11,11,22,11,2
DMA,2020,11,11,22,11,2
DMA,2021,11,11,25,11,3
DMA,2022,11,11,25,11,3
DMA,2023,11,11,25,11,3
DNK,1958,0,0,0,0,0
DNK,1959,0,0,0,0,0
DNK,1960,11,11,20,11,1
DNK,1961,11,11,20,11,1
DNK,1962,11,11,20,11,1
DNK,1963,11,11,20,11,1
DNK,1964,11,11,20,11,1
DNK,1965,11,11,20,11,1
DNK,1966,11,11,20,11,1
DNK,1967,11,11,20,11,1
DNK,1968,11,11,20,11,1
DNK,1969,11,11,20,11,1
DNK,1970,11,11,20,11,1
DNK,1971,11,11,20,11,1
DNK,1972,11,11,20,11,1
DNK,1973,12,12,36,10,5
DNK,1974,12,12,36,10,5
DNK,1975,12,12,36,10,5
DNK,1976,12,12,36,10,5
DNK,1977,12,12,36,10,6
DNK,1978,12,12,36,10,6
DNK,1979,12,12,36,10,6
DNK,1980,12,12,36,10,6
DNK,1981,12,12,37,10,6
DNK,1982,12,12,37,10,6
DNK,1983,12,12,37,10,6
DNK,1984,12,12,37,10,6
DNK,1985,12,12,37,10,6
DNK,1986,12,12,36,11,6
DNK,1987,12,12,36,11,6
DNK,1988,12,12,36,11,6
DNK,1989,12,12,36,11,6
DNK,1990,12,12,36,11,6
DNK,1991,12,12,36,11,7
DNK,1992,12,12,36,11,7
DNK,1993,12,12,36,11,7
DNK,1994,12,12,43,11,8
DNK,1995,12,12,43,11,8
DNK,1996,12,12,43,11,9
DNK,1997,12,12,43,11,11
DNK,1998,12,12,43,11,12
DNK,1999,12,12,43,11,12
DNK,2000,12,12,43,11,16
DNK,2001,12,12,43,11,17
DNK,2002,12,12,43,11,19
DNK,2003,12,12,43,11,21
DNK,2004,12,12,44,11,22
DNK,2005,12,12,44,11,23
DNK,2006,12,12,44,11,24
DNK,2007,12,12,43,12,24
DNK,2008,12,12,43,12,27
DNK,2009,12,12,43,12,28
DNK,2010,12,12,43,12,29
DNK,2011,12,12,43,12,30
DNK,2012,12,12,43,12,31
DNK,2013,12,12,45,11,33
DNK,2014,12,12,45,11,36
DNK,2015,12,12,45,11,36
DNK,2016,12,12,46,11,40
DNK,2017,12,12,46,11,42
DNK,2018,12,12,46,11,44
DNK,2019,12,12,47,11,47
DNK,2020,12,12,47,11,49
DNK,2021,12,12,49,11,50
DNK,2022,12,12,49,11,50
DNK,2023,12,12,49,11,50
DOM,1958,0,0,0,0,0
DOM,1959,0,0,0,0,0
DOM,1960,0,0,0,0,0
DOM,1961,0,0,0,0,0
DOM,1962,0,0,0,0,0
DOM,1963,0,0,0,0,0
DOM,1964,0,0,0,0,0
DOM,1965,0,0,0,0,0
DOM,1966,0,0,0,0,0
DOM,1967,0,0,0,0,0
DOM,1968,0,0,0,0,0
DOM,1969,0,0,0,0,0
DOM,1970,0,0,0,0,0
DOM,1971,0,0,0,0,0
DOM,1972,0,0,0,0,0
DOM,1973,0,0,0,0,0
DOM,1974,0,0,0,0,0
DOM,1975,0,0,0,0,0
DOM,1976,0,0,0,0,0
DOM,1977,0,0,0,0,0
DOM,1978,0,0,0,0,0
DOM,1979,0,0,0,0,0
DOM,1980,0,0,0,0,0
DOM,1981,0,0,0,0,0
DOM,1982,0,0,0,0,0
DOM,1983,0,0,0,0,0
DOM,1984,0,0,0,0,0
DOM,1985,0,0,0,0,0
DOM,1986,0,0,0,0,0
DOM,1987,0,0,0,0,0
DOM,1988,0,0,0,0,0
DOM,1989,0,0,0,0,0
DOM,1990,0,0,0,0,0
DOM,1991,0,0,0,0,0
DOM,1992,0,0,0,0,0
DOM,1993,0,0,0,0,0
DOM,1994,0,0,0,0,0
DOM,1995,0,0,0,0,0
DOM,1996,0,0,0,0,0
DOM,1997,0,0,0,0,0
DOM,1998,0,0,0,0,0
DOM,1999,0,0,0,0,0
DOM,2000,0,0,0,0,0
DOM,2001,9,10,14,9,1
DOM,2002,9,10,14,9,1
DOM,2003,9,10,14,9,2
DOM,2004,9,10,14,9,2
DOM,2005,9,10,14,9,2
DOM,2006,9,10,14,9,2
DOM,2007,10,11,19,9,3
DOM,2008,12,12,22,11,4
DOM,2009,12,12,22,11,4
DOM,2010,12,12,22,11,4
DOM,2011,12,12,22,11,4
DOM,2012,12,12,22,11,4
DOM,2013,12,12,22,11,4
DOM,2014,12,12,22,11,4
DOM,2015,12,12,22,11,4
DOM,2016,12,12,22,11,4
DOM,2017,12,12,22,11,4
DOM,2018,12,12,22,11,4
DOM,2019,12,12,22,11,4
DOM,2020,12,12,22,11,4
DOM,2021,12,12,26,11,5
DOM,2022,12,12,26,11,5
DOM,2023,12,12,26,11,5
DZA,1958,0,0,0,0,0
DZA,1959,0,0,0,0,0
DZA,1960,0,0,0,0,0
DZA,1961,0,0,0,0,0
DZA,1962,0,0,0,0,0
DZA,1963,0,0,0,0,0
DZA,1964,0,0,0,0,0
DZA,1965,0,0,0,0,0
DZA,1966,0,0,0,0,0
DZA,1967,0,0,0,0,0
DZA,1968,0,0,0,0,0
DZA,1969,0,0,0,0,0
DZA,1970,0,0,0,0,0
DZA,1971,0,0,0,0,0
DZA,1972,0,0,0,0,0
DZA,1973,0,0,0,0,0
DZA,1974,0,0,0,0,0
DZA,1975,0,0,0,0,0
DZA,1976,0,0,0,0,0
DZA,1977,0,0,0,0,0
DZA,1978,0,0,0,0,0
DZA,1979,0,0,0,0,0
DZA,1980,0,0,0,0,0
DZA,1981,0,0,0,0,0
DZA,1982,0,0,0,0,0
DZA,1983,0,0,0,0,0
DZA,1984,0,0,0,0,0
DZA,1985,0,0,0,0,0
DZA,1986,0,0,0,0,0
DZA,1987,0,0,0,0,0
DZA,1988,0,0,0,0,0
DZA,1989,0,0,3,0,1
DZA,1990,0,0,3,0,1
DZA,1991,0,0,3,0,1
DZA,1992,0,0,3,0,1
DZA,1993,0,0,3,0,1
DZA,1994,0,0,3,0,1
DZA,1995,0,0,3,0,1
DZA,1996,0,0,3,0,1
DZA,1997,0,0,3,0,1
DZA,1998,0,0,3,0,1
DZA,1999,0,0,3,0,1
DZA,2000,0,0,3,0,1
DZA,2001,0,0,3,0,1
DZA,2002,0,0,3,0,1
DZA,2003,0,0,3,0,1
DZA,2004,0,0,3,0,1
DZA,2005,5,7,14,5,2
DZA,2006,5,7,14,5,2
DZA,2007,5,7,14,5,2
DZA,2008,5,7,14,5,2
DZA,2009,5,7,14,5,2
DZA,2010,5,7,14,5,2
DZA,2011,5,7,14,5,2
DZA,2012,5,7,14,5,2
DZA,2013,5,7,14,5,2
DZA,2014,5,7,14,5,2
DZA,2015,5,7,14,5,2
DZA,2016,5,7,14,5,2
DZA,2017,5,7,14,5,2
DZA,2018,5,7,14,5,2
DZA,2019,7,10,16,5,3
DZA,2020,7,10,16,5,3
DZA,2021,7,10,16,5,3
DZA,2022,7,10,16,5,3
DZA,2023,7,10,16,5,3
ECU,1958,0,0,0,0,0
ECU,1959,0,0,0,0,0
ECU,1960,0,0,0,0,0
ECU,1961,0,0,0,0,0
ECU,1962,0,0,0,0,0
ECU,1963,0,0,0,0,0
ECU,1964,0,0,0,0,0
ECU,1965,0,0,0,0,0
ECU,1966,0,0,0,0,0
ECU,1967,0,0,0,0,0
ECU,1968,0,0,0,0,0
ECU,1969,0,0,0,0,0
ECU,1970,0,0,0,0,0
ECU,1971,0,0,0,0,0
ECU,1972,0,0,0,0,0
ECU,1973,0,0,0,0,0
ECU,1974,0,0,0,0,0
ECU,1975,0,0,0,0,0
ECU,1976,0,0,0,0,0
ECU,1977,0,0,0,0,0
ECU,1978,0,0,0,0,0
ECU,1979,0,0,0,0,0
ECU,1980,0,0,0,0,0
ECU,1981,0,0,0,0,1
ECU,1982,0,0,0,0,1
ECU,1983,0,0,2,0,2
ECU,1984,0,0,2,0,2
ECU,1985,0,0,2,0,2
ECU,1986,0,0,2,0,2
ECU,1987,0,0,2,0,2
ECU,1988,1,3,6,1,3
ECU,1989,1,3,7,1,4
ECU,1990,1,3,7,1,4
ECU,1991,1,3,7,1,4
ECU,1992,1,3,7,1,4
ECU,1993,1,3,7,1,4
ECU,1994,1,3,7,1,4
ECU,1995,1,3,7,1,4
ECU,1996,1,3,7,1,4
ECU,1997,1,3,7,1,4
ECU,1998,1,3,7,1,4
ECU,1999,1,3,7,1,5
ECU,2000,1,3,7,1,5
ECU,2001,1,3,7,1,5
ECU,2002,1,3,7,1,5
ECU,2003,1,3,7,1,5
ECU,2004,1,3,7,1,5
ECU,2005,1,3,7,1,5
ECU,2006,1,3,7,1,5
ECU,2007,1,3,7,1,5
ECU,2008,1,3,7,1,5
ECU,2009,1,3,7,1,5
ECU,2010,1,3,7,1,5
ECU,2011,1,3,7,1,5
ECU,2012,1,3,7,1,5
ECU,2013,1,3,7,1,5
ECU,2014,1,3,7,1,5
ECU,2015,1,3,7,1,5
ECU,2016,1,3,7,1,5
ECU,2017,9,11,20,8,8
ECU,2018,9,11,20,8,8
ECU,2019,9,11,20,8,8
ECU,2020,11,11,27,10,9
ECU,2021,11,11,29,10,10
ECU,2022,11,11,29,10,10
ECU,2023,11,11,29,10,10
EGY,1958,0,0,0,0,0
EGY,1959,0,0,0,0,0
EGY,1960,0,0,0,0,0
EGY,1961,0,0,0,0,0
EGY,1962,0,0,0,0,0
EGY,1963,0,0,0,0,0
EGY,1964,0,0,0,0,0
EGY,1965,0,0,0,0,0
EGY,1966,0,0,0,0,0
EGY,1967,0,0,0,0,0
EGY,1968,0,0,0,0,0
EGY,1969,0,0,0,0,0
EGY,1970,0,0,0,0,0
EGY,1971,0,0,0,0,0
EGY,1972,0,0,0,0,0
EGY,1973,0,0,2,0,1
EGY,1974,0,0,2,0,1
EGY,1975,0,0,2,0,1
EGY,1976,0,0,2,0,1
EGY,1977,0,0,2,0,1
EGY,1978,0,0,2,0,1
EGY,1979,0,0,2,0,1
EGY,1980,0,0,2,0,1
EGY,1981,0,0,2,0,1
EGY,1982,0,0,2,0,1
EGY,1983,0,0,2,0,1
EGY,1984,0,0,2,0,1
EGY,1985,0,0,2,0,1
EGY,1986,0,0,2,0,1
EGY,1987,0,0,2,0,1
EGY,1988,0,0,2,0,1
EGY,1989,0,0,3,0,2
EGY,1990,0,0,3,0,2
EGY,1991,0,0,3,0,2
EGY,1992,0,0,3,0,2
EGY,1993,0,0,3,0,2
EGY,1994,0,0,3,0,2
EGY,1995,0,0,3,0,2
EGY,1996,0,0,3,0,2
EGY,1997,0,0,3,0,2
EGY,1998,0,0,3,0,3
EGY,1999,5,7,12,5,5
EGY,2000,5,7,12,5,5
EGY,2001,5,7,12,5,5
EGY,2002,5,7,12,5,5
EGY,2003,5,7,12,5,5
EGY,2004,8,11,16,6,6
EGY,2005,8,11,16,6,6
EGY,2006,8,11,16,6,6
EGY,2007,10,11,18,8,9
EGY,2008,10,11,18,8,9
EGY,2009,10,11,18,8,10
EGY,2010,10,11,18,8,10
EGY,2011,10,11,18,8,10
EGY,2012,10,11,18,8,10
EGY,2013,10,11,18,8,10
EGY,2014,10,11,18,8,10
EGY,2015,10,11,18,8,10
EGY,2016,10,11,18,8,10
EGY,2017,10,11,18,8,11
EGY,2018,10,11,18,8,11
EGY,2019,10,11,18,8,12
EGY,2020,10,11,18,8,12
EGY,2021,10,11,22,8,13
EGY,2022,10,11,22,8,13
EGY,2023,10,11,22,8,13
ERI,1958,0,0,0,0,0
ERI,1959,0,0,0,0,0
ERI,1960,0,0,0,0,0
ERI,1961,0,0,0,0,0
ERI,1962,0,0,0,0,0
ERI,1963,0,0,0,0,0
ERI,1964,0,0,0,0,0
ERI,1965,0,0,0,0,0
ERI,1966,0,0,0,0,0
ERI,1967,0,0,0,0,0
ERI,1968,0,0,0,0,0
ERI,1969,0,0,0,0,0
ERI,1970,0,0,0,0,0
ERI,1971,0,0,0,0,0
ERI,1972,0,0,0,0,0
ERI,1973,0,0,0,0,0
ERI,1974,0,0,0,0,0
ERI,1975,0,0,0,0,0
ERI,1976,0,0,0,0,0
ERI,1977,0,0,0,0,0
ERI,1978,0,0,0,0,0
ERI,1979,0,0,0,0,0
ERI,1980,0,0,0,0,0
ERI,1981,0,0,0,0,0
ERI,1982,0,0,0,0,0
ERI,1983,0,0,0,0,0
ERI,1984,0,0,0,0,0
ERI,1985,0,0,0,0,0
ERI,1986,0,0,0,0,0
ERI,1987,0,0,0,0,0
ERI,1988,0,0,0,0,0
ERI,1989,0,0,0,0,0
ERI,1990,0,0,0,0,0
ERI,1991,0,0,0,0,0
ERI,1992,0,0,0,0,0
ERI,1993,0,0,0,0,0
ERI,1994,5,7,11,5,1
ERI,1995,5,7,11,5,1
ERI,1996,5,7,11,5,1
ERI,1997,5,7,11,5,1
ERI,1998,5,7,11,5,1
ERI,1999,5,7,11,5,2
ERI,2000,5,7,11,5,2
ERI,2001,5,7,11,5,2
ERI,2002,5,7,11,5,2
ERI,2003,5,7,11,5,2
ERI,2004,5,7,11,5,2
ERI,2005,5,7,11,5,2
ERI,2006,5,7,11,5,2
ERI,2007,5,7,11,5,2
ERI,2008,5,7,11,5,2
ERI,2009,5,7,11,5,3
ERI,2010,5,7,11,5,3
ERI,2011,5,7,11,5,3
ERI,2012,5,7,11,5,3
ERI,2013,5,7,11,5,3
ERI,2014,5,7,11,5,3
ERI,2015,5,7,11,5,3
ERI,2016,5,7,11,5,3
ERI,2017,5,7,11,5,3
ERI,2018,5,7,11,5,3
ERI,2019,5,7,11,5,3
ERI,2020,5,7,11,5,3
ERI,2021,5,7,11,5,3
ERI,2022,5,7,11,5,3
ERI,2023,5,7,11,5,3
ESP,1958,0,0,0,0,0
ESP,1959,0,0,0,0,0
ESP,1960,0,0,0,0,0
ESP,1961,0,0,0,0,0
ESP,1962,0,0,0,0,0
ESP,1963,0,0,0,0,0
ESP,1964,0,0,0,0,0
ESP,1965,0,0,0,0,0
ESP,1966,0,0,0,0,0
ESP,1967,0,0,0,0,0
ESP,1968,0,0,0,0,0
ESP,1969,0,0,0,0,0
ESP,1970,0,0,0,0,0
ESP,1971,0,0,0,0,0
ESP,1972,0,0,0,0,0
ESP,1973,0,0,0,0,0
ESP,1974,0,0,0,0,0
ESP,1975,0,0,0,0,0
ESP,1976,0,0,0,0,0
ESP,1977,0,0,0,0,0
ESP,1978,0,0,0,0,0
ESP,1979,0,0,0,0,0
ESP,1980,0,0,0,0,0
ESP,1981,0,0,0,0,0
ESP,1982,0,0,0,0,0
ESP,1983,0,0,0,0,0
ESP,1984,0,0,0,0,0
ESP,1985,0,0,0,0,0
ESP,1986,12,12,36,11,6
ESP,1987,12,12,36,11,6
ESP,1988,12,12,36,11,6
ESP,1989,12,12,36,11,6
ESP,1990,12,12,36,11,6
ESP,1991,12,12,36,11,7
ESP,1992,12,12,36,11,7
ESP,1993,12,12,36,11,7
ESP,1994,12,12,43,11,8
ESP,1995,12,12,43,11,8
ESP,1996,12,12,43,11,9
ESP,1997,12,12,43,11,11
ESP,1998,12,12,43,11,12
ESP,1999,12,12,43,11,12
ESP,2000,12,12,43,11,16
ESP,2001,12,12,43,11,17
ESP,2002,12,12,43,11,19
ESP,2003,12,12,43,11,21
ESP,2004,12,12,44,11,22
ESP,2005,12,12,44,11,23
ESP,2006,12,12,44,11,24
ESP,2007,12,12,43,12,24
ESP,2008,12,12,43,12,27
ESP,2009,12,12,43,12,28
ESP,2010,12,12,43,12,29
ESP,2011,12,12,43,12,30
ESP,2012,12,12,43,12,31
ESP,2013,12,12,45,11,33
ESP,2014,12,12,45,11,36
ESP,2015,12,12,45,11,36
ESP,2016,12,12,46,11,40
ESP,2017,12,12,46,11,42
ESP,2018,12,12,46,11,44
ESP,2019,12,12,47,11,47
ESP,2020,12,12,47,11,49
ESP,2021,12,12,49,11,50
ESP,2022,12,12,49,11,50
ESP,2023,12,12,49,11,50
EST,1958,0,0,0,0,0
EST,1959,0,0,0,0,0
EST,1960,0,0,0,0,0
EST,1961,0,0,0,0,0
EST,1962,0,0,0,0,0
EST,1963,0,0,0,0,0
EST,1964,0,0,0,0,0
EST,1965,0,0,0,0,0
EST,1966,0,0,0,0,0
EST,1967,0,0,0,0,0
EST,1968,0,0,0,0,0
EST,1969,0,0,0,0,0
EST,1970,0,0,0,0,0
EST,1971,0,0,0,0,0
EST,1972,0,0,0,0,0
EST,1973,0,0,0,0,0
EST,1974,0,0,0,0,0
EST,1975,0,0,0,0,0
EST,1976,0,0,0,0,0
EST,1977,0,0,0,0,0
EST,1978,0,0,0,0,0
EST,1979,0,0,0,0,0
EST,1980,0,0,0,0,0
EST,1981,0,0,0,0,0
EST,1982,0,0,0,0,0
EST,1983,0,0,0,0,0
EST,1984,0,0,0,0,0
EST,1985,0,0,0,0,0
EST,1986,0,0,0,0,0
EST,1987,0,0,0,0,0
EST,1988,0,0,0,0,0
EST,1989,0,0,0,0,0
EST,1990,0,0,0,0,0
EST,1991,0,0,0,0,0
EST,1992,0,0,0,0,0
EST,1993,0,0,0,0,0
EST,1994,0,0,0,0,0
EST,1995,0,0,0,0,0
EST,1996,0,0,0,0,0
EST,1997,0,0,0,0,0
EST,1998,0,0,0,0,0
EST,1999,0,0,0,0,0
EST,2000,0,0,0,0,0
EST,2001,0,0,0,0,0
EST,2002,0,0,0,0,0
EST,2003,0,0,0,0,0
EST,2004,12,12,44,11,22
EST,2005,12,12,44,11,23
EST,2006,12,12,44,11,24
EST,2007,12,12,43,12,24
EST,2008,12,12,43,12,27
EST,2009,12,12,43,12,28
EST,2010,12,12,43,12,29
EST,2011,12,12,43,12,30
EST,2012,12,12,43,12,31
EST,2013,12,12,45,11,33
EST,2014,12,12,45,11,36
EST,2015,12,12,45,11,36
EST,2016,12,12,46,11,40
EST,2017,12,12,46,11,42
EST,2018,12,12,46,11,44
EST,2019,12,12,47,11,47
EST,2020,12,12,47,11,49
EST,2021,12,12,49,11,50
EST,2022,12,12,49,11,50
EST,2023,12,12,49,11,50
ETH,1958,0,0,0,0,0
ETH,1959,0,0,0,0,0
ETH,1960,0,0,0,0,0
ETH,1961,0,0,0,0,0
ETH,1962,0,0,0,0,0
ETH,1963,0,0,0,0,0
ETH,1964,0,0,0,0,0
ETH,1965,0,0,0,0,0
ETH,1966,0,0,0,0,0
ETH,1967,0,0,0,0,0
ETH,1968,0,0,0,0,0
ETH,1969,0,0,0,0,0
ETH,1970,0,0,0,0,0
ETH,1971,0,0,0,0,0
ETH,1972,0,0,0,0,0
ETH,1973,0,0,0,0,0
ETH,1974,0,0,0,0,0
ETH,1975,0,0,0,0,0
ETH,1976,0,0,0,0,0
ETH,1977,0,0,0,0,0
ETH,1978,0,0,0,0,0
ETH,1979,0,0,0,0,0
ETH,1980,0,0,0,0,0
ETH,1981,0,0,0,0,0
ETH,1982,0,0,0,0,0
ETH,1983,0,0,0,0,0
ETH,1984,0,0,0,0,0
ETH,1985,0,0,0,0,0
ETH,1986,0,0,0,0,0
ETH,1987,0,0,0,0,0
ETH,1988,0,0,0,0,0
ETH,1989,0,0,0,0,0
ETH,1990,0,0,0,0,0
ETH,1991,0,0,0,0,0
ETH,1992,0,0,0,0,0
ETH,1993,0,0,0,0,0
ETH,1994,5,7,11,5,1
ETH,1995,5,7,11,5,1
ETH,1996,5,7,11,5,1
ETH,1997,5,7,11,5,1
ETH,1998,5,7,11,5,1
ETH,1999,5,7,11,5,2
ETH,2000,5,7,11,5,2
ETH,2001,5,7,11,5,2
ETH,2002,5,7,11,5,2
ETH,2003,5,7,11,5,2
ETH,2004,5,7,11,5,2
ETH,2005,5,7,11,5,2
ETH,2006,5,7,11,5,2
ETH,2007,5,7,11,5,2
ETH,2008,5,7,11,5,2
ETH,2009,5,7,11,5,3
ETH,2010,5,7,11,5,3
ETH,2011,5,7,11,5,3
ETH,2012,5,7,11,5,3
ETH,2013,5,7,11,5,3
ETH,2014,5,7,11,5,3
ETH,2015,5,7,11,5,3
ETH,2016,5,7,11,5,3
ETH,2017,5,7,11,5,3
ETH,2018,5,7,11,5,3
ETH,2019,7,8,14,5,4
ETH,2020,7,8,14,5,4
ETH,2021,7,8,14,5,4
ETH,2022,7,8,14,5,4
ETH,2023,7,8,14,5,4
FIN,1958,0,0,0,0,0
FIN,1959,0,0,0,0,0
FIN,1960,0,0,0,0,0
FIN,1961,0,0,0,0,0
FIN,1962,0,0,0,0,0
FIN,1963,0,0,0,0,0
FIN,1964,0,0,0,0,0
FIN,1965,0,0,0,0,0
FIN,1966,0,0,0,0,0
FIN,1967,0,0,0,0,0
FIN,1968,0,0,0,0,0
FIN,1969,0,0,0,0,0
FIN,1970,0,0,0,0,0
FIN,1971,0,0,0,0,0
FIN,1972,0,0,0,0,0
FIN,1973,0,0,0,0,0
FIN,1974,0,0,0,0,0
FIN,1975,0,0,0,0,0
FIN,1976,0,0,0,0,0
FIN,1977,0,0,0,0,0
FIN,1978,0,0,0,0,0
FIN,1979,0,0,0,0,0
FIN,1980,0,0,0,0,0
FIN,1981,0,0,0,0,0
FIN,1982,0,0,0,0,0
FIN,1983,0,0,0,0,0
FIN,1984,0,0,0,0,0
FIN,1985,0,0,0,0,0
FIN,1986,0,0,0,0,0
FIN,1987,0,0,0,0,0
FIN,1988,0,0,0,0,0
FIN,1989,0,0,0,0,0
FIN,1990,0,0,0,0,0
FIN,1991,0,0,0,0,0
FIN,1992,0,0,0,0,0
FIN,1993,0,0,0,0,0
FIN,1994,0,0,0,0,0
FIN,1995,12,12,43,11,8
FIN,1996,12,12,43,11,9
FIN,1997,12,12,43,11,11
FIN,1998,12,12,43,11,12
FIN,1999,12,12,43,11,12
FIN,2000,12,12,43,11,16
FIN,2001,12,12,43,11,17
FIN,2002,12,12,43,11,19
FIN,2003,12,12,43,11,21
FIN,2004,12,12,44,11,22
FIN,2005,12,12,44,11,23
FIN,2006,12,12,44,11,24
FIN,2007,12,12,43,12,24
FIN,2008,12,12,43,12,27
FIN,2009,12,12,43,12,28
FIN,2010,12,12,43,12,29
FIN,2011,12,12,43,12,30
FIN,2012,12,12,43,12,31
FIN,2013,12,12,45,11,33
FIN,2014,12,12,45,11,36
FIN,2015,12,12,45,11,36
FIN,2016,12,12,46,11,40
FIN,2017,12,12,46,11,42
FIN,2018,12,12,46,11,44
FIN,2019,12,12,47,11,47
FIN,2020,12,12,47,11,49
FIN,2021,12,12,49,11,50
FIN,2022,12,12,49,11,50
FIN,2023,12,12,49,11,50
FJI,1958,0,0,0,0,0
FJI,1959,0,0,0,0,0
FJI,1960,0,0,0,0,0
FJI,1961,0,0,0,0,0
FJI,1962,0,0,0,0,0
FJI,1963,0,0,0,0,0
FJI,1964,0,0,0,0,0
FJI,1965,0,0,0,0,0
FJI,1966,0,0,0,0,0
FJI,1967,0,0,0,0,0
FJI,1968,0,0,0,0,0
FJI,1969,0,0,0,0,0
FJI,1970,0,0,0,0,0
FJI,1971,0,0,0,0,0
FJI,1972,0,0,0,0,0
FJI,1973,0,0,0,0,0
FJI,1974,0,0,0,0,0
FJI,1975,0,0,0,0,0
FJI,1976,0,0,0,0,0
FJI,1977,0,0,0,0,0
FJI,1978,0,0,0,0,0
FJI,1979,0,0,0,0,0
FJI,1980,0,0,0,0,0
FJI,1981,0,1,2,0,1
FJI,1982,0,1,2,0,1
FJI,1983,0,1,2,0,1
FJI,1984,0,1,2,0,1
FJI,1985,0,1,2,0,1
FJI,1986,0,1,2,0,1
FJI,1987,0,1,2,0,1
FJI,1988,0,1,2,0,1
FJI,1989,0,1,2,0,1
FJI,1990,0,1,2,0,1
FJI,1991,0,1,2,0,1
FJI,1992,0,1,2,0,1
FJI,1993,0,1,2,0,1
FJI,1994,0,1,2,0,2
FJI,1995,0,1,2,0,2
FJI,1996,0,1,2,0,2
FJI,1997,0,1,2,0,2
FJI,1998,0,1,2,0,2
FJI,1999,0,1,2,0,2
FJI,2000,0,1,2,0,2
FJI,2001,0,1,2,0,2
FJI,2002,0,1,2,0,2
FJI,2003,2,2,6,2,3
FJI,2004,2,2,6,2,3
FJI,2005,2,2,6,2,3
FJI,2006,2,2,6,2,3
FJI,2007,2,2,6,2,3
FJI,2008,2,2,6,2,3
FJI,2009,2,2,6,2,3
FJI,2010,2,2,6,2,3
FJI,2011,2,2,6,2,3
FJI,2012,2,2,6,2,3
FJI,2013,2,2,6,2,3
FJI,2014,2,4,7,2,4
FJI,2015,2,4,7,2,4
FJI,2016,2,4,7,2,4
FJI,2017,2,4,7,2,4
FJI,2018,2,4,7,2,4
FJI,2019,2,4,7,2,4
FJI,2020,2,4,7,2,4
FJI,2021,4,4,11,2,5
FJI,2022,4,4,11,2,5
FJI,2023,4,4,11,2,5
FRA,1958,8,7,27,8,1
FRA,1959,8,7,27,8,1
FRA,1960,8,7,27,8,1
FRA,1961,8,7,27,8,1
FRA,1962,8,7,27,8,1
FRA,1963,8,7,27,8,1
FRA,1964,8,7,27,8,1
FRA,1965,8,7,27,8,1
FRA,1966,8,7,27,8,1
FRA,1967,8,7,27,8,1
FRA,1968,8,7,27,8,1
FRA,1969,8,7,27,8,1
FRA,1970,8,7,27,8,1
FRA,1971,10,9,29,8,2
FRA,1972,10,9,29,8,2
FRA,1973,12,12,36,10,5
FRA,1974,12,12,36,10,5
FRA,1975,12,12,36,10,5
FRA,1976,12,12,36,10,5
FRA,1977,12,12,36,10,6
FRA,1978,12,12,36,10,6
FRA,1979,12,12,36,10,6
FRA,1980,12,12,36,10,6
FRA,1981,12,12,37,10,6
FRA,1982,12,12,37,10,6
FRA,1983,12,12,37,10,6
FRA,1984,12,12,37,10,6
FRA,1985,12,12,37,10,6
FRA,1986,12,12,36,11,6
FRA,1987,12,12,36,11,6
FRA,1988,12,12,36,11,6
FRA,1989,12,12,36,11,6
FRA,1990,12,12,36,11,6
FRA,1991,12,12,36,11,7
FRA,1992,12,12,36,11,7
FRA,1993,12,12,36,11,7
FRA,1994,12,12,43,11,8
FRA,1995,12,12,43,11,8
FRA,1996,12,12,43,11,9
FRA,1997,12,12,43,11,11
FRA,1998,12,12,43,11,12
FRA,1999,12,12,43,11,12
FRA,2000,12,12,43,11,16
FRA,2001,12,12,43,11,17
FRA,2002,12,12,43,11,19
FRA,2003,12,12,43,11,21
FRA,2004,12,12,44,11,22
FRA,2005,12,12,44,11,23
FRA,2006,12,12,44,11,24
FRA,2007,12,12,43,12,24
FRA,2008,12,12,43,12,27
FRA,2009,12,12,43,12,28
FRA,2010,12,12,43,12,29
FRA,2011,12,12,43,12,30
FRA,2012,12,12,43,12,31
FRA,2013,12,12,45,11,33
FRA,2014,12,12,45,11,36
FRA,2015,12,12,45,11,36
FRA,2016,12,12,46,11,40
FRA,2017,12,12,46,11,42
FRA,2018,12,12,46,11,44
FRA,2019,12,12,47,11,47
FRA,2020,12,12,47,11,49
FRA,2021,12,12,49,11,50
FRA,2022,12,12,49,11,50
FRA,2023,12,12,49,11,50
FRO,1958,0,0,0,0,0
FRO,1959,0,0,0,0,0
FRO,1960,0,0,0,0,0
FRO,1961,0,0,0,0,0
FRO,1962,0,0,0,0,0
FRO,1963,0,0,0,0,0
FRO,1964,0,0,0,0,0
FRO,1965,0,0,0,0,0
FRO,1966,0,0,0,0,0
FRO,1967,0,0,0,0,0
FRO,1968,0,0,0,0,0
FRO,1969,0,0,0,0,0
