ISO3,year,D_bb_le,D_bb_ac,D_all_le,D_max_bb,n_pta
ABW,1958,0,0,0,0,0
ABW,1959,0,0,0,0,0
ABW,1960,0,0,0,0,0
ABW,1961,0,0,0,0,0
ABW,1962,0,0,0,0,0
ABW,1963,0,0,0,0,0
ABW,1964,0,0,0,0,0
ABW,1965,0,0,0,0,0
ABW,1966,0,0,0,0,0
ABW,1967,0,0,0,0,0
ABW,1968,0,0,0,0,0
ABW,1969,0,0,0,0,0
ABW,1970,0,0,0,0,0
ABW,1971,7,8,10,7,1
ABW,1972,7,8,10,7,1
ABW,1973,7,8,10,7,1
ABW,1974,7,8,10,7,1
ABW,1975,7,8,10,7,1
ABW,1976,7,8,10,7,1
ABW,1977,7,8,10,7,1
ABW,1978,7,8,10,7,1
ABW,1979,7,8,10,7,1
ABW,1980,7,8,10,7,1
ABW,1981,7,8,10,7,1
ABW,1982,7,8,10,7,1
ABW,1983,7,8,10,7,1
ABW,1984,7,8,10,7,1
ABW,1985,7,8,10,7,1
ABW,1986,7,8,10,7,1
ABW,1987,7,8,10,7,1
ABW,1988,7,8,10,7,1
ABW,1989,7,8,10,7,1
ABW,1990,7,8,10,7,1
ABW,1991,7,8,10,7,1
ABW,1992,7,8,10,7,1
ABW,1993,7,8,10,7,1
ABW,1994,7,8,10,7,1
ABW,1995,7,8,10,7,1
ABW,1996,7,8,10,7,1
ABW,1997,7,8,10,7,1
ABW,1998,7,8,10,7,1
ABW,1999,7,8,10,7,1
ABW,2000,7,8,10,7,1
ABW,2001,7,8,10,7,1
ABW,2002,7,8,10,7,1
ABW,2003,7,8,10,7,1
ABW,2004,7,8,10,7,1
ABW,2005,7,8,10,7,1
ABW,2006,7,8,10,7,1
ABW,2007,7,8,10,7,1
ABW,2008,7,8,10,7,1
ABW,2009,7,8,10,7,1
ABW,2010,7,8,10,7,1
ABW,2011,7,8,10,7,1
ABW,2012,7,8,10,7,1
ABW,2013,7,8,10,7,1
ABW,2014,7,8,10,7,1
ABW,2015,7,8,10,7,1
ABW,2016,7,8,10,7,1
ABW,2017,7,8,10,7,1
ABW,2018,7,8,10,7,1
ABW,2019,7,8,10,7,1
ABW,2020,7,8,10,7,1
ABW,2021,7,8,10,7,1
ABW,2022,7,8,10,7,1
ABW,2023,7,8,10,7,1
AFG,1958,0,0,0,0,0
AFG,1959,0,0,0,0,0
AFG,1960,0,0,0,0,0
AFG,1961,0,0,0,0,0
AFG,1962,0,0,0,0,0
AFG,1963,0,0,0,0,0
AFG,1964,0,0,0,0,0
AFG,1965,0,0,0,0,0
AFG,1966,0,0,0,0,0
AFG,1967,0,0,0,0,0
AFG,1968,0,0,0,0,0
AFG,1969,0,0,0,0,0
AFG,1970,0,0,0,0,0
AFG,1971,0,0,0,0,0
AFG,1972,0,0,0,0,0
AFG,1973,0,0,0,0,0
AFG,1974,0,0,0,0,0
AFG,1975,0,0,0,0,0
AFG,1976,0,0,0,0,0
AFG,1977,0,0,0,0,0
AFG,1978,0,0,0,0,0
AFG,1979,0,0,0,0,0
AFG,1980,0,0,0,0,0
AFG,1981,0,0,0,0,0
AFG,1982,0,0,0,0,0
AFG,1983,0,0,0,0,0
AFG,1984,0,0,0,0,0
AFG,1985,0,0,0,0,0
AFG,1986,0,0,0,0,0
AFG,1987,0,0,0,0,0
AFG,1988,0,0,0,0,0
AFG,1989,0,0,0,0,0
AFG,1990,0,0,0,0,0
AFG,1991,0,0,0,0,0
AFG,1992,0,0,0,0,0
AFG,1993,0,0,0,0,0
AFG,1994,0,0,0,0,0
AFG,1995,0,0,0,0,0
AFG,1996,0,0,0,0,0
AFG,1997,0,0,0,0,0
AFG,1998,0,0,0,0,0
AFG,1999,0,0,0,0,0
AFG,2000,0,0,0,0,0
AFG,2001,0,0,0,0,0
AFG,2002,0,0,0,0,0
AFG,2003,1,1,3,1,1
AFG,2004,1,1,3,1,1
AFG,2005,1,1,3,1,1
AFG,2006,1,1,3,1,1
AFG,2007,1,1,3,1,1
AFG,2008,1,1,3,1,1
AFG,2009,1,1,3,1,1
AFG,2010,1,1,3,1,1
AFG,2011,1,2,3,1,3
AFG,2012,1,2,3,1,3
AFG,2013,1,2,3,1,3
AFG,2014,1,2,3,1,3
AFG,2015,1,2,3,1,3
AFG,2016,1,2,3,1,3
AFG,2017,1,2,3,1,3
AFG,2018,1,2,3,1,3
AFG,2019,1,2,3,1,3
AFG,2020,1,2,3,1,3
AFG,2021,1,2,3,1,3
AFG,2022,1,2,3,1,3
AFG,2023,1,2,3,1,3
AGO,1958,0,0,0,0,0
AGO,1959,0,0,0,0,0
AGO,1960,0,0,0,0,0
AGO,1961,0,0,0,0,0
AGO,1962,0,0,0,0,0
AGO,1963,0,0,0,0,0
AGO,1964,0,0,0,0,0
AGO,1965,0,0,0,0,0
AGO,1966,0,0,0,0,0
AGO,1967,0,0,0,0,0
AGO,1968,0,0,0,0,0
AGO,1969,0,0,0,0,0
AGO,1970,0,0,0,0,0
AGO,1971,0,0,0,0,0
AGO,1972,0,0,0,0,0
AGO,1973,0,0,0,0,0
AGO,1974,0,0,0,0,0
AGO,1975,0,0,0,0,0
AGO,1976,0,0,0,0,0
AGO,1977,0,0,0,0,0
AGO,1978,0,0,0,0,0
AGO,1979,0,0,0,0,0
AGO,1980,0,0,0,0,0
AGO,1981,0,0,0,0,0
AGO,1982,0,0,0,0,0
AGO,1983,0,0,0,0,0
AGO,1984,0,0,0,0,0
AGO,1985,0,0,0,0,0
AGO,1986,0,0,0,0,0
AGO,1987,0,0,0,0,0
AGO,1988,0,0,0,0,0
AGO,1989,0,0,0,0,0
AGO,1990,0,0,0,0,0
AGO,1991,0,0,0,0,0
AGO,1992,0,0,0,0,0
AGO,1993,0,0,0,0,0
AGO,1994,5,7,11,5,1
AGO,1995,5,7,11,5,1
AGO,1996,5,7,11,5,1
AGO,1997,5,7,11,5,1
AGO,1998,5,7,11,5,1
AGO,1999,5,7,11,5,1
AGO,2000,5,7,11,5,1
AGO,2001,5,7,11,5,1
AGO,2002,5,7,11,5,1
AGO,2003,8,9,15,5,2
AGO,2004,8,9,15,5,2
AGO,2005,8,9,15,5,2
AGO,2006,8,9,15,5,2
AGO,2007,8,9,15,5,2
AGO,2008,4,6,10,4,1
AGO,2009,4,6,10,4,1
AGO,2010,4,6,10,4,1
AGO,2011,4,6,10,4,1
AGO,2012,4,6,10,4,1
AGO,2013,4,6,10,4,1
AGO,2014,4,6,10,4,1
AGO,2015,4,6,10,4,1
AGO,2016,4,6,10,4,1
AGO,2017,4,6,10,4,1
AGO,2018,4,6,10,4,1
AGO,2019,5,9,12,4,2
AGO,2020,5,9,12,4,2
AGO,2021,5,9,12,4,2
AGO,2022,5,9,12,4,2
AGO,2023,5,9,12,4,2
AIA,1958,0,0,0,0,0
AIA,1959,0,0,0,0,0
AIA,1960,0,0,0,0,0
AIA,1961,0,0,0,0,0
AIA,1962,0,0,0,0,0
AIA,1963,0,0,0,0,0
AIA,1964,0,0,0,0,0
AIA,1965,0,0,0,0,0
AIA,1966,0,0,0,0,0
AIA,1967,0,0,0,0,0
AIA,1968,0,0,0,0,0
AIA,1969,0,0,0,0,0
AIA,1970,0,0,0,0,0
AIA,1971,7,8,10,7,1
AIA,1972,7,8,10,7,1
AIA,1973,7,8,10,7,1
AIA,1974,7,8,10,7,1
AIA,1975,7,8,10,7,1
AIA,1976,7,8,10,7,1
AIA,1977,7,8,10,7,1
AIA,1978,7,8,10,7,1
AIA,1979,7,8,10,7,1
AIA,1980,7,8,10,7,1
AIA,1981,7,8,10,7,1
AIA,1982,7,8,10,7,1
AIA,1983,7,8,10,7,1
AIA,1984,7,8,10,7,1
AIA,1985,7,8,10,7,1
AIA,1986,7,8,10,7,1
AIA,1987,7,8,10,7,1
AIA,1988,7,8,10,7,1
AIA,1989,7,8,10,7,1
AIA,1990,7,8,10,7,1
AIA,1991,7,8,10,7,1
AIA,1992,7,8,10,7,1
AIA,1993,7,8,10,7,1
AIA,1994,7,8,10,7,1
AIA,1995,7,8,10,7,1
AIA,1996,7,8,10,7,1
AIA,1997,7,8,10,7,1
AIA,1998,7,8,10,7,1
AIA,1999,7,8,10,7,1
AIA,2000,7,8,10,7,1
AIA,2001,7,8,10,7,1
AIA,2002,7,8,10,7,1
AIA,2003,7,8,10,7,1
AIA,2004,7,8,10,7,1
AIA,2005,7,8,10,7,1
AIA,2006,7,8,10,7,1
AIA,2007,7,8,10,7,1
AIA,2008,7,8,10,7,1
AIA,2009,7,8,10,7,1
AIA,2010,7,8,10,7,1
AIA,2011,7,8,10,7,1
AIA,2012,7,8,10,7,1
AIA,2013,7,8,10,7,1
AIA,2014,7,8,10,7,1
AIA,2015,7,8,10,7,1
AIA,2016,7,8,10,7,1
AIA,2017,7,8,10,7,1
AIA,2018,7,8,10,7,1
AIA,2019,7,8,10,7,1
AIA,2020,7,8,10,7,1
AIA,2021,7,8,10,7,1
AIA,2022,7,8,10,7,1
AIA,2023,7,8,10,7,1
ALB,1958,0,0,0,0,0
ALB,1959,0,0,0,0,0
ALB,1960,0,0,0,0,0
ALB,1961,0,0,0,0,0
ALB,1962,0,0,0,0,0
ALB,1963,0,0,0,0,0
ALB,1964,0,0,0,0,0
ALB,1965,0,0,0,0,0
ALB,1966,0,0,0,0,0
ALB,1967,0,0,0,0,0
ALB,1968,0,0,0,0,0
ALB,1969,0,0,0,0,0
ALB,1970,0,0,0,0,0
ALB,1971,0,0,0,0,0
ALB,1972,0,0,0,0,0
ALB,1973,0,0,0,0,0
ALB,1974,0,0,0,0,0
ALB,1975,0,0,0,0,0
ALB,1976,0,0,0,0,0
ALB,1977,0,0,0,0,0
ALB,1978,0,0,0,0,0
ALB,1979,0,0,0,0,0
ALB,1980,0,0,0,0,0
ALB,1981,0,0,0,0,0
ALB,1982,0,0,0,0,0
ALB,1983,0,0,0,0,0
ALB,1984,0,0,0,0,0
ALB,1985,0,0,0,0,0
ALB,1986,0,0,0,0,0
ALB,1987,0,0,0,0,0
ALB,1988,0,0,0,0,0
ALB,1989,0,0,0,0,0
ALB,1990,0,0,0,0,0
ALB,1991,0,0,0,0,0
ALB,1992,0,0,0,0,0
ALB,1993,0,0,0,0,0
ALB,1994,0,0,0,0,0
ALB,1995,0,0,0,0,0
ALB,1996,0,0,0,0,0
ALB,1997,0,0,0,0,0
ALB,1998,0,0,0,0,0
ALB,1999,0,0,0,0,0
ALB,2000,0,0,0,0,0
ALB,2001,0,0,0,0,0
ALB,2002,0,0,0,0,0
ALB,2003,0,0,0,0,0
ALB,2004,0,0,0,0,0
ALB,2005,0,0,0,0,0
ALB,2006,8,9,18,8,1
ALB,2007,11,11,21,10,2
ALB,2008,11,11,21,10,3
ALB,2009,11,11,21,10,3
ALB,2010,11,11,22,10,4
ALB,2011,11,11,22,10,4
ALB,2012,11,11,22,10,4
ALB,2013,11,11,22,10,4
ALB,2014,11,11,22,10,4
ALB,2015,11,11,22,10,4
ALB,2016,11,11,22,10,4
ALB,2017,11,11,22,10,4
ALB,2018,11,11,22,10,4
ALB,2019,11,11,22,10,4
ALB,2020,11,11,22,10,4
ALB,2021,11,11,22,10,5
ALB,2022,11,11,22,10,5
ALB,2023,11,11,22,10,5
AND,1958,0,0,0,0,0
AND,1959,0,0,0,0,0
AND,1960,0,0,0,0,0
AND,1961,0,0,0,0,0
AND,1962,0,0,0,0,0
AND,1963,0,0,0,0,0
AND,1964,0,0,0,0,0
AND,1965,0,0,0,0,0
AND,1966,0,0,0,0,0
AND,1967,0,0,0,0,0
AND,1968,0,0,0,0,0
AND,1969,0,0,0,0,0
AND,1970,0,0,0,0,0
AND,1971,0,0,0,0,0
AND,1972,0,0,0,0,0
AND,1973,0,0,0,0,0
AND,1974,0,0,0,0,0
AND,1975,0,0,0,0,0
AND,1976,0,0,0,0,0
AND,1977,0,0,0,0,0
AND,1978,0,0,0,0,0
AND,1979,0,0,0,0,0
AND,1980,0,0,0,0,0
AND,1981,0,0,0,0,0
AND,1982,0,0,0,0,0
AND,1983,0,0,0,0,0
AND,1984,0,0,0,0,0
AND,1985,0,0,0,0,0
AND,1986,0,0,0,0,0
AND,1987,0,0,0,0,0
AND,1988,0,0,0,0,0
AND,1989,0,0,0,0,0
AND,1990,0,0,0,0,0
AND,1991,0,0,6,0,1
AND,1992,0,0,6,0,1
AND,1993,0,0,6,0,1
AND,1994,0,0,6,0,1
AND,1995,0,0,6,0,1
AND,1996,0,0,6,0,1
AND,1997,0,0,6,0,1
AND,1998,0,0,6,0,1
AND,1999,0,0,6,0,1
AND,2000,0,0,6,0,1
AND,2001,0,0,6,0,1
AND,2002,0,0,6,0,1
AND,2003,0,0,6,0,1
AND,2004,0,0,6,0,1
AND,2005,0,0,6,0,1
AND,2006,0,0,6,0,1
AND,2007,0,0,6,0,1
AND,2008,0,0,6,0,1
AND,2009,0,0,6,0,1
AND,2010,0,0,6,0,1
AND,2011,0,0,6,0,1
AND,2012,0,0,6,0,1
AND,2013,0,0,6,0,1
AND,2014,0,0,6,0,1
AND,2015,0,0,6,0,1
AND,2016,0,0,6,0,1
AND,2017,0,0,6,0,1
AND,2018,0,0,6,0,1
AND,2019,0,0,6,0,1
AND,2020,0,0,6,0,1
AND,2021,0,0,6,0,1
AND,2022,0,0,6,0,1
AND,2023,0,0,6,0,1
ARE,1958,0,0,0,0,0
ARE,1959,0,0,0,0,0
ARE,1960,0,0,0,0,0
ARE,1961,0,0,0,0,0
ARE,1962,0,0,0,0,0
ARE,1963,0,0,0,0,0
ARE,1964,0,0,0,0,0
ARE,1965,0,0,0,0,0
ARE,1966,0,0,0,0,0
ARE,1967,0,0,0,0,0
ARE,1968,0,0,0,0,0
ARE,1969,0,0,0,0,0
ARE,1970,0,0,0,0,0
ARE,1971,0,0,0,0,0
ARE,1972,0,0,0,0,0
ARE,1973,0,0,0,0,0
ARE,1974,0,0,0,0,0
ARE,1975,0,0,0,0,0
ARE,1976,0,0,0,0,0
ARE,1977,0,0,0,0,0
ARE,1978,0,0,0,0,0
ARE,1979,0,0,0,0,0
ARE,1980,0,0,0,0,0
ARE,1981,0,0,0,0,0
ARE,1982,0,0,0,0,0
ARE,1983,0,0,0,0,0
ARE,1984,0,0,0,0,0
ARE,1985,0,0,0,0,0
ARE,1986,0,0,0,0,0
ARE,1987,0,0,0,0,0
ARE,1988,0,0,0,0,0
ARE,1989,0,0,0,0,0
ARE,1990,0,0,0,0,0
ARE,1991,0,0,0,0,0
ARE,1992,0,0,0,0,0
ARE,1993,0,0,0,0,0
ARE,1994,0,0,0,0,0
ARE,1995,0,0,0,0,0
ARE,1996,0,0,0,0,0
ARE,1997,0,0,0,0,0
ARE,1998,0,0,2,0,1
ARE,1999,0,0,2,0,1
ARE,2000,0,0,2,0,1
ARE,2001,0,0,2,0,1
ARE,2002,0,0,2,0,1
ARE,2003,3,4,16,3,3
ARE,2004,3,4,16,3,3
ARE,2005,3,4,16,3,3
ARE,2006,3,4,16,3,3
ARE,2007,3,4,16,3,3
ARE,2008,3,4,16,3,3
ARE,2009,3,4,16,3,3
ARE,2010,3,4,16,3,3
ARE,2011,3,4,16,3,3
ARE,2012,3,4,16,3,3
ARE,2013,8,8,22,6,4
ARE,2014,11,11,27,9,5
ARE,2015,11,11,27,9,5
ARE,2016,11,11,27,9,5
ARE,2017,11,11,27,9,5
ARE,2018,11,11,27,9,5
ARE,2019,11,11,27,9,5
ARE,2020,11,11,27,9,5
ARE,2021,11,11,27,9,5
ARE,2022,12,12,33,10,6
ARE,2023,12,12,33,10,6
ARG,1958,0,0,0,0,0
ARG,1959,0,0,0,0,0
ARG,1960,0,0,0,0,0
ARG,1961,0,0,0,0,0
ARG,1962,0,0,0,0,0
ARG,1963,0,0,0,0,0
ARG,1964,0,0,0,0,0
ARG,1965,0,0,0,0,0
ARG,1966,0,0,0,0,0
ARG,1967,0,0,0,0,0
ARG,1968,0,0,0,0,0
ARG,1969,0,0,0,0,0
ARG,1970,0,0,0,0,0
ARG,1971,0,0,0,0,0
ARG,1972,0,0,0,0,0
ARG,1973,0,0,0,0,0
ARG,1974,0,0,0,0,0
ARG,1975,0,0,0,0,0
ARG,1976,0,0,0,0,0
ARG,1977,0,0,0,0,0
ARG,1978,0,0,0,0,0
ARG,1979,0,0,0,0,0
ARG,1980,0,0,0,0,0
ARG,1981,0,0,0,0,1
ARG,1982,0,0,0,0,1
ARG,1983,0,0,0,0,1
ARG,1984,0,0,0,0,1
ARG,1985,0,0,0,0,1
ARG,1986,0,0,0,0,1
ARG,1987,2,3,5,2,2
ARG,1988,2,3,5,2,2
ARG,1989,2,3,6,2,3
ARG,1990,2,3,6,2,3
ARG,1991,11,11,18,11,4
ARG,1992,11,11,18,11,4
ARG,1993,11,11,18,11,4
ARG,1994,11,11,18,11,4
ARG,1995,11,11,18,11,4
ARG,1996,11,11,18,11,4
ARG,1997,11,11,18,11,4
ARG,1998,11,11,18,11,4
ARG,1999,11,11,18,11,5
ARG,2000,11,11,18,11,5
ARG,2001,11,11,18,11,5
ARG,2002,11,11,18,11,5
ARG,2003,11,11,18,11,5
ARG,2004,11,11,18,11,5
ARG,2005,11,11,18,11,5
ARG,2006,11,11,18,11,5
ARG,2007,11,11,18,11,5
ARG,2008,11,11,18,11,5
ARG,2009,11,11,18,11,6
ARG,2010,11,11,18,11,6
ARG,2011,11,12,19,11,7
ARG,2012,11,12,19,11,7
ARG,2013,11,12,19,11,7
ARG,2014,11,12,19,11,7
ARG,2015,11,12,19,11,7
ARG,2016,11,12,19,11,8
ARG,2017,11,12,19,11,9
ARG,2018,11,12,19,11,9
ARG,2019,11,12,19,11,9
ARG,2020,11,12,19,11,9
ARG,2021,11,12,19,11,9
ARG,2022,11,12,19,11,9
ARG,2023,11,12,19,11,9
ARM,1958,0,0,0,0,0
ARM,1959,0,0,0,0,0
ARM,1960,0,0,0,0,0
ARM,1961,0,0,0,0,0
ARM,1962,0,0,0,0,0
ARM,1963,0,0,0,0,0
ARM,1964,0,0,0,0,0
ARM,1965,0,0,0,0,0
ARM,1966,0,0,0,0,0
ARM,1967,0,0,0,0,0
ARM,1968,0,0,0,0,0
ARM,1969,0,0,0,0,0
ARM,1970,0,0,0,0,0
ARM,1971,0,0,0,0,0
ARM,1972,0,0,0,0,0
ARM,1973,0,0,0,0,0
ARM,1974,0,0,0,0,0
ARM,1975,0,0,0,0,0
ARM,1976,0,0,0,0,0
ARM,1977,0,0,0,0,0
ARM,1978,0,0,0,0,0
ARM,1979,0,0,0,0,0
ARM,1980,0,0,0,0,0
ARM,1981,0,0,0,0,0
ARM,1982,0,0,0,0,0
ARM,1983,0,0,0,0,0
ARM,1984,0,0,0,0,0
ARM,1985,0,0,0,0,0
ARM,1986,0,0,0,0,0
ARM,1987,0,0,0,0,0
ARM,1988,0,0,0,0,0
ARM,1989,0,0,0,0,0
ARM,1990,0,0,0,0,0
ARM,1991,0,0,0,0,0
ARM,1992,0,0,0,0,0
ARM,1993,2,2,6,2,1
ARM,1994,6,7,13,5,2
ARM,1995,6,7,13,5,4
ARM,1996,6,7,13,5,6
ARM,1997,6,7,13,5,6
ARM,1998,6,7,13,5,7
ARM,1999,6,7,13,5,7
ARM,2000,6,7,13,5,7
ARM,2001,6,7,13,5,8
ARM,2002,6,7,13,5,8
ARM,2003,6,7,13,5,8
ARM,2004,6,7,13,5,8
ARM,2005,6,7,13,5,8
ARM,2006,6,7,13,5,8
ARM,2007,6,7,13,5,8
ARM,2008,6,7,13,5,8
ARM,2009,6,7,13,5,8
ARM,2010,6,7,13,5,8
ARM,2011,6,7,13,5,8
ARM,2012,4,5,11,3,8
ARM,2013,4,5,11,3,7
ARM,2014,4,5,11,3,7
ARM,2015,10,10,25,10,10
ARM,2016,12,12,29,10,11
ARM,2017,12,12,29,10,11
ARM,2018,12,12,33,10,12
ARM,2019,12,12,33,10,13
ARM,2020,12,12,33,10,13
ARM,2021,12,12,33,10,14
ARM,2022,12,12,33,10,14
ARM,2023,12,12,33,10,14
ATG,1958,0,0,0,0,0
ATG,1959,0,0,0,0,0
ATG,1960,0,0,0,0,0
ATG,1961,0,0,0,0,0
ATG,1962,0,0,0,0,0
ATG,1963,0,0,0,0,0
ATG,1964,0,0,0,0,0
ATG,1965,0,0,0,0,0
ATG,1966,0,0,0,0,0
ATG,1967,0,0,0,0,0
ATG,1968,0,0,0,0,0
ATG,1969,0,0,0,0,0
ATG,1970,0,0,0,0,0
ATG,1971,0,0,0,0,0
ATG,1972,0,0,0,0,0
ATG,1973,0,0,0,0,0
ATG,1974,5,8,12,5,1
ATG,1975,5,8,12,5,1
ATG,1976,5,8,12,5,1
ATG,1977,5,8,12,5,1
ATG,1978,5,8,12,5,1
ATG,1979,5,8,12,5,1
ATG,1980,5,8,12,5,1
ATG,1981,5,8,12,5,1
ATG,1982,5,8,12,5,1
ATG,1983,5,8,12,5,1
ATG,1984,5,8,12,5,1
ATG,1985,5,8,12,5,1
ATG,1986,5,8,12,5,1
ATG,1987,5,8,12,5,1
ATG,1988,5,8,12,5,1
ATG,1989,5,8,12,5,1
ATG,1990,5,8,12,5,1
ATG,1991,5,8,12,5,1
ATG,1992,5,8,12,5,1
ATG,1993,5,8,12,5,1
ATG,1994,5,8,12,5,1
ATG,1995,5,8,12,5,1
ATG,1996,5,8,12,5,1
ATG,1997,5,8,12,5,1
ATG,1998,5,8,12,5,1
ATG,1999,5,8,12,5,1
ATG,2000,5,8,12,5,1
ATG,2001,5,8,12,5,1
ATG,2002,5,8,12,5,1
ATG,2003,5,8,12,5,1
ATG,2004,5,8,12,5,1
ATG,2005,5,8,12,5,1
ATG,2006,5,8,12,5,1
ATG,2007,5,8,12,5,1
ATG,2008,11,11,22,11,2
ATG,2009,11,11,22,11,2
ATG,2010,11,11,22,11,2
ATG,2011,11,11,22,11,2
ATG,2012,11,11,22,11,2
ATG,2013,11,11,22,11,2
ATG,2014,11,11,22,11,2
ATG,2015,11,11,22,11,2
ATG,2016,11,11,22,11,2
ATG,2017,11,11,22,11,2
ATG,2018,11,11,22,11,2
ATG,2019,11,11,22,11,2
ATG,2020,11,11,22,11,2
ATG,2021,11,11,25,11,3
ATG,2022,11,11,25,11,3
ATG,2023,11,11,25,11,3
AUS,1958,0,0,0,0,0
AUS,1959,0,0,0,0,0
AUS,1960,0,0,0,0,0
AUS,1961,0,0,0,0,0
AUS,1962,0,0,0,0,0
AUS,1963,0,0,0,0,0
AUS,1964,0,0,0,0,0
AUS,1965,0,0,0,0,0
AUS,1966,0,0,0,0,0
AUS,1967,0,0,0,0,0
AUS,1968,0,0,0,0,0
AUS,1969,0,0,0,0,0
AUS,1970,0,0,0,0,0
AUS,1971,0,0,0,0,0
AUS,1972,0,0,0,0,0
AUS,1973,0,0,0,0,0
AUS,1974,0,0,0,0,0
AUS,1975,0,0,0,0,0
AUS,1976,0,0,0,0,0
AUS,1977,0,2,3,0,1
AUS,1978,0,2,3,0,1
AUS,1979,0,2,3,0,1
AUS,1980,0,2,3,0,1
AUS,1981,0,2,3,0,2
AUS,1982,0,2,3,0,2
AUS,1983,0,2,3,0,2
AUS,1984,0,2,3,0,2
AUS,1985,0,2,3,0,2
AUS,1986,0,2,3,0,2
AUS,1987,0,2,3,0,2
AUS,1988,0,2,3,0,2
AUS,1989,0,2,3,0,2
AUS,1990,0,2,3,0,2
AUS,1991,0,2,3,0,2
AUS,1992,0,2,3,0,2
AUS,1993,0,2,3,0,2
AUS,1994,0,2,3,0,2
AUS,1995,0,2,3,0,2
AUS,1996,0,2,3,0,2
AUS,1997,0,2,3,0,2
AUS,1998,0,2,3,0,2
AUS,1999,0,2,3,0,2
AUS,2000,0,2,3,0,2
AUS,2001,0,2,3,0,2
AUS,2002,0,2,3,0,2
AUS,2003,10,12,16,10,3
AUS,2004,10,12,16,10,3
AUS,2005,11,12,20,10,5
AUS,2006,11,12,20,10,5
AUS,2007,11,12,20,10,5
AUS,2008,11,12,20,10,5
AUS,2009,11,12,23,10,6
AUS,2010,11,12,24,10,7
AUS,2011,11,12,24,10,7
AUS,2012,11,12,24,10,7
AUS,2013,11,12,24,10,8
AUS,2014,11,12,24,10,9
AUS,2015,11,12,27,10,11
AUS,2016,11,12,27,10,11
AUS,2017,11,12,27,10,11
AUS,2018,11,12,28,11,12
AUS,2019,11,12,28,11,12
AUS,2020,11,12,32,11,16
AUS,2021,11,12,32,11,16
AUS,2022,12,12,35,11,18
AUS,2023,12,12,35,11,19
AUT,1958,0,0,0,0,0
AUT,1959,0,0,0,0,0
AUT,1960,11,11,20,11,1
AUT,1961,11,11,20,11,1
AUT,1962,11,11,20,11,1
AUT,1963,11,11,20,11,1
AUT,1964,11,11,20,11,1
AUT,1965,11,11,20,11,1
AUT,1966,11,11,20,11,1
AUT,1967,11,11,20,11,1
AUT,1968,11,11,20,11,1
AUT,1969,11,11,20,11,1
AUT,1970,11,11,20,11,1
AUT,1971,11,11,20,11,1
AUT,1972,11,11,20,11,1
AUT,1973,11,11,20,11,1
AUT,1974,11,11,20,11,1
AUT,1975,11,11,20,11,1
AUT,1976,11,11,20,11,1
AUT,1977,11,11,20,11,1
AUT,1978,11,11,20,11,1
AUT,1979,11,11,20,11,1
AUT,1980,11,11,20,11,1
AUT,1981,11,11,20,11,1
AUT,1982,11,11,20,11,1
AUT,1983,11,11,20,11,1
AUT,1984,11,11,20,11,1
AUT,1985,11,11,20,11,1
AUT,1986,11,11,20,11,1
AUT,1987,11,11,20,11,1
AUT,1988,11,11,20,11,1
AUT,1989,11,11,20,11,1
AUT,1990,11,11,20,11,1
AUT,1991,11,11,20,11,1
AUT,1992,11,11,20,11,2
AUT,1993,11,11,20,11,3
AUT,1994,11,11,20,11,3
AUT,1995,12,12,43,11,8
AUT,1996,12,12,43,11,9
AUT,1997,12,12,43,11,11
AUT,1998,12,12,43,11,12
AUT,1999,12,12,43,11,12
AUT,2000,12,12,43,11,16
AUT,2001,12,12,43,11,17
AUT,2002,12,12,43,11,19
AUT,2003,12,12,43,11,21
AUT,2004,12,12,44,11,22
AUT,2005,12,12,44,11,23
AUT,2006,12,12,44,11,24
AUT,2007,12,12,43,12,24
AUT,2008,12,12,43,12,27
AUT,2009,12,12,43,12,28
AUT,2010,12,12,43,12,29
AUT,2011,12,12,43,12,30
AUT,2012,12,12,43,12,31
AUT,2013,12,12,45,11,33
AUT,2014,12,12,45,11,36
AUT,2015,12,12,45,11,36
AUT,2016,12,12,46,11,40
AUT,2017,12,12,46,11,42
AUT,2018,12,12,46,11,44
AUT,2019,12,12,47,11,47
AUT,2020,12,12,47,11,49
AUT,2021,12,12,49,11,50
AUT,2022,12,12,49,11,50
AUT,2023,12,12,49,11,50
AZE,1958,0,0,0,0,0
AZE,1959,0,0,0,0,0
AZE,1960,0,0,0,0,0
AZE,1961,0,0,0,0,0
AZE,1962,0,0,0,0,0
AZE,1963,0,0,0,0,0
AZE,1964,0,0,0,0,0
AZE,1965,0,0,0,0,0
AZE,1966,0,0,0,0,0
AZE,1967,0,0,0,0,0
AZE,1968,0,0,0,0,0
AZE,1969,0,0,0,0,0
AZE,1970,0,0,0,0,0
AZE,1971,0,0,0,0,0
AZE,1972,0,0,0,0,0
AZE,1973,0,0,0,0,0
AZE,1974,0,0,0,0,0
AZE,1975,0,0,0,0,0
AZE,1976,0,0,0,0,0
AZE,1977,0,0,0,0,0
AZE,1978,0,0,0,0,0
AZE,1979,0,0,0,0,0
AZE,1980,0,0,0,0,0
AZE,1981,0,0,0,0,0
AZE,1982,0,0,0,0,0
AZE,1983,0,0,0,0,0
AZE,1984,0,0,0,0,0
AZE,1985,0,0,0,0,0
AZE,1986,0,0,0,0,0
AZE,1987,0,0,0,0,0
AZE,1988,0,0,0,0,0
AZE,1989,0,0,0,0,0
AZE,1990,0,0,0,0,0
