ISO3,year,T_US,T_CN,CONN,BRIDGE,x_US,m_CN,GeoV_F,DIST
CHL,2002,0.221504943773611,0.4284268554079792,0.6816251922202772,0.36787312451986276,0.2578619753175433,0.5248181147195277,0.335052507564265,0.4395432745192942
CHL,2003,0.19309535575988662,0.45365952106262397,0.5971206795024382,0.35004465126796724,0.21818860327291428,0.5615841342915994,0.32325018198820826,0.4064871466655424
CHL,2004,0.1576842364922535,0.4497816328912911,0.5191542255773849,0.3029449393270829,0.15925326302019238,0.5762873207329717,0.30763862153885785,0.3104860650539513
CHL,2005,0.16757752099480977,0.44586844848573953,0.5463481034416453,0.305388409919895,0.16772649350740196,0.5560366699568908,0.29337816052337534,0.24181807716550174
CHL,2006,0.17091763376956548,0.4250835989373741,0.5735479203399823,0.3059029987943921,0.16756840314542967,0.5584384819266215,0.3156096818243278,0.369467200187485
CHL,2007,0.15906610563704368,0.4531348691635417,0.5196532256057153,0.27502675829333506,0.14200142970213273,0.5149538884545253,0.28359991545364205,0.2288349017419744
CHL,2008,0.18361802926492832,0.47850999649753523,0.5546299873154765,0.30510210626042167,0.15070384326118674,0.5308934479342139,0.2891395811020435,0.24424177922380738
CHL,2009,0.1915250399339584,0.4973457208293976,0.5560550711187812,0.3443978184080858,0.15323412169823244,0.5055955097995923,0.3036266889597685,0.3311593094577336
CHL,2010,0.18327329079635968,0.5134743871947923,0.5260822435024665,0.33745769559698174,0.14815848357673833,0.5257852612251381,0.29998253885313125,0.3063361727608183
CHL,2011,0.19310727521059745,0.5024865836157064,0.5552299600126807,0.3452595209587619,0.14367237505583494,0.5271867808748053,0.32495862734043646,0.3792301304088054
CHL,2012,0.23090530873166742,0.5029220987483699,0.6293177561317751,0.37641073621214755,0.17055524429772703,0.5176523004961262,0.33370293352291924,0.3737572164968556
CHL,2013,0.2075678942508209,0.5143604051871953,0.5750374224487439,0.36019285812060003,0.16142298788485146,0.5150670540999395,0.3300012535014165,0.3094960900082127
CHL,2014,0.1947251448509304,0.5219316396502897,0.543426502231345,0.3468033246945812,0.15507301146556457,0.5347577996228398,0.32823664945438075,0.3863159999197921
CHL,2015,0.19399927343478524,0.6191344411286585,0.47716450556705753,0.37277965183625406,0.16922212985499446,0.6028362420013648,0.33716295074399366,0.30783925167346365
CHL,2016,0.18650470644949996,0.536693121944092,0.5157778387243633,0.32616122944920134,0.17195306209867606,0.5456058362432693,0.32903472680807316,0.39400464830518533
CHL,2017,0.17825843381573062,0.5413335634505327,0.4954430691084283,0.32023962058700195,0.16084172978675823,0.5625470842511875,0.31501040429323174,0.28467048100822956
CHL,2018,0.18015417894353877,0.5551100205368343,0.49003930579200666,0.3366592205403751,0.1549453745490418,0.559044383706451,0.2976158865606597,0.2753233669883018
CHL,2019,0.18510215103300126,0.5517569674165527,0.5024085239590437,0.34304087642044456,0.15650610024963124,0.551549211071928,0.30446916407246316,0.25706010858113965
CHL,2020,0.16789837390237128,0.5794053773088392,0.44934438942731375,0.3354330927108448,0.14620340067651635,0.5823109966955452,0.2906807672559875,0.2524070971146244
CHL,2021,0.18121680632039922,0.5889636836183547,0.4705826976604144,0.33118652227822554,0.17165780138201606,0.6046135339125743,0.29962847658117553,0.2537807514795015
CHL,2022,0.2398327394124701,0.5102143483678323,0.6395138207181998,0.3965770369587926,0.18907618122495484,0.47668262908537445,0.3427906861741624,0.40844051320957503
CHL,2023,0.2165759188407573,0.5782206002457666,0.5449845680997005,0.37787579433083285,0.191835464010822,0.5710077566391145,0.31902574602988976,0.35665159536427715
CHN,1990,0.2558993340221849,0.231109984201744,0.9490988182508602,0.28663319022365,0.21626705444319072,0.18504344289559077,0.5367755125694158,0.7777222253326395
CHN,1991,0.24054456040681851,0.25779329185045463,0.965387474851637,0.29210176834031193,0.2112322806085629,0.20146727229624048,0.5298095187939769,0.7559224959656685
CHN,1992,0.22199995164870912,0.19296294006218662,0.9300250403914369,0.22470015843183466,0.22699212512703407,0.15935535275834412,0.5249998298518691,0.8075769554726963
CHN,1993,0.3569651546322955,0.15839302017745266,0.6146910165378697,0.24065495673174853,0.4107457157415929,0.1409991777881256,0.6233038217830507,0.8416069798225474
CHN,1994,0.373386193388639,0.15543764571280472,0.5878617196112722,0.24453161259307477,0.41477190037632367,0.1327684021630364,0.6387564301027733,0.8445623542871952
CHN,1995,0.23837444989951057,0.18039805872203113,0.8615563582043191,0.2104001501192081,0.27533249145154615,0.16078096317947915,0.5779667809946526,0.8196019412779689
CHN,1996,0.2344166616305131,0.18339993967702062,0.8778968528444334,0.22477272276408752,0.2826402609075819,0.17875293752046656,0.5597817861991792,0.8166000603229794
CHN,1997,0.2660482305435638,0.1998389103546566,0.8578854954844707,0.25624973313812704,0.3245018776032685,0.20235299166324433,0.5436593466354809,0.8001610896453436
CHN,1998,0.24609512692186486,0.22131350943837275,0.946980830999467,0.26599760959908547,0.3083651975808125,0.22945108224764882,0.4953601427635069,0.7822446043873587
