ISO3,year,D_US,D_EU,D_ON,D_S
DNK,2008,0.0,6.0,0.0,0.0
DZA,2008,0.0,3.0344827586206895,0.0,3.8849390207789485
EGY,2008,0.0,3.458650401340786,3.999999999996,4.968674132664017
ESP,2008,0.0,6.0,0.0,0.0
EST,2008,0.0,6.0,2.6930637217194318,6.0
FIN,2008,0.0,6.0,0.0,0.0
FRA,2008,0.0,6.0,0.0,0.0
FRO,2008,0.0,2.388794906556567,4.999999999998016,1.7578735197782818
GBR,2008,0.0,6.0,0.0,0.0
GRC,2008,0.0,6.0,0.0,0.0
GRD,2008,0.0,5.999999999994,0.0,4.50753939612502
GRL,2008,0.0,3.999999999996,0.0,0.0
GUY,2008,0.0,5.999999999994,0.0,4.507129474255123
HRV,2008,0.0,3.0476190476190474,3.2920353982300883,5.9999999999993685
HTI,2008,0.0,5.999999999994,0.0,2.999999999997
HUN,2008,0.0,6.0,0.0,6.0
IND,2008,0.0,0.0,0.0,4.0
IRL,2008,0.0,6.0,0.0,0.0
ISL,2008,0.0,6.0,6.0,0.0
ITA,2008,0.0,6.0,0.0,0.0
JAM,2008,0.0,5.999999999994,0.0,4.507129474255123
KEN,2008,0.0,2.4589774078478,0.0,3.7586206896551726
KNA,2008,0.0,5.999999999994,0.0,4.50753939612502
KOR,2008,0.0,0.0,5.999999999994,5.999999999999
LBN,2008,0.0,2.4690265486725664,3.999999999996,3.4139589059316524
LCA,2008,0.0,5.999999999994,0.0,4.50753939612502
LIE,2008,0.0,6.0,6.0,0.0
LTU,2008,0.0,6.0,2.3307182387642156,6.0
LUX,2008,0.0,6.0,0.0,0.0
LVA,2008,0.0,6.0,2.7643374080155687,6.0
MCO,2008,0.0,0.0,0.0,0.0
MKD,2008,0.0,2.5396825396825395,2.999999999997,5.9999999999997
MLT,2008,0.0,6.0,0.0,6.0
MSR,2008,0.0,3.999999999996,0.0,4.50753939612502
NCL,2008,0.0,3.999999999996,0.0,0.0
NLD,2008,0.0,6.0,0.0,0.0
NOR,2008,0.0,6.0,6.0,0.0
PAK,2008,0.0,0.0,0.0,4.999999999999
PCN,2008,0.0,3.999999999996,0.0,0.0
PER,2008,0.0,0.0,0.0,3.7569626553446156
PHL,2008,0.0,0.0,4.877338877335755,3.5079365079344207
POL,2008,0.0,6.0,0.0,6.0
PRT,2008,0.0,6.0,0.0,0.0
PYF,2008,0.0,3.999999999996,0.0,0.0
ROU,2008,0.0,5.999999999999913,0.0,6.0
SMR,2008,0.0,0.0,0.0,0.0
SPM,2008,0.0,3.999999999996,0.0,0.0
SRB,2008,0.0,0.0,0.0,5.999999999996941
SUR,2008,0.0,5.999999999994,0.0,4.5046034000474915
SVK,2008,0.0,6.0,0.0,6.0
SVN,2008,0.0,6.0,2.275862068965517,6.0
SWE,2008,0.0,6.0,0.0,0.0
SYR,2008,0.0,0.0,0.0,3.5079365079340157
TCA,2008,0.0,3.999999999996,0.0,0.0
TTO,2008,0.0,5.999999999994,0.0,4.507129474255123
TUN,2008,0.0,2.999999999997,2.999999999997,4.758620689655054
TUR,2008,0.0,3.999999999998,0.0,5.999999999999
TZA,2008,0.0,2.4589774078478,0.0,4.999999999998758
UGA,2008,0.0,2.4589774078478,0.0,3.7586206896551726
URY,2008,0.0,0.0,0.0,6.0
VCT,2008,0.0,5.999999999994,0.0,4.50753939612502
WLF,2008,0.0,3.999999999996,0.0,0.0
ZAF,2008,0.0,2.999999999997,1.999999999998,4.999999999999
ABW,2009,0.0,3.999999999996,0.0,0.0
AIA,2009,0.0,3.999999999996,0.0,0.0
ALB,2009,0.0,3.0476190476190474,0.0,5.999999999998996
AND,2009,0.0,0.0,0.0,0.0
ATG,2009,0.0,5.999999999994,0.0,4.50753939612502
AUT,2009,0.0,6.0,0.0,0.0
BEL,2009,0.0,6.0,0.0,0.0
BGR,2009,0.0,6.0,0.0,6.0
BHS,2009,0.0,5.999999999994,0.0,4.507129474255121
BLZ,2009,0.0,5.999999999994,0.0,4.507129474255123
BMU,2009,0.0,3.999999999996,0.0,0.0
BRA,2009,0.0,0.0,0.0,6.0
BRB,2009,0.0,5.999999999994,0.0,4.507129474255123
CHE,2009,0.0,6.0,6.0,0.0
CIV,2009,0.0,1.6460176991150441,0.0,3.8812260536383545
CYM,2009,0.0,3.999999999996,0.0,0.0
CYP,2009,0.0,6.0,0.0,6.0
CZE,2009,0.0,6.0,0.0,6.0
DEU,2009,0.0,6.0,0.0,0.0
DMA,2009,0.0,5.999999999994,0.0,4.50753939612502
DNK,2009,0.0,6.0,0.0,0.0
DZA,2009,0.0,3.0344827586206895,0.0,3.8849390207789485
EGY,2009,0.0,3.458650401340786,3.999999999996,4.968674132664048
ESP,2009,0.0,6.0,0.0,0.0
EST,2009,0.0,6.0,2.6930637217194318,6.0
FIN,2009,0.0,6.0,0.0,0.0
FJI,2009,0.0,0.0,0.5079365079365079,1.999999999998
FRA,2009,0.0,6.0,0.0,0.0
FRO,2009,0.0,2.388794906556567,4.999999999998016,1.7578735197782818
GBR,2009,0.0,6.0,0.0,0.0
GRC,2009,0.0,6.0,0.0,0.0
GRD,2009,0.0,5.999999999994,0.0,4.50753939612502
GRL,2009,0.0,3.999999999996,0.0,0.0
GUY,2009,0.0,5.999999999994,0.0,4.507129474255123
HRV,2009,0.0,3.0476190476190474,3.2920353982300883,5.9999999999993685
HTI,2009,0.0,5.999999999994,0.0,2.999999999997
HUN,2009,0.0,6.0,0.0,6.0
IND,2009,0.0,0.0,0.0,4.0
IRL,2009,0.0,6.0,0.0,0.0
ISL,2009,0.0,6.0,6.0,0.0
ITA,2009,0.0,6.0,0.0,0.0
JAM,2009,0.0,5.999999999994,0.0,4.507129474255123
KEN,2009,0.0,2.4589774078478,0.0,3.7586206896551726
KNA,2009,0.0,5.999999999994,0.0,4.50753939612502
KOR,2009,0.0,0.0,5.999999999994,5.999999999999
LBN,2009,0.0,2.4690265486725664,3.999999999996,3.4139589059316524
LCA,2009,0.0,5.999999999994,0.0,4.50753939612502
LIE,2009,0.0,6.0,6.0,0.0
LTU,2009,0.0,6.0,2.3307182387642156,6.0
LUX,2009,0.0,6.0,0.0,0.0
LVA,2009,0.0,6.0,2.7643374080155687,6.0
MCO,2009,0.0,0.0,0.0,0.0
MKD,2009,0.0,2.5396825396825395,2.999999999997,5.9999999999997
MLT,2009,0.0,6.0,0.0,6.0
MSR,2009,0.0,3.999999999996,0.0,4.50753939612502
NCL,2009,0.0,3.999999999996,0.0,0.0
NLD,2009,0.0,6.0,0.0,0.0
NOR,2009,0.0,6.0,6.0,0.0
PAK,2009,0.0,0.0,0.0,4.999999999999
PCN,2009,0.0,3.999999999996,0.0,0.0
PHL,2009,0.0,0.0,4.877338877335755,3.5079365079353155
PNG,2009,0.0,0.0,0.5079365079365079,1.999999999998
POL,2009,0.0,6.0,0.0,6.0
PRT,2009,0.0,6.0,0.0,0.0
PYF,2009,0.0,3.999999999996,0.0,0.0
ROU,2009,0.0,6.0,0.0,6.0
SMR,2009,0.0,0.0,0.0,0.0
SPM,2009,0.0,3.999999999996,0.0,0.0
SRB,2009,0.0,0.0,0.0,5.999999999996941
SUR,2009,0.0,5.999999999994,0.0,4.5046034000474915
SVK,2009,0.0,6.0,0.0,6.0
SVN,2009,0.0,6.0,2.275862068965517,6.0
SWE,2009,0.0,6.0,0.0,0.0
SYR,2009,0.0,0.0,0.0,3.5079365079340157
TCA,2009,0.0,3.999999999996,0.0,0.0
TTO,2009,0.0,5.999999999994,0.0,4.507129474255123
TUN,2009,0.0,2.999999999997,2.999999999997,4.758620689655054
TUR,2009,0.0,3.999999999998,0.0,5.999999999999
TZA,2009,0.0,2.4589774078478,0.0,4.999999999998758
UGA,2009,0.0,2.4589774078478,0.0,3.7586206896551726
URY,2009,0.0,0.0,0.0,6.0
VCT,2009,0.0,5.999999999994,0.0,4.50753939612502
WLF,2009,0.0,3.999999999996,0.0,0.0
ZAF,2009,0.0,2.999999999997,1.999999999998,4.999999999999
ABW,2010,0.0,3.999999999996,0.0,0.0
AIA,2010,0.0,3.999999999996,0.0,0.0
ALB,2010,0.0,3.0476190476190474,5.2920353982289114,5.999999999998996
AND,2010,0.0,0.0,0.0,0.0
ATG,2010,0.0,5.999999999994,0.0,4.50753939612502
AUT,2010,0.0,6.0,0.0,0.0
BEL,2010,0.0,6.0,0.0,0.0
BGR,2010,0.0,6.0,0.0,6.0
BHS,2010,0.0,5.999999999994,0.0,4.507129474255121
BLZ,2010,0.0,5.999999999994,0.0,4.507837516279103
BMU,2010,0.0,3.999999999996,0.0,0.0
BRA,2010,0.0,0.0,0.0,6.0
BRB,2010,0.0,5.999999999994,0.0,4.507129474255123
CHE,2010,0.0,6.0,6.0,0.0
CIV,2010,0.0,1.6460176991150441,0.0,3.8812260536383545
CYM,2010,0.0,3.999999999996,0.0,0.0
CYP,2010,0.0,6.0,0.0,6.0
CZE,2010,0.0,6.0,0.0,6.0
DEU,2010,0.0,6.0,0.0,0.0
DMA,2010,0.0,5.999999999994,0.0,4.50753939612502
DNK,2010,0.0,6.0,0.0,0.0
DZA,2010,0.0,3.0344827586206895,0.0,3.9216768944105036
EGY,2010,0.0,3.458650401340786,3.999999999996,4.968674132664048
ESP,2010,0.0,6.0,0.0,0.0
EST,2010,0.0,6.0,2.6930637217194318,6.0
FIN,2010,0.0,6.0,0.0,0.0
FJI,2010,0.0,0.0,0.5079365079365079,1.999999999998
FRA,2010,0.0,6.0,0.0,0.0
FRO,2010,0.0,2.388794906556567,4.999999999998016,1.7578735197782818
GBR,2010,0.0,6.0,0.0,0.0
GRC,2010,0.0,6.0,0.0,0.0
GRD,2010,0.0,5.999999999994,0.0,4.50753939612502
GRL,2010,0.0,3.999999999996,0.0,0.0
GUY,2010,0.0,5.999999999994,0.0,4.507129474255123
HRV,2010,0.0,3.0476190476190474,3.2920353982300883,5.9999999999993685
HTI,2010,0.0,5.999999999994,0.0,2.999999999997
HUN,2010,0.0,6.0,0.0,6.0
IND,2010,0.0,0.0,0.0,4.999999999999
IRL,2010,0.0,6.0,0.0,0.0
ISL,2010,0.0,6.0,6.0,0.0
ITA,2010,0.0,6.0,0.0,0.0
JAM,2010,0.0,5.999999999994,0.0,4.507129474255123
KEN,2010,0.0,2.4589774078478,0.0,3.7586206896551726
KNA,2010,0.0,5.999999999994,0.0,4.50753939612502
KOR,2010,0.0,0.0,5.999999999994,6.0
LBN,2010,0.0,2.4690265486725664,3.999999999996,3.4139589059316524
LCA,2010,0.0,5.999999999994,0.0,4.50753939612502
LIE,2010,0.0,6.0,6.0,0.0
LTU,2010,0.0,6.0,2.3307182387642156,6.0
LUX,2010,0.0,6.0,0.0,0.0
LVA,2010,0.0,6.0,2.7643374080155687,6.0
MCO,2010,0.0,0.0,0.0,0.0
MKD,2010,0.0,2.5396825396825395,2.999999999997,5.9999999999997
MLT,2010,0.0,6.0,0.0,6.0
MNE,2010,0.0,2.999999999997,0.0,5.999999999999
MSR,2010,0.0,3.999999999996,0.0,4.50753939612502
NCL,2010,0.0,3.999999999996,0.0,0.0
NLD,2010,0.0,6.0,0.0,0.0
NOR,2010,0.0,6.0,6.0,0.0
PAK,2010,0.0,0.0,0.0,4.999999999999
PCN,2010,0.0,3.999999999996,0.0,0.0
PHL,2010,0.0,0.0,4.999999999999,5.507936507934508
PNG,2010,0.0,0.0,0.5079365079365079,1.999999999998
POL,2010,0.0,6.0,0.0,6.0
PRT,2010,0.0,6.0,0.0,0.0
PYF,2010,0.0,3.999999999996,0.0,0.0
ROU,2010,0.0,6.0,0.0,6.0
SMR,2010,0.0,0.0,0.0,0.0
SPM,2010,0.0,3.999999999996,0.0,0.0
SRB,2010,0.0,0.0,4.517241379308862,5.999999999999
SUR,2010,0.0,5.999999999994,0.0,4.5046034000474915
SVK,2010,0.0,6.0,0.0,6.0
SVN,2010,0.0,6.0,2.275862068965517,6.0
SWE,2010,0.0,6.0,0.0,0.0
SYR,2010,0.0,0.0,0.0,3.7578735197757895
TCA,2010,0.0,3.999999999996,0.0,0.0
TTO,2010,0.0,5.999999999994,0.0,4.507129474255123
TUN,2010,0.0,2.999999999997,2.999999999997,4.758620689655114
TUR,2010,0.0,3.999999999998,0.0,5.999999999999
TZA,2010,0.0,2.4589774078478,0.0,4.999999999998758
UGA,2010,0.0,2.4589774078478,0.0,3.7586206896551726
URY,2010,0.0,0.0,0.0,6.0
VCT,2010,0.0,5.999999999994,0.0,4.50753939612502
WLF,2010,0.0,3.999999999996,0.0,0.0
ZAF,2010,0.0,2.999999999997,1.999999999998,4.999999999999
ABW,2011,0.0,3.999999999996,0.0,0.0
AIA,2011,0.0,3.999999999996,0.0,0.0
ALB,2011,0.0,3.0476190476190474,5.2920353982289114,5.999999999998996
AND,2011,0.0,0.0,0.0,0.0
ATG,2011,0.0,5.999999999994,0.0,4.50753939612502
AUT,2011,0.0,6.0,0.0,0.0
BEL,2011,0.0,6.0,0.0,0.0
BGR,2011,0.0,6.0,0.0,6.0
BHS,2011,0.0,5.999999999994,0.0,4.507129474255121
BLZ,2011,0.0,5.999999999994,0.0,4.507837516279103
BMU,2011,0.0,3.999999999996,0.0,0.0
BRA,2011,0.0,0.0,0.0,6.0
BRB,2011,0.0,5.999999999994,0.0,4.507129474255123
CHE,2011,0.0,6.0,6.0,0.0
CIV,2011,0.0,1.6460176991150441,0.0,3.8812260536383545
CYM,2011,0.0,3.999999999996,0.0,0.0
CYP,2011,0.0,6.0,0.0,6.0
CZE,2011,0.0,6.0,0.0,6.0
DEU,2011,0.0,6.0,0.0,0.0
DMA,2011,0.0,5.999999999994,0.0,4.50753939612502
DNK,2011,0.0,6.0,0.0,0.0
DZA,2011,0.0,3.0344827586206895,0.0,3.9216768944105036
EGY,2011,0.0,3.458650401340786,3.999999999996,4.968674132664048
ESP,2011,0.0,6.0,0.0,0.0
EST,2011,0.0,6.0,2.6930637217194318,6.0
FIN,2011,0.0,6.0,0.0,0.0
FJI,2011,0.0,0.0,0.5079365079365079,1.999999999998
FRA,2011,0.0,6.0,0.0,0.0
FRO,2011,0.0,2.388794906556567,4.999999999998016,1.7578735197782818
GBR,2011,0.0,6.0,0.0,0.0
GRC,2011,0.0,6.0,0.0,0.0
GRD,2011,0.0,5.999999999994,0.0,4.50753939612502
GRL,2011,0.0,3.999999999996,0.0,0.0
GUY,2011,0.0,5.999999999994,0.0,4.507129474255123
HRV,2011,0.0,3.0476190476190474,3.2920353982300883,5.9999999999993685
HTI,2011,0.0,5.999999999994,0.0,2.999999999997
HUN,2011,0.0,6.0,0.0,6.0
IND,2011,0.0,0.0,3.999999999996,4.999999999999
IRL,2011,0.0,6.0,0.0,0.0
ISL,2011,0.0,6.0,6.0,0.0
ITA,2011,0.0,6.0,0.0,0.0
JAM,2011,0.0,5.999999999994,0.0,4.507129474255123
KEN,2011,0.0,2.4589774078478,0.0,3.7586206896551726
KNA,2011,0.0,5.999999999994,0.0,4.50753939612502
KOR,2011,0.0,5.999999999994,5.999999999994,6.0
LBN,2011,0.0,2.4690265486725664,3.999999999996,3.4139589059316524
LCA,2011,0.0,5.999999999994,0.0,4.50753939612502
LIE,2011,0.0,6.0,6.0,0.0
LTU,2011,0.0,6.0,2.3307182387642156,6.0
LUX,2011,0.0,6.0,0.0,0.0
LVA,2011,0.0,6.0,2.7643374080155687,6.0
MCO,2011,0.0,0.0,0.0,0.0
MKD,2011,0.0,2.5396825396825395,2.999999999997,5.9999999999997
MLT,2011,0.0,6.0,0.0,6.0
MNE,2011,0.0,2.999999999997,0.0,5.999999999999
MSR,2011,0.0,3.999999999996,0.0,4.50753939612502
NCL,2011,0.0,3.999999999996,0.0,0.0
NLD,2011,0.0,6.0,0.0,0.0
NOR,2011,0.0,6.0,6.0,0.0
PAK,2011,0.0,0.0,0.0,4.999999999999
PCN,2011,0.0,3.999999999996,0.0,0.0
PHL,2011,0.0,0.0,4.999999999999,5.507936507935508
PNG,2011,0.0,0.0,0.5079365079365079,1.999999999998
POL,2011,0.0,6.0,0.0,6.0
PRT,2011,0.0,6.0,0.0,0.0
PYF,2011,0.0,3.999999999996,0.0,0.0
ROU,2011,0.0,6.0,0.0,6.0
SMR,2011,0.0,0.0,0.0,0.0
SPM,2011,0.0,3.999999999996,0.0,0.0
SRB,2011,0.0,0.0,4.517241379308862,5.999999999999
SUR,2011,0.0,5.999999999994,0.0,4.5046034000474915
SVK,2011,0.0,6.0,0.0,6.0
SVN,2011,0.0,6.0,2.275862068965517,6.0
SWE,2011,0.0,6.0,0.0,0.0
SYR,2011,0.0,0.0,0.0,3.7578735197757895
TCA,2011,0.0,3.999999999996,0.0,0.0
TTO,2011,0.0,5.999999999994,0.0,4.507129474255123
TUN,2011,0.0,2.999999999997,2.999999999997,4.758620689655114
TUR,2011,0.0,3.999999999998,0.0,5.999999999999
TZA,2011,0.0,2.4589774078478,0.0,4.999999999998758
UGA,2011,0.0,2.4589774078478,0.0,3.7586206896551726
URY,2011,0.0,0.0,0.0,6.0
VCT,2011,0.0,5.999999999994,0.0,4.50753939612502
WLF,2011,0.0,3.999999999996,0.0,0.0
ZAF,2011,0.0,2.999999999997,1.999999999998,4.999999999999
ABW,2012,0.0,3.999999999996,0.0,0.0
AIA,2012,0.0,3.999999999996,0.0,0.0
ALB,2012,0.0,3.0476190476190474,5.2920353982289114,5.999999999998996
AND,2012,0.0,0.0,0.0,0.0
ATG,2012,0.0,5.999999999994,0.0,4.50753939612502
AUT,2012,0.0,6.0,0.0,0.0
BEL,2012,0.0,6.0,0.0,0.0
BGR,2012,0.0,6.0,0.0,6.0
BHS,2012,0.0,5.999999999994,0.0,4.507129474255121
BLZ,2012,0.0,5.999999999994,0.0,4.507837516279103
BMU,2012,0.0,3.999999999996,0.0,0.0
BRA,2012,0.0,0.0,0.0,6.0
BRB,2012,0.0,5.999999999994,0.0,4.507129474255123
CHE,2012,0.0,6.0,6.0,0.0
CIV,2012,0.0,1.6460176991150441,0.0,3.8812260536383545
CYM,2012,0.0,3.999999999996,0.0,0.0
CYP,2012,0.0,6.0,0.0,6.0
CZE,2012,0.0,6.0,0.0,6.0
DEU,2012,0.0,6.0,0.0,0.0
DMA,2012,0.0,5.999999999994,0.0,4.50753939612502
DNK,2012,0.0,6.0,0.0,0.0
DZA,2012,0.0,3.0344827586206895,0.0,3.9216768944105036
EGY,2012,0.0,3.458650401340786,3.999999999996,4.968674132664048
ESP,2012,0.0,6.0,0.0,0.0
EST,2012,0.0,6.0,2.6930637217194318,6.0
FIN,2012,0.0,6.0,0.0,0.0
FJI,2012,0.0,0.0,0.5079365079365079,1.999999999998
FRA,2012,0.0,6.0,0.0,0.0
FRO,2012,0.0,2.388794906556567,4.999999999998016,1.7578735197782818
GBR,2012,0.0,6.0,0.0,0.0
GRC,2012,0.0,6.0,0.0,0.0
GRD,2012,0.0,5.999999999994,0.0,4.50753939612502
GRL,2012,0.0,3.999999999996,0.0,0.0
GUY,2012,0.0,5.999999999994,0.0,4.507129474255123
HRV,2012,0.0,3.0476190476190474,3.2920353982300883,5.9999999999993685
HTI,2012,0.0,5.999999999994,0.0,2.999999999997
HUN,2012,0.0,6.0,0.0,6.0
IND,2012,0.0,0.0,3.999999999996,4.999999999999
IRL,2012,0.0,6.0,0.0,0.0
ISL,2012,0.0,6.0,6.0,0.0
ITA,2012,0.0,6.0,0.0,0.0
JAM,2012,0.0,5.999999999994,0.0,4.507129474255123
