ISO3,year,GeoV,GeoC,n_partners
SYR,2012,1.1506223935530178,0.615888448304531,38.0
SYR,2013,1.2126896024353735,0.7021076344396925,38.0
SYR,2014,1.1642251017005107,0.7745067696121402,38.0
SYR,2015,0.9881939252283021,0.7271517015894342,40.0
SYR,2016,1.2770150577698822,0.672558929844797,40.0
SYR,2017,1.3591573218096102,0.6868259039457594,39.0
SYR,2018,1.260118800082168,0.6435447286192494,40.0
SYR,2019,1.4509295410585819,0.6849260807441095,39.0
SYR,2020,1.3633767604342903,0.666303861154852,40.0
SYR,2021,1.707397951649942,0.6399654351207368,35.0
SYR,2022,1.4351271239841243,0.5001481776491717,35.0
SYR,2023,1.4679953630072617,0.4236257474282852,35.0
TCD,1990,2.1668574999820214,0.6482486714315239,28.0
TCD,1991,1.6836214247662384,0.8833481714802363,37.0
TCD,1992,1.7979248294122228,0.7579909412421023,32.0
TCD,1993,2.1225243073442397,0.6928918938543062,36.0
TCD,1995,2.0633809924618602,0.7248009502588338,45.0
TCD,1996,2.2320638607141343,0.8062134994071077,46.0
TCD,1997,1.7391917253043074,1.0556966034962747,48.0
TCD,1998,1.724866427698395,0.8694380946402143,54.0
TCD,1999,2.2144396213844675,0.8564269790590843,54.0
TCD,2000,2.040708447195853,0.8312775752849537,66.0
TCD,2001,2.2673922545938967,0.7657775209099644,61.0
TCD,2002,2.2083071434970734,0.7996759418606552,57.0
TCD,2003,2.4175025576518756,1.2601287393807359,68.0
TCD,2004,3.087547743093392,1.6119653416187503,67.0
TCD,2005,3.462854872804733,1.309826896025259,65.0
TCD,2006,2.6666768411161987,1.5588565262024658,71.0
TCD,2007,3.031139836280419,1.1096292701023258,71.0
TCD,2008,3.0780360174920283,0.909904975437778,70.0
TCD,2009,2.98755712694876,0.9126116972678013,73.0
TCD,2010,2.494962038241782,1.5734763022413836,78.0
TCD,2011,2.6340806721676597,1.18940026752637,72.0
TCD,2012,2.4959743858063494,1.313518571254873,78.0
TCD,2013,2.7284810780622033,1.3926482106520357,77.0
TCD,2014,2.4800426415142374,1.4965826980422428,88.0
TCD,2015,2.247912272676026,1.5471258720923122,78.0
TCD,2016,2.156515806892898,1.6987942292112852,82.0
TCD,2017,1.7687843756994033,1.8675954120622609,92.0
TCD,2018,1.5952504572489423,1.7112335961980119,87.0
TCD,2019,0.7326052110364721,1.3702126863084692,91.0
TCD,2020,0.8884302040301276,1.201947923145924,90.0
TCD,2021,1.1105343529736187,1.1840085044612667,99.0
TCD,2022,1.144610648609226,0.9304212492709225,88.0
TCD,2023,1.0092606324763542,1.132597143537574,89.0
TGO,1990,1.3819098754212609,0.9857414514773164,45.0
TGO,1991,1.2147082115904002,1.1001037531488427,61.0
TGO,1992,1.1518991972766175,1.0501220454030473,59.0
TGO,1993,1.0767905012823782,1.1786259027990469,58.0
TGO,1994,1.2466154939486624,1.186238180503797,61.0
TGO,1995,1.2695586394351752,1.0238998484092388,62.0
TGO,1996,1.093881345967837,0.9314625431340234,54.0
TGO,1997,1.196464042048283,0.9711643971573403,66.0
TGO,1998,1.0068559656921439,0.9819260395210063,64.0
TGO,1999,0.8557101783178447,1.0121083393038064,73.0
TGO,2000,0.7683583875751723,0.9518512878711503,73.0
TGO,2001,0.6686185915140175,0.9651220798607997,81.0
TGO,2002,0.6832338002603289,0.9109196831083142,79.0
TGO,2003,0.6683963425020713,1.0074341064741157,86.0
TGO,2004,0.5206429985395633,0.8820160944970785,72.0
TGO,2005,0.4433480342687187,0.829589440219548,72.0
TGO,2006,0.4795855915374559,0.7991440509638674,77.0
TGO,2007,0.3688715950442979,0.6461616259273325,75.0
TGO,2008,0.26567770536334195,0.5442822187431794,81.0
TGO,2009,0.28631828214934335,0.5824412321057815,87.0
TGO,2010,0.7636025092355818,1.1194808334108397,75.0
TGO,2011,0.3150115654518484,0.709700746000831,80.0
TGO,2012,0.6859317111531845,0.7331037851195044,75.0
TGO,2013,0.7052385341096429,0.825536847010907,80.0
TGO,2014,0.5853179266701503,0.7314317204654286,77.0
TGO,2015,0.5973243118973597,0.9379696641686864,87.0
TGO,2016,0.686279439831063,0.8162009252452057,84.0
TGO,2017,0.637169974056542,0.9513281638727705,88.0
TGO,2018,0.5431234508368684,0.9135263334736775,81.0
TGO,2019,0.47552525224695896,0.7899131069769794,90.0
TGO,2020,0.4576149311182554,0.9214437242494319,95.0
TGO,2021,0.5902724578441002,0.9245417439435617,93.0
TGO,2022,0.5926350829562136,1.1200322056109948,98.0
TGO,2023,0.5419868286218099,1.0969426750631417,96.0
THA,1990,1.993743737769923,1.7671610501321724,133.0
THA,1991,1.998201060855562,1.5695479324241646,136.0
THA,1992,1.9136871979244658,1.610778904757182,135.0
THA,1993,1.991956228629662,1.5518879687127698,132.0
THA,1994,1.9418220082702082,1.6143127219373423,129.0
THA,1995,1.824898149380282,1.667266903410259,142.0
THA,1996,1.7197195504619243,1.697308185486445,144.0
THA,1997,1.754611239976291,1.622962106051974,144.0
THA,1998,1.6635841928927464,1.733708602452067,145.0
THA,1999,1.5410983679154755,1.7434944966948571,152.0
THA,2000,1.402881994201908,1.844646977947945,160.0
THA,2001,1.4495504132491026,1.729108762316171,156.0
THA,2002,1.4205671889677176,1.849078522305371,163.0
THA,2003,1.349549678907086,1.9159593543503621,165.0
THA,2004,1.2349757968396113,1.9105943573887745,167.0
THA,2005,1.2580114855046691,1.8430548736179662,168.0
THA,2006,1.2498046648411285,1.784816928219354,168.0
THA,2007,1.1024257470936036,1.733633318895534,168.0
THA,2008,1.073663755959049,1.6663789054672835,167.0
THA,2009,1.0797640503954513,1.5565674312868358,167.0
THA,2010,1.090021008194808,1.4261280042380637,168.0
THA,2011,0.979960996424251,1.4052286885503138,168.0
THA,2012,0.9913577985521297,1.4505791349116244,167.0
THA,2013,0.9626898501289651,1.533437937358267,168.0
THA,2014,1.073416944885857,1.5221524804379527,167.0
THA,2015,1.037821439766458,1.4961197247477742,167.0
THA,2016,1.0225656264020515,1.518456875369135,167.0
THA,2017,1.0451355827965694,1.5090126244058728,168.0
THA,2018,0.9951627133138317,1.6098650724595054,169.0
THA,2019,1.0387025523113262,1.5982339144791713,168.0
THA,2020,1.079303375018387,1.7001781188615075,168.0
THA,2021,1.027966825425571,1.712298466719173,168.0
THA,2022,1.134587951594831,1.54008387398671,166.0
THA,2023,1.1116793709889636,1.579222286405641,167.0
TJK,1992,1.4949599574199284,0.6994232781047052,16.0
TJK,1993,1.1096694588611706,0.976939676079981,39.0
TJK,1994,0.7702207069955546,0.7063104058800667,43.0
TJK,1995,0.6541137952271847,0.6267575907147593,41.0
TJK,1996,0.5141628455425324,0.682861009950325,52.0
TJK,1997,0.9042516067870985,0.8671270086601225,49.0
TJK,1998,0.8511599600748587,0.833407592169749,51.0
TJK,1999,0.9053844302641249,0.8404919739304227,47.0
TJK,2000,0.524792638912332,1.015211318226408,37.0
TJK,2002,0.8958430545019551,0.7421549609759077,47.0
TJK,2003,0.8057646211162597,0.6965274738055368,52.0
TJK,2004,0.8993739262914981,0.672769540968088,45.0
TJK,2005,1.0317137965835923,0.6851730547860126,46.0
TJK,2006,0.9979849205254456,0.5902855687207328,64.0
TJK,2007,1.0123632555670934,0.6615420642438546,54.0
TJK,2008,1.011211682173853,0.7285192521485608,60.0
TJK,2009,0.5755336948063217,0.7226180086511867,62.0
TJK,2010,0.6260718318789307,0.6847149442849637,62.0
TJK,2011,0.6275384309097901,0.733303310115826,63.0
TJK,2012,0.671678882938061,0.7801267416625202,64.0
TJK,2013,0.6257229545410206,0.6582479460971988,66.0
TJK,2014,0.9572720718456771,0.725986187820411,65.0
TJK,2015,0.8638258399711567,0.6873777707360232,65.0
