ISO3,year,s_US,s_CN,s_MID,BAL,p_own
SDN,2014,0.030704095435890325,0.9172518503778341,0.05204405418627556,0.06477958299957486,-0.15707205958989712
SDN,2015,0.01760742782692679,0.9327593821211736,0.04963319005189958,0.03705396199155636,-0.5386674718867706
SDN,2016,0.008187730665554742,0.9185569566825268,0.07325531265191848,0.017669873434039904,-0.25436220256419706
SDN,2017,0.010435086280883037,0.9250932476972231,0.0644716660218938,0.022308434500343515,-0.3135192165359992
SDN,2018,0.009934083169819025,0.9190104585724799,0.07105545825770114,0.021387892868581743,-0.1893272099149658
SDN,2019,0.0039172294783788855,0.9018559245306547,0.09422684599096641,0.008649471362759814,-0.234258517577864
SDN,2020,0.0043615331988993335,0.9241393689866673,0.07149909781443341,0.00939478505326784,-0.1563595207511341
SDN,2021,0.0037189151314090322,0.9578643052375335,0.03841677963105741,0.00773498341616683,-0.22633104232948345
SDN,2022,0.02432072793103475,0.9224675200923206,0.053211751976644725,0.051375221401004985,0.10383841266545145
SDN,2023,0.01946321579173272,0.9422818289017698,0.03825495530649751,0.04047479297995329,-0.10319675124676767
SEN,1990,0.3853001434076664,0.39712158060355557,0.2175782759887779,0.9848912206382966,-0.12376441103109498
SEN,1991,0.39673046524756644,0.3654882909778597,0.23778124377457396,0.9590115383352402,-0.11948605472325588
SEN,1992,0.33594557844854644,0.470759046824304,0.19329537472714955,0.8328837294937291,0.007226041912832894
SEN,1993,0.5052437588780221,0.42754187640228203,0.06721436471969591,0.91669910048262,0.22452179668704428
SEN,1994,0.4020330760275704,0.5162442865449568,0.08172263742747278,0.875624495198894,0.25203291947540984
SEN,1995,0.19980523886761564,0.6072184590345718,0.19297630209781258,0.49516572905355344,0.19735383007225146
SEN,1996,0.2252893583876685,0.5220024904174391,0.2527081511948925,0.6029487910189252,0.2038307405999735
SEN,1997,0.31782240887235774,0.4954910499943884,0.1866865411332539,0.7815496114258451,0.19216499880276408
SEN,1998,0.008604939868004789,0.5302389422031129,0.4611561179288824,0.031938526739621,0.014306504137897576
SEN,1999,0.017187261927985406,0.45808035831154376,0.5247323797604708,0.07232666900102823,0.08925543146664908
SEN,2000,0.02077755167876623,0.4600540669800333,0.5191683813412005,0.08642340009470167,0.09831450878148236
SEN,2001,0.019236781731095255,0.5074823631582054,0.4732808551106994,0.07304379162119959,0.022795388948281918
SEN,2002,0.016419745603257856,0.6136446299133372,0.3699356244834049,0.05212085063465195,0.008275695029589324
SEN,2003,0.011103618640558168,0.6270793427713904,0.3618170385880514,0.03479760291936329,0.03132184656090189
SEN,2004,0.0034279493512033073,0.6459239268599023,0.35064812378889443,0.010558064053668412,-0.000783638965305282
SEN,2005,0.013182684757383838,0.6741533097435547,0.3126640054990615,0.038358779004307876,2.1378083685116167e-05
SEN,2006,0.006149153797508683,0.650526433206602,0.34332441299588934,0.018728132792517505,0.028715798881800054
SEN,2007,0.01708046935008261,0.6600882208557827,0.3228313097941347,0.05044671910300518,-0.05670962319382497
SEN,2008,0.007630528497551745,0.7611445745706282,0.23122489693182,0.019851133230247234,-0.04078455937685266
SEN,2009,0.05438500738134812,0.6465289670376706,0.29908602558098124,0.1551831162345632,-0.04426320674386223
SEN,2010,0.06851656468050614,0.7430000027664007,0.18848343255309324,0.16886054439052178,0.025668148255298454
SEN,2011,0.01990275330717,0.697489690039851,0.2826075566529791,0.0554863756699554,0.10137958210825788
SEN,2012,0.06776601849224827,0.6703199511719434,0.2619140303358083,0.18362635594625892,0.10281296934574735
SEN,2013,0.02547613513757356,0.6953401641550212,0.2791837007074053,0.07068690084443346,-0.04624429222373566
SEN,2014,0.026030580925982427,0.6494245551262032,0.32454486394781434,0.07707567693725051,0.04629573036207952
SEN,2015,0.03641681720125151,0.7801164115891701,0.18346677120957838,0.08919861658342519,-0.1693436756927982
SEN,2016,0.04794736755833701,0.6797788917301113,0.2722737407115517,0.13177308622948056,-0.0493460126330602
SEN,2017,0.04256616212011463,0.658535891217877,0.2988979466620083,0.1214264369001757,-0.06535555799703677
SEN,2018,0.037295585770871796,0.6005495337441202,0.362154880485008,0.11694245085462379,0.05617165304222335
SEN,2019,0.04953265651614914,0.6515039916400129,0.2989633518438379,0.14131260226245776,-0.05518092394504938
SEN,2020,0.04812060356905858,0.630003983443814,0.32187541298712735,0.14192260387144798,0.02199451712462574
SEN,2021,0.03969700786699867,0.6240848845418833,0.3362181075911181,0.11960858927000007,-0.08161659821526883
SEN,2022,0.10062911523294261,0.6435087954042032,0.2558620893628541,0.2704582411257127,0.16064594291019108
SEN,2023,0.06998678136660377,0.6575425713536525,0.2724706472797438,0.19239575999214573,0.06517655908632829
SLE,1990,0.6516819491518002,0.0,0.34831805084819983,0.0,-0.16661417816043633
SLE,1991,0.7587993842996409,0.0,0.24120061570035917,0.0,-0.09277065608396118
SLE,1992,0.7080928709281236,0.0,0.2919071290718765,0.0,0.03431494137521109
SLE,1993,1.0,0.0,0.0,0.0,0.13433740325523544
SLE,1994,1.0,0.0,0.0,0.0,0.20776988071633437
SLE,1995,0.604789443675165,0.0,0.39521055632483504,0.0,0.223011571544799
SLE,1996,0.8149477297550319,0.0,0.185052270244968,0.0,0.20405940259125194
SLE,1997,0.6861617130073506,0.0,0.31383828699264943,0.0,0.16027371968732804
SLE,1998,0.6730979250091008,0.0,0.3269020749908992,0.0,-0.031400883432965605
SLE,1999,0.6741545893719807,0.0,0.3258454106280193,0.0,0.1112321588291343
SLE,2000,0.08020833333333334,0.8401761612212604,0.07961550544540631,0.1742930999117906,0.05055868432199161
SLE,2001,0.1276580543277641,0.6862876405896046,0.18605430508263138,0.3136770797484809,0.01962753378699651
SLE,2002,0.38016478371549167,0.42746446925521825,0.1923707470292901,0.9414339124471487,-0.1088945148579011
SLE,2003,0.15206721632146106,0.5861542509040428,0.26177853277449614,0.4119826449723365,0.13191911993464345
SLE,2004,0.024276863758401542,0.76418075848711,0.2115423777544885,0.061580643203781885,0.0825751517980538
SLE,2005,0.02271294895973296,0.787328970655174,0.189958080385093,0.056078453249754454,0.006647949579720641
SLE,2006,0.020174131980689743,0.5064306095739378,0.4733952584453724,0.07661963666005833,0.09720222813995297
SLE,2007,0.0838798471607952,0.5777342574043167,0.3383858954348881,0.25356124236780164,0.03211520739500948
SLE,2008,0.018995452217754377,0.4968344111159501,0.48417013666629555,0.07365006785373222,0.053652214247324005
SLE,2009,0.11784833898203989,0.6293972644859536,0.25275439653200654,0.31542062859949005,0.05334031605526291
SLE,2010,0.10257734177345192,0.5989683294854293,0.29845432874111877,0.29243239884691496,0.09865811933033024
SLE,2011,0.12327989533415665,0.35496916559785974,0.5217509390679836,0.5155468370137836,0.07552212394733732
SLE,2012,0.03777235732054402,0.801462681907912,0.16076496077154392,0.09001615889458031,0.08193286924355796
SLE,2013,0.011305738969853468,0.5700651955517799,0.4186290654783666,0.03889337529113358,-0.0022489521668868162
SLE,2014,0.009972361620969865,0.6309375020890925,0.35909013628993763,0.031119388811532495,0.11771852980668059
SLE,2015,0.011681120592640362,0.14838131455206605,0.8399375648552936,0.14595705209757556,-0.13563709616316708
SLE,2016,0.23637723894400742,0.36341106518208577,0.4002116958739068,0.7882022284126232,0.01135369240027641
SLE,2017,0.03596759462899523,0.23322061483114695,0.7308117905398578,0.26723008932024445,-0.07907455355570303
SLE,2018,0.007626108371932091,0.32345958674965436,0.6689143048784135,0.0460672779543164,-0.022181322736148115
SLE,2019,0.007432256957528093,0.3596166361824047,0.6329511068600672,0.04049736749754828,-0.07952105422328254
SLE,2020,0.008571483663049023,0.2944665121331978,0.6969620042037532,0.05657035607384507,-0.003768801760724002
SLE,2021,0.010062493925061365,0.4167902644150237,0.5731472416599149,0.04714737683407123,-0.12537757962149043
SLE,2022,0.018669747389344533,0.518913613758678,0.4624166388519775,0.06945805521017179,0.18312460405195397
SLE,2023,0.027049937951829833,0.8183591252683299,0.15459093677984034,0.06399254308629418,0.1512750635407308
SLV,1990,0.35978178813664635,0.3611435484764058,0.279074663386948,0.9981110937976503,0.08019862462272578
SLV,1991,0.3571195777056799,0.3986495606331516,0.24423086166116853,0.9450493797368414,-0.017730439925645516
SLV,1992,0.3649444646277243,0.5256020006137285,0.10945353475854723,0.8195966833213523,0.1543322989335207
SLV,1993,0.44417303226260324,0.4019585233817593,0.15386844435563757,0.9501088115680831,0.299004257990819
SLV,1994,0.6504071201825515,0.22879649043036013,0.12079638938708835,0.5204630364765249,0.35186419040528116
SLV,1995,0.2035604020078764,0.49859341797286344,0.29784618001926016,0.5798171176038325,0.3351502665712017
SLV,1996,0.2213026529832416,0.5384347530535908,0.2402625939631676,0.5825766935385376,0.27008356709168785
SLV,1997,0.24867488159660017,0.48918220290067016,0.2621429155027297,0.6740461989764094,0.22731593951692422
SLV,1998,0.2309091511110568,0.5816993346847209,0.1873915142042223,0.568315874488882,0.04513101635507913
SLV,1999,0.22410034347311297,0.6284200014468867,0.14747965508000035,0.5257360596928452,0.09630127557823168
SLV,2000,0.6630434475330764,0.28903518196034816,0.04792137050657538,0.6071666205009475,0.12894233605226496
SLV,2001,0.6603324846925545,0.31183765558864934,0.027829859718796215,0.6415289724871599,0.07888974955438217
