ISO3,year,D_N,D_S
BHS,2013,5.999999999994,4.507129474255121
BHS,2014,5.999999999994,4.507129474255121
BHS,2015,5.999999999994,4.507129474255121
BHS,2016,5.999999999994,4.507129474255121
BHS,2017,5.999999999994,4.507129474255121
BHS,2018,5.999999999994,4.507129474255121
BHS,2019,5.999999999994,4.507129474255121
BHS,2020,5.999999999994,4.507129474255121
BHS,2021,6.0,4.507129474255121
BHS,2022,6.0,4.507129474255121
BIH,2001,0.0,1.0158730158730158
BIH,2002,0.0,1.8827495351508836
BIH,2003,0.0,4.507936507934421
BIH,2004,0.0,4.880858398619042
BIH,2005,0.0,4.880858398619042
BIH,2006,0.0,4.880858398619042
BIH,2007,0.0,5.999999999998881
BIH,2008,0.0,5.999999999998881
BIH,2009,0.0,5.999999999998881
BIH,2010,0.0,5.999999999998881
BIH,2011,0.0,5.999999999998881
BIH,2012,0.0,5.999999999998881
BIH,2013,0.0,5.999999999998881
BIH,2014,0.0,5.999999999998881
BIH,2015,2.999999999998,5.999999999998881
BIH,2016,2.999999999998,5.999999999998881
BIH,2017,2.999999999998,5.999999999998881
BIH,2018,2.999999999998,5.999999999998881
BIH,2019,2.999999999998,5.999999999998881
BIH,2020,2.999999999998,5.999999999998881
BIH,2021,2.999999999998,5.999999999998881
BIH,2022,2.999999999998,5.999999999998881
BLR,1993,0.0,0.999999999999
BLR,1994,0.0,3.9999999999977587
BLR,1995,0.0,3.9999999999977587
BLR,1996,0.0,3.9999999999977587
BLR,1997,0.0,4.999999999997758
BLR,1998,0.0,4.999999999997758
BLR,1999,0.0,4.999999999997758
BLR,2000,0.0,4.999999999997758
BLR,2001,0.0,4.999999999998517
BLR,2002,0.0,4.999999999998517
BLR,2003,0.0,4.999999999998517
BLR,2004,0.0,5.999999999998
BLR,2005,0.0,5.999999999998
BLR,2006,0.0,5.999999999998
BLR,2007,0.0,5.999999999998
BLR,2008,0.0,5.999999999998
BLR,2009,0.0,5.999999999998
BLR,2010,0.0,5.999999999998
BLR,2011,0.0,5.999999999998
BLR,2012,0.0,5.999999999998
BLR,2013,0.0,5.999999999998
BLR,2014,0.0,5.999999999998
BLR,2015,0.0,6.0
BLR,2016,0.0,6.0
BLR,2017,0.0,6.0
BLR,2018,0.0,6.0
BLR,2019,0.0,6.0
BLR,2020,0.0,6.0
BLR,2021,0.0,6.0
BLR,2022,0.0,6.0
BLZ,1989,0.0,2.9999999999977587
BLZ,1990,0.0,2.9999999999977587
BLZ,1991,0.0,2.9999999999977587
BLZ,1992,0.0,2.9999999999977587
BLZ,1993,0.0,3.5079365079342666
BLZ,1994,0.0,3.5079365079342666
BLZ,1995,0.0,3.75787351977604
BLZ,1996,0.0,3.75787351977604
BLZ,1997,0.0,3.757873519776982
