ISO3,country,conv,conv_2019,rel_1995,rel_2020,conv_pp,pop_1995,region,inc_1995,D_desta_bb_mean,D_desta_max_mean,D_desta_bb_2020,D_desta_bb_1995,n_pta_desta_mean,D_wb_bb_le_mean,D_wb_bb_le_2020,D_wb_all_le_2020,n_pta_wb_2020
SYR,Syria,-82.78686478423883,-81.30079955302007,73.80745959418486,32.252353005398845,-41.55510658878602,14.6168,"Middle East, North Africa, Afghanistan & Pakistan",LM,1.6153846153846154,1.8846153846153846,2.0,0.0,9.5,2.6923076923076925,5.0,10.0,3.0
TCD,Chad,10.159633931795419,11.16064345871457,1.3307398627824853,1.4730448846220292,0.14230502183954385,7.089064,Sub-Saharan Africa,L,4.0,3.0,4.0,4.0,12.538461538461538,1.0769230769230769,4.0,8.0,2.0
TGO,Togo,-12.252129379320612,-14.554297357568876,1.5363822753989695,1.3592174441270037,-0.1771648312719658,4.410832,Sub-Saharan Africa,L,4.0,3.0,4.0,4.0,10.76923076923077,2.9615384615384617,5.0,14.0,3.0
THA,Thailand,17.501921529100468,21.44676405196659,8.775658676713155,10.454172224400736,1.6785135476875812,58.37618,East Asia & Pacific,LM,4.461538461538462,4.384615384615385,6.0,2.0,9.153846153846153,7.6923076923076925,11.0,27.0,14.0
TJK,Tajikistan,61.66621387917106,56.89977815932157,1.1025634194159135,2.0427564073124724,0.9401929878965589,5.865068,Europe & Central Asia,L,1.7692307692307692,2.0,2.0,1.0,6.269230769230769,6.230769230769231,4.0,9.0,2.0
TKM,Turkmenistan,90.13946582585875,83.95422064629882,4.757149865874008,11.7170340785197,6.959884212645691,4.191203,Europe & Central Asia,LM,1.0,2.0,1.0,1.0,6.230769230769231,6.0,6.0,13.0,5.0
TTO,Trinidad and Tobago,43.67276641207474,50.49733647574941,17.10949366237886,26.47925726635353,9.369763603974672,1.295169,Latin America & Caribbean,UM,5.269230769230769,5.346153846153846,6.0,4.0,14.923076923076923,8.0,11.0,23.0,3.0
TUN,Tunisia,12.343610647088909,20.001972170976618,5.5723229047254215,6.304400816967982,0.7320779122425609,9.161258,"Middle East, North Africa, Afghanistan & Pakistan",LM,4.384615384615385,3.769230769230769,5.0,2.0,17.807692307692307,6.076923076923077,9.0,17.0,8.0
TUR,Turkey,41.37539333274283,37.928498485525715,13.503679103804108,20.42411546023253,6.920436356428423,59.756,Europe & Central Asia,LM,5.5,4.6923076923076925,6.0,3.0,24.884615384615383,9.807692307692308,12.0,23.0,24.0
TZA,Tanzania,35.83094397450776,34.276214449169565,1.2158098732859812,1.739712493348803,0.5239026200628218,30.3835,Sub-Saharan Africa,L,4.0,3.8076923076923075,4.0,4.0,13.576923076923077,6.653846153846154,7.0,16.0,6.0
UGA,Uganda,37.61475387011606,35.4641524566145,0.9866584482093171,1.4372275911237078,0.45056914291439065,20.66567,Sub-Saharan Africa,L,4.0,3.8076923076923075,4.0,4.0,11.576923076923077,5.884615384615385,7.0,16.0,6.0
UKR,Ukraine,6.896244165600029,7.526834633902263,3.4531946372645597,3.699740883003032,0.24654624573847217,51.66554,Europe & Central Asia,LM,3.8846153846153846,4.153846153846154,6.0,1.0,15.884615384615385,9.538461538461538,12.0,23.0,18.0
URY,Uruguay,15.976508359824154,21.09500637029213,23.331638756555087,27.373507823052176,4.041869066497089,3.18944,Latin America & Caribbean,UM,4.538461538461538,5.538461538461538,5.0,1.0,19.846153846153847,11.653846153846153,12.0,19.0,9.0
UZB,Uzbekistan,67.05234472588832,64.84783445997992,2.7261515921340913,5.33033589994245,2.604184307808359,22.79124,Europe & Central Asia,LM,1.0,2.0,1.0,1.0,7.423076923076923,6.0,6.0,13.0,4.0
VEN,Venezuela,-151.20846022246073,-119.73313948151217,9.745016600131725e-10,2.153280244881796e-10,-7.591736355249929e-10,22.19382,Latin America & Caribbean,LM,5.423076923076923,4.269230769230769,5.0,6.0,21.76923076923077,0.46153846153846156,0.0,3.0,3.0
VNM,Vietnam,92.54930794777513,88.29319567374641,2.2128566052010545,5.585028578907375,3.3721719737063203,72.49525,East Asia & Pacific,L,3.576923076923077,4.038461538461538,6.0,0.0,6.076923076923077,6.461538461538462,11.0,33.0,14.0
YEM,Yemen,-96.74077391637528,-97.63929649398145,2.705173403689473,1.0281467373009876,-1.6770266663884852,16.74006,"Middle East, North Africa, Afghanistan & Pakistan",L,0.8846153846153846,1.7692307692307692,1.0,0.0,1.7692307692307692,0.0,0.0,2.0,1.0
ZAF,South Africa,-12.66737258856059,-7.412281888848494,10.706216072460679,9.432402056449924,-1.2738140160107552,43.19977,Sub-Saharan Africa,UM,3.0,3.3076923076923075,4.0,1.0,7.346153846153846,6.153846153846154,8.0,18.0,8.0
ZMB,Zambia,11.446417908059786,14.599721258192627,1.842950656612498,2.0664492190069375,0.22349856239443944,8.785763,Sub-Saharan Africa,L,4.0,3.0,4.0,4.0,8.73076923076923,7.423076923076923,8.0,16.0,6.0
ZWE,Zimbabwe,-63.10624531778508,-55.882885351821585,,,,10.9746,Sub-Saharan Africa,L,4.0,3.0,4.0,4.0,11.73076923076923,7.615384615384615,8.0,17.0,9.0
