ISO3,year,D,S_only,N_only,both,D_S,D_N,uS_standards,uS_investments,uS_services,uS_procurement,uS_competition,uS_iprs,uN_standards,uN_investments,uN_services,uN_procurement,uN_competition,uN_iprs
AFG,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,2003,0.999999999999,0.999999999999,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,2004,0.999999999999,0.999999999999,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,2005,0.999999999999,0.999999999999,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,2006,0.999999999999,0.999999999999,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,2007,0.999999999999,0.999999999999,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,2008,0.999999999999,0.999999999999,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,2009,0.999999999999,0.999999999999,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,2010,0.999999999999,0.999999999999,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,2011,0.999999999999,0.999999999999,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,2012,0.999999999999,0.999999999999,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,2013,0.999999999999,0.999999999999,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,2014,0.999999999999,0.999999999999,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,2015,0.999999999999,0.999999999999,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,2016,0.999999999999,0.999999999999,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,2017,0.999999999999,0.999999999999,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,2018,0.999999999999,0.999999999999,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,2019,0.999999999999,0.999999999999,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,2020,0.999999999999,0.999999999999,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,2021,0.999999999999,0.999999999999,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,2022,0.999999999999,0.999999999999,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,2023,0.999999999999,0.999999999999,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1990,0.7586206896551724,0.7586206896551724,0.0,0.0,0.7586206896551724,0.0,0.7586206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1991,0.7586206896551724,0.7586206896551724,0.0,0.0,0.7586206896551724,0.0,0.7586206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1992,0.7586206896551724,0.7586206896551724,0.0,0.0,0.7586206896551724,0.0,0.7586206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1993,0.7586206896551724,0.7586206896551724,0.0,0.0,0.7586206896551724,0.0,0.7586206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1994,2.9999999999979416,2.9999999999979416,0.0,0.0,2.9999999999979416,0.0,0.9999999999999417,0.999999999999,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1995,2.9999999999979416,2.9999999999979416,0.0,0.0,2.9999999999979416,0.0,0.9999999999999417,0.999999999999,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1996,2.9999999999979416,2.9999999999979416,0.0,0.0,2.9999999999979416,0.0,0.9999999999999417,0.999999999999,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1997,2.9999999999979416,2.9999999999979416,0.0,0.0,2.9999999999979416,0.0,0.9999999999999417,0.999999999999,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1998,2.9999999999979416,2.9999999999979416,0.0,0.0,2.9999999999979416,0.0,0.9999999999999417,0.999999999999,0.0,0.0,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,1999,3.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,2000,3.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,2001,3.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,2002,3.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,2003,3.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,2004,3.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,2005,3.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,2006,3.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,2007,0.9417360285374554,0.9417360285374554,0.0,0.0,0.9417360285374554,0.0,0.9417360285374554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,2008,0.9417360285374554,0.9417360285374554,0.0,0.0,0.9417360285374554,0.0,0.9417360285374554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,2009,0.9417360285374554,0.9417360285374554,0.0,0.0,0.9417360285374554,0.0,0.9417360285374554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,2010,0.9417360285374554,0.9417360285374554,0.0,0.0,0.9417360285374554,0.0,0.9417360285374554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,2011,0.9417360285374554,0.9417360285374554,0.0,0.0,0.9417360285374554,0.0,0.9417360285374554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,2012,0.9417360285374554,0.9417360285374554,0.0,0.0,0.9417360285374554,0.0,0.9417360285374554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,2013,0.9417360285374554,0.9417360285374554,0.0,0.0,0.9417360285374554,0.0,0.9417360285374554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,2014,0.9417360285374554,0.9417360285374554,0.0,0.0,0.9417360285374554,0.0,0.9417360285374554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,2015,0.9417360285374554,0.9417360285374554,0.0,0.0,0.9417360285374554,0.0,0.9417360285374554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,2016,0.9417360285374554,0.9417360285374554,0.0,0.0,0.9417360285374554,0.0,0.9417360285374554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,2017,0.9417360285374554,0.9417360285374554,0.0,0.0,0.9417360285374554,0.0,0.9417360285374554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,2018,0.9417360285374554,0.9417360285374554,0.0,0.0,0.9417360285374554,0.0,0.9417360285374554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,2019,0.9417360285374554,0.9417360285374554,0.0,0.0,0.9417360285374554,0.0,0.9417360285374554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,2020,2.9999999999979416,2.9999999999979416,0.0,0.0,2.9999999999979416,0.0,0.9999999999999417,0.999999999999,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,2021,2.9999999999979416,2.9999999999979416,0.0,0.0,2.9999999999979416,0.0,0.9999999999999417,0.999999999999,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,2022,2.9999999999979416,2.9999999999979416,0.0,0.0,2.9999999999979416,0.0,0.9999999999999417,0.999999999999,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,2023,2.9999999999979416,2.9999999999979416,0.0,0.0,2.9999999999979416,0.0,0.9999999999999417,0.999999999999,0.999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,2002,1.5238095238095237,1.5238095238095237,0.0,0.0,1.5238095238095237,0.0,0.5079365079365079,0.5079365079365079,0.0,0.0,0.0,0.5079365079365079,0.0,0.0,0.0,0.0,0.0,0.0
ALB,2003,2.824124302726325,2.824124302726325,0.0,0.0,2.824124302726325,0.0,0.9413747675754418,0.9413747675754418,0.0,0.0,0.0,0.9413747675754418,0.0,0.0,0.0,0.0,0.0,0.0
ALB,2004,2.986141460174059,2.986141460174059,0.0,0.0,2.986141460174059,0.0,0.9965630821231666,0.9965630821231666,0.0,0.0,0.0,0.9930152959277255,0.0,0.0,0.0,0.0,0.0,0.0
ALB,2005,2.986141460174059,2.986141460174059,0.0,0.0,2.986141460174059,0.0,0.9965630821231666,0.9965630821231666,0.0,0.0,0.0,0.9930152959277255,0.0,0.0,0.0,0.0,0.0,0.0
ALB,2006,2.986141460174059,2.986141460174059,0.0,0.0,2.986141460174059,0.0,0.9965630821231666,0.9965630821231666,0.0,0.0,0.0,0.9930152959277255,0.0,0.0,0.0,0.0,0.0,0.0
ALB,2007,5.999999999996986,5.999999999996986,0.0,0.0,5.999999999996986,0.0,0.9999999999999966,0.9999999999999966,0.999999999999,0.999999999999,0.999999999999,0.999999999999993,0.0,0.0,0.0,0.0,0.0,0.0
ALB,2008,5.999999999998996,5.999999999998996,0.0,0.0,5.999999999998996,0.0,1.0,0.9999999999999966,0.999999999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,2009,5.999999999999506,2.9523809523804587,5.096734322063321e-13,3.0476190476185376,5.999999999998996,3.0476190476190474,1.0,0.9999999999999966,0.999999999999,1.0,1.0,1.0,0.5079365079365079,0.5079365079365079,0.5079365079365079,0.5079365079365079,0.5079365079365079,0.5079365079365079
ALB,2010,5.999999999999913,0.34836353420473387,9.160308727624316e-13,5.6516364657942635,5.999999999998996,5.651636465795178,1.0,0.9999999999999966,0.999999999999,1.0,1.0,1.0,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.999999999999508,0.999999999999913
ALB,2011,5.999999999999913,0.34836353420473387,9.160308727624316e-13,5.6516364657942635,5.999999999998996,5.651636465795178,1.0,0.9999999999999966,0.999999999999,1.0,1.0,1.0,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.999999999999508,0.999999999999913
ALB,2012,5.999999999999913,0.34836353420473387,9.160308727624316e-13,5.6516364657942635,5.999999999998996,5.651636465795178,1.0,0.9999999999999966,0.999999999999,1.0,1.0,1.0,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.999999999999508,0.999999999999913
ALB,2013,5.999999999999913,0.34836353420473387,9.160308727624316e-13,5.6516364657942635,5.999999999998996,5.651636465795178,1.0,0.9999999999999966,0.999999999999,1.0,1.0,1.0,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.999999999999508,0.999999999999913
ALB,2014,5.999999999999913,0.34836353420473387,9.160308727624316e-13,5.6516364657942635,5.999999999998996,5.651636465795178,1.0,0.9999999999999966,0.999999999999,1.0,1.0,1.0,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.999999999999508,0.999999999999913
ALB,2015,5.999999999999913,0.34836353420473387,9.160308727624316e-13,5.6516364657942635,5.999999999998996,5.651636465795178,1.0,0.9999999999999966,0.999999999999,1.0,1.0,1.0,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.999999999999508,0.999999999999913
ALB,2016,5.999999999999913,0.34836353420473387,9.160308727624316e-13,5.6516364657942635,5.999999999998996,5.651636465795178,1.0,0.9999999999999966,0.999999999999,1.0,1.0,1.0,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.999999999999508,0.999999999999913
ALB,2017,5.999999999999913,0.34836353420473387,9.160308727624316e-13,5.6516364657942635,5.999999999998996,5.651636465795178,1.0,0.9999999999999966,0.999999999999,1.0,1.0,1.0,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.999999999999508,0.999999999999913
ALB,2018,5.999999999999913,0.34836353420473387,9.160308727624316e-13,5.6516364657942635,5.999999999998996,5.651636465795178,1.0,0.9999999999999966,0.999999999999,1.0,1.0,1.0,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.999999999999508,0.999999999999913
ALB,2019,5.999999999999913,0.34836353420473387,9.160308727624316e-13,5.6516364657942635,5.999999999998996,5.651636465795178,1.0,0.9999999999999966,0.999999999999,1.0,1.0,1.0,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.999999999999508,0.999999999999913
ALB,2020,5.999999999999913,0.34836353420473387,9.160308727624316e-13,5.6516364657942635,5.999999999998996,5.651636465795178,1.0,0.9999999999999966,0.999999999999,1.0,1.0,1.0,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.999999999999508,0.999999999999913
ALB,2021,5.999999999999913,0.34836353420473387,9.160308727624316e-13,5.6516364657942635,5.999999999998996,5.651636465795178,1.0,0.9999999999999966,0.999999999999,1.0,1.0,1.0,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.999999999999508,0.999999999999913
ALB,2022,5.999999999999913,0.34836353420473387,9.160308727624316e-13,5.6516364657942635,5.999999999998996,5.651636465795178,1.0,0.9999999999999966,0.999999999999,1.0,1.0,1.0,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.999999999999508,0.999999999999913
ALB,2023,5.999999999999913,0.34836353420473387,9.160308727624316e-13,5.6516364657942635,5.999999999998996,5.651636465795178,1.0,0.9999999999999966,0.999999999999,1.0,1.0,1.0,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.9129091164489395,0.999999999999508,0.999999999999913
ARG,1990,1.5079365079355078,1.5079365079355078,0.0,0.0,1.5079365079355078,0.0,0.999999999999,0.0,0.0,0.5079365079365079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,1991,2.015873015873016,2.015873015873016,0.0,0.0,2.015873015873016,0.0,1.0,0.0,0.0,0.5079365079365079,0.5079365079365079,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,1992,2.015873015873016,2.015873015873016,0.0,0.0,2.015873015873016,0.0,1.0,0.0,0.0,0.5079365079365079,0.5079365079365079,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,1993,2.015873015873016,2.015873015873016,0.0,0.0,2.015873015873016,0.0,1.0,0.0,0.0,0.5079365079365079,0.5079365079365079,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,1994,2.015873015873016,2.015873015873016,0.0,0.0,2.015873015873016,0.0,1.0,0.0,0.0,0.5079365079365079,0.5079365079365079,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,1995,2.015873015873016,2.015873015873016,0.0,0.0,2.015873015873016,0.0,1.0,0.0,0.0,0.5079365079365079,0.5079365079365079,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,1996,3.9064039408866993,3.9064039408866993,0.0,0.0,3.9064039408866993,0.0,1.0,0.7586206896551724,0.7586206896551724,0.5079365079365079,0.8812260536398467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,1997,4.179623652869788,4.179623652869788,0.0,0.0,4.179623652869788,0.0,1.0,0.9417360285374554,0.7586206896551724,0.5079365079365079,0.9713304267406526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,1998,4.179623652869788,4.179623652869788,0.0,0.0,4.179623652869788,0.0,1.0,0.9417360285374554,0.7586206896551724,0.5079365079365079,0.9713304267406526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,1999,4.179623652869788,4.179623652869788,0.0,0.0,4.179623652869788,0.0,1.0,0.9417360285374554,0.7586206896551724,0.5079365079365079,0.9713304267406526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,2000,4.179623652869788,4.179623652869788,0.0,0.0,4.179623652869788,0.0,1.0,0.9417360285374554,0.7586206896551724,0.5079365079365079,0.9713304267406526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,2001,4.179623652869788,4.179623652869788,0.0,0.0,4.179623652869788,0.0,1.0,0.9417360285374554,0.7586206896551724,0.5079365079365079,0.9713304267406526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,2002,4.179623652869788,4.179623652869788,0.0,0.0,4.179623652869788,0.0,1.0,0.9417360285374554,0.7586206896551724,0.5079365079365079,0.9713304267406526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,2003,4.179623652869788,4.179623652869788,0.0,0.0,4.179623652869788,0.0,1.0,0.9417360285374554,0.7586206896551724,0.5079365079365079,0.9713304267406526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,2004,4.179623652869788,4.179623652869788,0.0,0.0,4.179623652869788,0.0,1.0,0.9417360285374554,0.7586206896551724,0.5079365079365079,0.9713304267406526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,2005,4.486952548865465,4.486952548865465,0.0,0.0,4.486952548865465,0.0,1.0,0.9859362827504202,0.9999999999997586,0.5079365079365079,0.9930797581787782,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,2006,4.50630442223076,4.50630442223076,0.0,0.0,4.50630442223076,0.0,1.0,0.9989061553250327,0.9999999999997586,0.5079365079365079,0.9994617589694605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,2007,4.50630442223076,4.50630442223076,0.0,0.0,4.50630442223076,0.0,1.0,0.9989061553250327,0.9999999999997586,0.5079365079365079,0.9994617589694605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,2008,4.50630442223076,4.50630442223076,0.0,0.0,4.50630442223076,0.0,1.0,0.9989061553250327,0.9999999999997586,0.5079365079365079,0.9994617589694605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,2009,4.506842663261298,4.506842663261298,0.0,0.0,4.506842663261298,0.0,1.0,0.9989061553250327,0.9999999999997586,0.5079365079365079,0.9999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,2010,4.506842663261298,4.506842663261298,0.0,0.0,4.506842663261298,0.0,1.0,0.9989061553250327,0.9999999999997586,0.5079365079365079,0.9999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,2011,4.507936507936449,4.507936507936449,0.0,0.0,4.507936507936449,0.0,1.0,0.9999999999999998,0.9999999999999417,0.5079365079365079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,2012,4.507936507936449,4.507936507936449,0.0,0.0,4.507936507936449,0.0,1.0,0.9999999999999998,0.9999999999999417,0.5079365079365079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,2013,4.507936507936449,4.507936507936449,0.0,0.0,4.507936507936449,0.0,1.0,0.9999999999999998,0.9999999999999417,0.5079365079365079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,2014,4.507936507936449,4.507936507936449,0.0,0.0,4.507936507936449,0.0,1.0,0.9999999999999998,0.9999999999999417,0.5079365079365079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,2015,4.507936507936449,4.507936507936449,0.0,0.0,4.507936507936449,0.0,1.0,0.9999999999999998,0.9999999999999417,0.5079365079365079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,2016,4.507936507936449,4.507936507936449,0.0,0.0,4.507936507936449,0.0,1.0,0.9999999999999998,0.9999999999999417,0.5079365079365079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,2017,4.507936507936449,4.507936507936449,0.0,0.0,4.507936507936449,0.0,1.0,0.9999999999999998,0.9999999999999417,0.5079365079365079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,2018,4.507936507936449,4.507936507936449,0.0,0.0,4.507936507936449,0.0,1.0,0.9999999999999998,0.9999999999999417,0.5079365079365079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,2019,4.507936507936449,4.507936507936449,0.0,0.0,4.507936507936449,0.0,1.0,0.9999999999999998,0.9999999999999417,0.5079365079365079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,2020,4.507936507936449,4.507936507936449,0.0,0.0,4.507936507936449,0.0,1.0,0.9999999999999998,0.9999999999999417,0.5079365079365079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,2021,4.507936507936449,4.507936507936449,0.0,0.0,4.507936507936449,0.0,1.0,0.9999999999999998,0.9999999999999417,0.5079365079365079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,2022,4.507936507936449,4.507936507936449,0.0,0.0,4.507936507936449,0.0,1.0,0.9999999999999998,0.9999999999999417,0.5079365079365079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,2023,4.507936507936449,4.507936507936449,0.0,0.0,4.507936507936449,0.0,1.0,0.9999999999999998,0.9999999999999417,0.5079365079365079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARM,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARM,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
