D口径,控制,FE,样本,时期,b_D,b_D2,se_D2,p_D2,拐点,N,国家数,支持
D_strict,+能力、hc,年份,全部国家,1990–2023,0.010359349643083124,-0.0014956710309788328,0.0005766950584638494,0.009533379097483197,3.463111014560304,4319,145,True
D_strict,+能力、hc,年份,全部国家,1995–2019,0.005946738988881596,-0.0007445178477304117,0.0005877301319957407,0.20533231514855688,3.993684642355879,3311,143,False
D_strict,+能力、hc,区域×年份,发展中国家,1990–2023,0.005679804582426573,-0.0007162006524116738,0.0006112072533972559,0.2413741255321209,3.9652327621462486,3465,117,False
D_strict,+能力、hc,区域×年份,发展中国家,1995–2019,0.004181945519594645,-0.0005536359979044172,0.0006459669646279068,0.39149458052808317,3.776800583256726,2665,115,False
D_strict,+能力、hc,区域×年份,剔除中东欧入盟国,1990–2023,0.006502710052551048,-0.0008031592045969041,0.0006580304131210556,0.2223572450140423,4.0482073886052765,3166,107,False
D_strict,+能力、hc,区域×年份,剔除中东欧入盟国,1995–2019,0.005338720668536299,-0.0006559459428320297,0.0007001342060216482,0.34892159531133604,4.069482193522313,2431,105,False
D_strict,+能力、hc,区域×年份,全部国家,1990–2023,0.006454709766687941,-0.0006953771701134151,0.0005098085668098888,0.17264665625052422,4.641157377682666,4319,145,False
D_strict,+能力、hc,区域×年份,全部国家,1995–2019,0.0032733662379089016,-0.00040861057807058197,0.0005475542019560456,0.45557711898942044,4.005483966378707,3311,143,False
D_strict,+能力、hc、Geo,年份,发展中国家,1990–2023,0.010896440426623393,-0.0016898589453048028,0.0006863798283577372,0.013868575226690938,3.2240680374236748,3405,117,True
D_strict,+能力、hc、Geo,年份,发展中国家,1995–2019,0.006999685728714089,-0.0009971804533126759,0.0006808717606747585,0.14316699480142625,3.5097387365851564,2623,115,False
D_strict,+能力、hc、Geo,年份,剔除中东欧入盟国,1990–2023,0.011558739764833301,-0.0017103008497685924,0.0007428609383742994,0.02138639407960574,3.3791539559830146,3112,107,True
