检验,预测方向,估计,原始p,方向正确,区域年份FE估计,区域年份FE_p
B1-L,α1−β1>0,-0.011666040057226296,0.08414757925904803,False,-0.005389159257556747,0.41018190270508326
B1-S,α2−β2<0,0.001622635564565578,0.1264986081869135,False,0.00049673328608289,0.636511578069151
